# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 35K of event 'cycles'
# Event count (approx.): 1306201207621
#
# Children      Self  Command          Shared Object      Symbol                                          
# ........  ........  ...............  .................  ................................................
#
     0.03%     0.03%  java             [kernel.kallsyms]  [k] free_pcp_prepare
     0.03%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] __es_tree_search.isra.0
     0.03%     0.03%  kworker/u97:7-e  [kernel.kallsyms]  [k] xas_find
     0.03%     0.00%  Thread-5         [kernel.kallsyms]  [k] user_path_at_empty
     0.03%     0.03%  kworker/u97:7-e  [kernel.kallsyms]  [k] xas_load
     0.03%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.03%     0.00%  kworker/u97:7-e  [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.03%     0.00%  kcompactd0       [kernel.kallsyms]  [k] mem_cgroup_migrate
     0.03%     0.03%  swapper          [kernel.kallsyms]  [k] cpuidle_governor_latency_req
     0.03%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] mod_lruvec_state
     0.03%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] jbd2_journal_dirty_metadata
     0.03%     0.01%  Thread-5         [kernel.kallsyms]  [k] find_lock_entries
     0.03%     0.01%  kswapd0          [kernel.kallsyms]  [k] free_unref_page_list
     0.03%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] down_read_trylock
     0.03%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] map_id_up
     0.03%     0.00%  kswapd0          [kernel.kallsyms]  [k] free_buffer_head
     0.03%     0.00%  kcompactd0       [kernel.kallsyms]  [k] lru_cache_add
     0.03%     0.00%  kcompactd0       [kernel.kallsyms]  [k] putback_lru_page
     0.03%     0.02%  swapper          [kernel.kallsyms]  [k] poll_idle
     0.03%     0.03%  Thread-5         [kernel.kallsyms]  [k] xas_find
     0.03%     0.01%  java             [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.03%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.03%     0.00%  swapper          [kernel.kallsyms]  [k] _nohz_idle_balance.constprop.0.isra.0
     0.03%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] vmacache_find
     0.03%     0.00%  swapper          [kernel.kallsyms]  [k] blk_update_request
     0.03%     0.00%  swapper          [kernel.kallsyms]  [k] schedule_idle
     0.03%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] kernel_init_free_pages.part.0
     0.03%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_free_page.isra.0
     0.03%     0.03%  kcompactd0       [kernel.kallsyms]  [k] page_counter_cancel
     0.03%     0.00%  kcompactd0       [kernel.kallsyms]  [k] page_counter_uncharge
     0.03%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] __brelse
     0.03%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.03%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_has_free_clusters
     0.03%     0.00%  VM Thread        [kernel.kallsyms]  [k] __handle_mm_fault
     0.03%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_get_group_desc
     0.03%     0.00%  swapper          [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.03%     0.00%  kcompactd0       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.03%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] copy_page_to_iter
     0.03%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_get_read_batch
     0.03%     0.02%  kworker/u97:6+f  [kernel.kallsyms]  [k] find_get_pages_range_tag
     0.03%     0.00%  kworker/u97:6+f  [kernel.kallsyms]  [k] pagevec_lookup_range_tag
     0.03%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] jbd2_write_access_granted.part.0
     0.03%     0.03%  kcompactd0       [kernel.kallsyms]  [k] page_counter_charge
     0.03%     0.00%  Thread-5         [kernel.kallsyms]  [k] filename_lookup
     0.03%     0.00%  Thread-5         [kernel.kallsyms]  [k] path_lookupat
     0.03%     0.00%  Thread-5         [kernel.kallsyms]  [k] walk_component
     0.03%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_update_lru_size
     0.03%     0.00%  VM Thread        [kernel.kallsyms]  [k] migrate_misplaced_page
     0.03%     0.01%  Readahead Threa  [kernel.kallsyms]  [k] lru_gen_update_size
     0.03%     0.00%  kworker/u97:7-e  [kernel.kallsyms]  [k] __pagevec_release
     0.03%     0.01%  swapper          [kernel.kallsyms]  [k] __schedule
     0.03%     0.00%  kcompactd1       [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.02%     0.02%  Readahead Threa  [kernel.kallsyms]  [k] __free_one_page
     0.02%     0.02%  java             [kernel.kallsyms]  [k] unlock_page_memcg
     0.02%     0.00%  swapper          [kernel.kallsyms]  [k] rebalance_domains
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] __lock_text_start
     0.02%     0.00%  swapper          [kernel.kallsyms]  [k] need_update
     0.02%     0.00%  kswapd0          [kernel.kallsyms]  [k] kmem_cache_free
     0.02%     0.02%  kcompactd0       [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.02%     0.01%  C2 CompilerThre  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]  [k] ptep_clear_flush
     0.02%     0.02%  kcompactd1       [kernel.kallsyms]  [k] kernel_init_free_pages.part.0
     0.02%     0.00%  swapper          [kernel.kallsyms]  [k] ttwu_do_activate
     0.02%     0.02%  kworker/u98:1-f  [kernel.kallsyms]  [k] find_get_pages_range_tag
     0.02%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] pagevec_lookup_range_tag
     0.02%     0.00%  swapper          [kernel.kallsyms]  [k] load_balance
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] mod_objcg_state
     0.02%     0.00%  java             [kernel.kallsyms]  [k] find_vma
     0.02%     0.00%  swapper          [kernel.kallsyms]  [k] bio_endio
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] page_remove_rmap
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] update_load_avg
     0.02%     0.02%  swapper          [kernel.kallsyms]  [k] _find_first_bit
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __pagevec_lru_add
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.02%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] kjournald2
     0.02%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] kthread
     0.02%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] ret_from_fork
     0.02%     0.02%  java             [kernel.kallsyms]  [k] vmacache_find
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.02%     0.01%  java             [kernel.kallsyms]  [k] __mod_zone_page_state
     0.02%     0.00%  swapper          [kernel.kallsyms]  [k] enqueue_task
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_page_add_anon_rmap
     0.02%     0.00%  swapper          [kernel.kallsyms]  [k] try_to_wake_up
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_add_anon_rmap
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] sysvec_call_function_single
     0.02%     0.02%  java             [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] __inc_zone_page_state
     0.02%     0.01%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_move_mapping
     0.02%     0.00%  java             [kernel.kallsyms]  [k] try_to_free_swap
     0.02%     0.02%  java             [kernel.kallsyms]  [k] lock_page_memcg
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_write_lock
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] perf_event_task_tick
     0.02%     0.02%  kworker/u97:7-e  [kernel.kallsyms]  [k] release_pages
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __mem_cgroup_uncharge_list
     0.02%     0.00%  swapper          [kernel.kallsyms]  [k] find_busiest_group
     0.02%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] jbd2_journal_commit_transaction
     0.02%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] lru_gen_update_size
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] bio_add_page
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] arch_local_irq_enable
     0.02%     0.01%  swapper          [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.02%     0.00%  Thread-5         [kernel.kallsyms]  [k] workingset_update_node
     0.02%     0.01%  kcompactd1       [kernel.kallsyms]  [k] free_pcppages_bulk
     0.02%     0.02%  java             [kernel.kallsyms]  [k] vm_normal_page
     0.02%     0.00%  Thread-5         [kernel.kallsyms]  [k] __ext4_find_entry
     0.02%     0.01%  kswapd0          [kernel.kallsyms]  [k] xas_store
     0.02%     0.00%  kswapd1          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.02%     0.00%  swapper          [kernel.kallsyms]  [k] mpage_end_io
     0.02%     0.02%  C1 CompilerThre  [kernel.kallsyms]  [k] lock_page_memcg
     0.02%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] __mem_cgroup_uncharge_list
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] obj_cgroup_charge
     0.02%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] __es_remove_extent
     0.02%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __x64_sys_futex
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] uncharge_page
     0.02%     0.01%  java             [kernel.kallsyms]  [k] mem_cgroup_update_lru_size
     0.02%     0.00%  VM Thread        [kernel.kallsyms]  [k] migrate_pages
     0.02%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] do_futex
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] lock_page_memcg
     0.02%     0.01%  kcompactd1       [kernel.kallsyms]  [k] lru_gen_add_page
     0.02%     0.01%  kcompactd1       [kernel.kallsyms]  [k] isolate_freepages_block
     0.02%     0.02%  kcompactd1       [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.02%     0.00%  kcompactd1       [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.02%     0.02%  kworker/u97:6+f  [kernel.kallsyms]  [k] mpage_process_page_bufs
     0.02%     0.00%  kswapd0          [kernel.kallsyms]  [k] unaccount_page_cache_page
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.02%     0.01%  kcompactd0       [kernel.kallsyms]  [k] isolate_freepages_block
     0.02%     0.01%  kworker/u97:6+f  [kernel.kallsyms]  [k] fscrypt_mergeable_bio_bh
     0.02%     0.00%  Thread-5         [kernel.kallsyms]  [k] __x64_sys_rmdir
     0.02%     0.00%  Thread-5         [kernel.kallsyms]  [k] do_rmdir
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] __dquot_alloc_space
     0.02%     0.00%  java             [kernel.kallsyms]  [k] delete_from_swap_cache
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.02%     0.01%  kswapd0          [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_futex
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __x64_sys_futex
     0.02%     0.00%  kswapd1          [kernel.kallsyms]  [k] page_cache_delete
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __kmalloc_node
     0.02%     0.01%  kcompactd0       [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.02%     0.01%  kcompactd1       [kernel.kallsyms]  [k] __free_one_page
     0.02%     0.00%  swapper          [kernel.kallsyms]  [k] enqueue_task_fair
     0.02%     0.01%  kswapd0          [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.02%     0.00%  Thread-5         [kernel.kallsyms]  [k] __lookup_slow
     0.02%     0.00%  kswapd0          [kernel.kallsyms]  [k] __mod_lruvec_state
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __blk_rq_map_sg
     0.02%     0.02%  kworker/u97:6+f  [kernel.kallsyms]  [k] xas_load
     0.02%     0.00%  VM Thread        [kernel.kallsyms]  [k] do_syscall_64
     0.02%     0.00%  VM Thread        [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.01%  kworker/u96:0+e  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.02%     0.01%  kworker/u97:7-e  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.02%     0.02%  C2 CompilerThre  [kernel.kallsyms]  [k] __mod_node_page_state
     0.02%     0.00%  kworker/u97:7-e  [kernel.kallsyms]  [k] nvme_queue_rq
     0.02%     0.00%  kworker/u97:7-e  [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.02%     0.00%  kworker/u97:7-e  [kernel.kallsyms]  [k] blk_flush_plug_list
     0.02%     0.00%  kworker/u97:7-e  [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.02%     0.00%  kworker/u97:7-e  [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.02%     0.00%  kworker/u97:7-e  [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.02%     0.00%  java             [kernel.kallsyms]  [k] swapcache_free_entries
     0.02%     0.00%  java             [kernel.kallsyms]  [k] free_swap_slot
     0.02%     0.01%  C2 CompilerThre  [kernel.kallsyms]  [k] uncharge_page
     0.02%     0.02%  java             libjvm.so          [.] 0x000000000096dde9
     0.02%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] worker_thread
     0.02%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] kthread
     0.02%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] ret_from_fork
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_fc_track_inode
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] futex_wait
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]  [k] page_counter_cancel
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] __mem_cgroup_uncharge
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] page_counter_uncharge
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] uncharge_batch
     0.01%     0.00%  kworker/u97:6+f  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] remove_migration_pte
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __x64_sys_fadvise64
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] ksys_fadvise64_64
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_nonda_switch
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] put_page
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] generic_fadvise
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] unmap_page_range
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] __do_munmap
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] __x64_sys_mmap
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] do_mmap
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] ksys_mmap_pgoff
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] mmap_region
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] unmap_region
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] unmap_single_vma
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] unmap_vmas
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] vm_mmap_pgoff
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] _find_next_bit
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] link_path_walk.part.0
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%     0.01%  kswapd0          [kernel.kallsyms]  [k] xas_create
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] memcg_check_events
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __sysvec_call_function_single
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] jbd2_journal_try_to_free_buffers
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __ptep_modify_prot_commit
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] asm_exc_page_fault
     0.01%     0.01%  kworker/u97:7-e  [kernel.kallsyms]  [k] __mod_node_page_state
     0.01%     0.01%  C1 CompilerThre  [kernel.kallsyms]  [k] uncharge_page
     0.01%     0.01%  kworker/u97:6+f  [kernel.kallsyms]  [k] find_get_pages_range
     0.01%     0.00%  kworker/u97:6+f  [kernel.kallsyms]  [k] pagevec_lookup_range
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] ext4_lookup
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] __read_end_io
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_inode_table
     0.01%     0.01%  kworker/u96:0+e  [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.01%     0.01%  C2 CompilerThre  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.01%     0.00%  kswapd0          [kernel.kallsyms]  [k] lru_gen_update_size
     0.01%     0.01%  kswapd0          [kernel.kallsyms]  [k] workingset_eviction
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __x86_indirect_thunk_rax
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_inode_journal_mode
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.01%     0.01%  java             [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]  [k] __mod_lruvec_state
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] unlock_page_memcg
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __blk_queue_split
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] tick_sched_timer
     0.01%     0.01%  kworker/u96:0+e  [kernel.kallsyms]  [k] inc_node_page_state
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] tick_sched_handle
     0.01%     0.01%  kworker/u97:7-e  [kernel.kallsyms]  [k] page_mapping
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] exc_page_fault
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] wait_for_stable_page
     0.01%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] process_one_work
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] from_kgid
     0.01%     0.01%  kworker/u97:6+f  [kernel.kallsyms]  [k] release_pages
     0.01%     0.00%  kworker/u97:6+f  [kernel.kallsyms]  [k] __pagevec_release
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] update_load_avg
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __bio_try_merge_page
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] wake_up_process
     0.01%     0.00%  kworker/u97:7-e  [kernel.kallsyms]  [k] bio_add_page
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.01%     0.01%  java             [kernel.kallsyms]  [k] sync_regs
     0.01%     0.01%  C2 CompilerThre  [kernel.kallsyms]  [k] put_prev_entity
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] put_prev_task_fair
     0.01%     0.01%  kworker/u97:7-e  [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] futex_wait
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] should_numa_migrate_memory
     0.01%     0.01%  kworker/u97:7-e  [kernel.kallsyms]  [k] xas_start
     0.01%     0.00%  kswapd1          [kernel.kallsyms]  [k] xas_store
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] vfs_rmdir.part.0
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] update_process_times
     0.01%     0.00%  kswapd0          [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_alloc
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] try_to_wake_up
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] unlock_page
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.01%     0.01%  kworker/u96:0+e  [kernel.kallsyms]  [k] __lock_text_start
     0.01%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_os_execute_deferred
     0.01%     0.00%  java             [kernel.kallsyms]  [k] swap_range_free
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] enqueue_entity
     0.01%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_nomem
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_user_addr_fault
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] tick_nohz_idle_exit
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] ext4_rmdir
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] setup_object.isra.0
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] force_page_cache_ra
     0.01%     0.01%  kworker/u96:0+e  [kernel.kallsyms]  [k] __mod_node_page_state
     0.01%     0.01%  java             libc.so.6          [.] 0x00000000001b2383
     0.01%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ev_asynch_execute_gpe_method
     0.01%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ns_evaluate
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] handle_mm_fault
     0.01%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ps_execute_method
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.01%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ps_parse_aml
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] hrtimer_wakeup
     0.01%     0.01%  kworker/u97:7-e  [kernel.kallsyms]  [k] __blk_queue_split
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]  [k] lru_gen_add_page
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] propagate_protected_usage
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] pmd_page_vaddr
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] list_lru_del
     0.01%     0.01%  kworker/u97:7-e  [kernel.kallsyms]  [k] dec_zone_page_state
     0.01%     0.00%  kworker/u97:6+f  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] schedule
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] futex_wake
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] __schedule
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] kmem_cache_free
     0.01%     0.01%  C1 CompilerThre  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.01%     0.01%  pool-4-thread-1  [unknown]          [.] 0x00007f31f9eac452
     0.01%     0.01%  swapper          [kernel.kallsyms]  [k] psi_group_change
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] irq_exit_rcu
     0.01%     0.00%  Thread-5         [kernel.kallsyms]  [k] ext4_read_bh_lock
     0.01%     0.01%  Thread-5         [kernel.kallsyms]  [k] _raw_spin_lock
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_unmap_data.part.0
     0.01%     0.00%  swapper          [kernel.kallsyms]  [k] __wake_up_common
     0.01%     0.01%  kworker/u96:0+e  [kernel.kallsyms]  [k] xas_clear_mark
     0.01%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ps_parse_loop
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] enqueue_task
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%     0.01%  kworker/u97:7-e  [kernel.kallsyms]  [k] percpu_counter_add_batch
     0.01%     0.01%  kswapd1          [kernel.kallsyms]  [k] page_mapping
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __get_vma_policy
     0.01%     0.01%  C1 CompilerThre  [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] account_process_tick
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] migrate_page
     0.01%     0.00%  VM Thread        [kernel.kallsyms]  [k] move_to_new_page
     0.01%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] xa_load
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] policy_node
     0.01%     0.00%  java             [kernel.kallsyms]  [k] do_futex
     0.01%     0.00%  java             [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] tick_program_event
     0.01%     0.01%  Readahead Threa  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  java             [kernel.kallsyms]  [k] put_swap_page
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] rb_next
     0.01%     0.01%  kcompactd1       [kernel.kallsyms]  [k] do_page_add_anon_rmap
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]  [k] page_add_anon_rmap
