# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3597253690667
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                                             
# ........  ........  ...............  ..................................  ...................................................................................................................................................................................................................
#
    46.07%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    46.02%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    34.48%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    34.22%     0.06%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    33.93%     0.11%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    33.73%     0.47%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    26.02%     0.15%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    25.16%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    24.09%    23.27%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    22.93%     0.30%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    22.52%     0.56%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    21.80%     0.08%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    21.72%     0.16%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    19.90%     0.42%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    19.49%     0.07%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    18.56%     0.06%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    17.48%     0.04%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    17.30%     0.56%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    13.14%     0.66%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.20%     0.10%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     9.84%     0.18%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.44%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.37%     0.07%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.27%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.23%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.57%     0.07%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     6.16%     0.68%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.72%     0.28%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     5.37%     0.05%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.32%     0.04%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     5.13%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     5.03%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.87%     0.56%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.83%     0.20%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     4.60%     0.04%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     4.50%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     4.42%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     4.31%     2.19%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     3.88%     0.43%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     3.64%     0.08%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     3.20%     0.05%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     2.70%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     2.70%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     2.70%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     2.69%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
     2.69%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node
     2.69%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_node_memcgs
     2.68%     0.11%  Executor task l  [kernel.kallsyms]                   [k] copy_page_from_iter_atomic
     2.61%     0.03%  Executor task l  [kernel.kallsyms]                   [k] read_pages
     2.49%     1.04%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     2.26%     0.33%  Executor task l  [kernel.kallsyms]                   [k] rmqueue
     2.25%     0.03%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     2.22%     2.13%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
     1.91%     1.91%  Executor task l  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath.part.0
     1.77%     0.01%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     1.75%     0.08%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_end
     1.75%     0.18%  Executor task l  [kernel.kallsyms]                   [k] ext4_mpage_readpages
     1.69%     0.00%  kswapd0          [kernel.kallsyms]                   [k] lru_gen_shrink_lruvec
     1.68%     0.26%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     1.66%     0.00%  kswapd0          [kernel.kallsyms]                   [k] evict_pages
     1.61%     0.21%  Executor task l  [kernel.kallsyms]                   [k] lru_cache_add
     1.57%     0.87%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     1.57%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __mark_inode_dirty
     1.56%     0.00%  Executor task l  [kernel.kallsyms]                   [k] grab_cache_page_write_begin
     1.56%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __block_write_begin_int
     1.55%     0.90%  Executor task l  [kernel.kallsyms]                   [k] rmqueue_bulk
     1.55%     0.03%  Executor task l  [kernel.kallsyms]                   [k] pagecache_get_page
     1.53%     0.99%  Executor task l  [kernel.kallsyms]                   [k] update_curr
     1.45%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kcompactd
     1.45%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kthread
     1.45%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] ret_from_fork
     1.45%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] compact_zone
     1.44%     0.03%  Executor task l  [kernel.kallsyms]                   [k] generic_write_end
     1.43%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] migrate_pages
     1.43%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] unmap_and_move
     1.43%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ext4_dirty_inode
     1.39%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] proactive_compact_node
     1.39%     0.13%  Executor task l  [kernel.kallsyms]                   [k] __pagevec_lru_add
     1.37%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] __unmap_and_move
     1.34%     1.19%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
     1.33%     0.08%  kswapd0          [kernel.kallsyms]                   [k] shrink_page_list
     1.33%     0.00%  Executor task l  [kernel.kallsyms]                   [k] asm_common_interrupt
     1.31%     0.01%  Executor task l  [kernel.kallsyms]                   [k] common_interrupt
     1.24%     0.17%  Executor task l  [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     1.21%     0.68%  Executor task l  [kernel.kallsyms]                   [k] xas_load
     1.21%     0.01%  Executor task l  [kernel.kallsyms]                   [k] __ext4_mark_inode_dirty
     1.18%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __common_interrupt
     1.16%     1.12%  Executor task l  [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     1.16%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_edge_irq
     1.16%     0.03%  Executor task l  [kernel.kallsyms]                   [k] mem_cgroup_charge
     1.13%     0.19%  Executor task l  [kernel.kallsyms]                   [k] rcu_sched_clock_irq
     1.12%     0.66%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_read_batch
     1.06%     0.12%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     1.06%     0.01%  Executor task l  [kernel.kallsyms]                   [k] handle_irq_event
     1.06%     0.13%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     0.99%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.99%     0.00%  swapper          [kernel.kallsyms]                   [k] cpu_startup_entry
     0.99%     0.00%  swapper          [kernel.kallsyms]                   [k] secondary_startup_64_no_verify
     0.99%     0.32%  Executor task l  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.98%     0.01%  swapper          [kernel.kallsyms]                   [k] do_idle
     0.96%     0.00%  Executor task l  [kernel.kallsyms]                   [k] nvme_irq
     0.96%     0.10%  Executor task l  [kernel.kallsyms]                   [k] nvme_process_cq
     0.96%     0.00%  kswapd0          [kernel.kallsyms]                   [k] do_shrink_slab
     0.94%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_slab_memcg
     0.94%     0.44%  Executor task l  [kernel.kallsyms]                   [k] kmem_cache_alloc
     0.92%     0.00%  Executor task l  [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     0.90%     0.00%  kswapd0          [kernel.kallsyms]                   [k] super_cache_scan
     0.89%     0.00%  kswapd0          [kernel.kallsyms]                   [k] prune_icache_sb
     0.87%     0.37%  Executor task l  [kernel.kallsyms]                   [k] rcu_pending
