# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 7568547644152
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    30.33%     0.27%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    28.40%     0.32%  java             [kernel.kallsyms]  [k] exc_page_fault
    25.85%     0.35%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    20.74%     0.89%  java             [kernel.kallsyms]  [k] handle_mm_fault
    19.34%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    19.32%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    18.17%     3.88%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    15.55%     0.20%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    13.95%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    13.13%     0.27%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
    12.18%     0.40%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
    11.05%     1.67%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
    10.61%     0.14%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     9.45%     0.75%  java             [kernel.kallsyms]  [k] migrate_pages
     9.43%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     9.43%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     9.42%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     9.42%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     9.42%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     9.42%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     9.41%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     8.63%     8.52%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     8.50%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     8.50%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     8.50%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     8.49%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     8.49%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     8.49%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     8.49%     0.17%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     6.23%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     6.23%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     6.21%     0.02%  swapper          [kernel.kallsyms]  [k] do_idle
     6.05%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     5.80%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     5.80%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     5.68%     5.67%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     5.57%     0.19%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     5.50%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     5.47%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     5.35%     0.41%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     5.20%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     5.10%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     5.08%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
