# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2170599897475
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    37.49%     0.10%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    36.37%     0.08%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    31.91%     0.36%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    31.21%     0.78%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    27.43%     0.56%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    26.87%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    25.92%     0.06%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    24.60%     0.12%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    24.39%     0.94%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    17.65%     0.75%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    16.40%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    16.35%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     9.89%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     9.77%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     9.64%     0.07%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     9.52%     0.13%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     7.99%     0.91%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     7.06%     0.66%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     6.40%     2.78%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.79%     0.03%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.76%     0.05%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     4.75%     4.58%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     4.04%     0.03%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     3.52%     0.27%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     3.44%     1.64%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     3.28%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __x64_sys_openat
     3.28%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_sys_openat2
     3.19%     0.03%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     3.16%     1.33%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     2.93%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_filp_open
     2.93%     0.55%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     2.91%     0.02%  Executor task l  [kernel.kallsyms]                   [k] path_openat
     2.65%     0.02%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
