# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3704503706593
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ..................................  ...............................................................................................................................................................................................................
#
    46.17%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    46.12%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    34.82%     0.04%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    34.56%     0.06%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    34.26%     0.13%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    34.05%     0.54%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    25.32%     0.15%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    24.54%     0.06%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    24.11%    23.29%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    22.33%     0.35%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    21.88%     0.62%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    21.85%     0.09%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    21.76%     0.17%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    19.28%     0.48%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    18.80%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    17.94%     0.05%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    16.92%     0.06%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    16.72%     0.62%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    12.67%     0.59%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.40%     0.10%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
    10.04%     0.15%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.24%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.17%     0.07%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.08%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.04%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.37%     0.08%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     5.85%     0.09%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.69%     0.54%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.11%     0.27%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     4.97%     0.60%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.89%     0.04%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     4.71%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     4.63%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.42%     0.51%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     4.40%     0.15%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     4.37%     2.13%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.23%     0.04%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     4.13%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     4.04%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     3.55%     0.08%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     2.86%     0.04%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     2.78%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     2.78%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     2.78%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     2.78%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
     2.78%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node
     2.78%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node_memcgs
     2.67%     0.10%  Executor task l  [kernel.kallsyms]                   [k] copy_page_from_iter_atomic
     2.63%     0.03%  Executor task l  [kernel.kallsyms]                   [k] read_pages
     2.39%     0.98%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     2.18%     0.03%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     2.15%     2.08%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
     1.96%     0.33%  Executor task l  [kernel.kallsyms]                   [k] rmqueue
     1.91%     1.91%  Executor task l  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath.part.0
     1.78%     0.01%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     1.77%     0.20%  Executor task l  [kernel.kallsyms]                   [k] ext4_mpage_readpages
     1.72%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kcompactd
     1.72%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kthread
     1.72%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] ret_from_fork
     1.71%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] compact_zone
     1.70%     0.27%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     1.69%     0.00%  kswapd0          [kernel.kallsyms]                   [k] lru_gen_shrink_lruvec
