# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 35K of event 'cycles'
# Event count (approx.): 1174223828014
#
# Children      Self  Command          Shared Object         Symbol                                             
# ........  ........  ...............  ....................  ...................................................
#
     4.81%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] grab_cache_page_write_begin
     4.79%     0.08%  pool-4-thread-1  [kernel.kallsyms]     [k] pagecache_get_page
     4.24%     3.30%  pool-4-thread-1  [kernel.kallsyms]     [k] __add_to_page_cache_locked
     3.96%     3.96%  swapper          [unknown]             [.] 0000000000000000
     3.84%     0.04%  pool-4-thread-1  [kernel.kallsyms]     [k] asm_exc_page_fault
     3.41%     0.02%  pool-4-thread-1  [kernel.kallsyms]     [k] exc_page_fault
     3.32%     3.31%  pool-4-thread-1  [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     3.30%     0.00%  java             [kernel.kallsyms]     [k] do_syscall_64
     3.30%     0.00%  java             [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     3.30%     0.05%  pool-4-thread-1  [kernel.kallsyms]     [k] do_user_addr_fault
     3.29%     0.00%  java             [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     3.29%     0.00%  java             [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     3.29%     0.00%  java             [kernel.kallsyms]     [k] arch_do_signal_or_restart
     3.29%     0.00%  java             [kernel.kallsyms]     [k] get_signal
     3.29%     0.00%  java             [kernel.kallsyms]     [k] do_exit
     3.29%     0.00%  java             [kernel.kallsyms]     [k] do_group_exit
     3.28%     0.00%  java             [kernel.kallsyms]     [k] exit_mmap
     3.28%     0.00%  java             [kernel.kallsyms]     [k] mmput
     3.27%     0.01%  java             [kernel.kallsyms]     [k] unmap_vmas
     3.27%     0.00%  java             [kernel.kallsyms]     [k] unmap_single_vma
     3.26%     0.61%  java             [kernel.kallsyms]     [k] unmap_page_range
     3.17%     0.08%  pool-4-thread-1  [kernel.kallsyms]     [k] handle_mm_fault
     3.14%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] filemap_get_pages
     3.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] page_cache_async_ra
     3.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ondemand_readahead
     3.08%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] page_cache_ra_unbounded
     2.85%     0.34%  pool-4-thread-1  [kernel.kallsyms]     [k] __handle_mm_fault
     2.61%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_da_write_end
     2.55%     0.04%  pool-4-thread-1  [kernel.kallsyms]     [k] generic_write_end
     2.30%     0.15%  pool-4-thread-1  [kernel.kallsyms]     [k] __alloc_pages
     2.19%     0.07%  pool-4-thread-1  [kernel.kallsyms]     [k] migrate_misplaced_page
     2.13%     0.49%  pool-4-thread-1  [kernel.kallsyms]     [k] get_page_from_freelist
     2.11%     0.00%  java             [kernel.kallsyms]     [k] tlb_flush_mmu
     2.08%     0.04%  pool-4-thread-1  [kernel.kallsyms]     [k] alloc_pages
     2.02%     0.02%  java             [kernel.kallsyms]     [k] free_pages_and_swap_cache
     1.96%     0.44%  java             [kernel.kallsyms]     [k] release_pages
     1.94%     0.07%  pool-4-thread-1  [kernel.kallsyms]     [k] __mark_inode_dirty
     1.93%     0.46%  pool-4-thread-1  [kernel.kallsyms]     [k] migrate_pages
     1.86%     0.02%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_dirty_inode
     1.72%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] __writeback_inodes_wb
     1.72%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] __writeback_single_inode
     1.72%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] do_writepages
     1.72%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] kthread
     1.72%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] process_one_work
     1.72%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] ret_from_fork
     1.72%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] wb_workfn
     1.72%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] wb_writeback
     1.72%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] worker_thread
     1.72%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] writeback_sb_inodes
     1.72%     0.05%  kworker/u98:1-f  [kernel.kallsyms]     [k] ext4_writepages
     1.44%     0.00%  java             [kernel.kallsyms]     [k] asm_exc_page_fault
     1.43%     0.00%  kcompactd1       [kernel.kallsyms]     [k] kcompactd
     1.43%     0.00%  kcompactd1       [kernel.kallsyms]     [k] kthread
     1.43%     0.00%  kcompactd1       [kernel.kallsyms]     [k] ret_from_fork
     1.43%     0.00%  kcompactd1       [kernel.kallsyms]     [k] compact_zone
     1.43%     0.00%  kcompactd1       [kernel.kallsyms]     [k] proactive_compact_node
     1.41%     0.00%  java             [kernel.kallsyms]     [k] exc_page_fault
     1.37%     0.01%  java             [kernel.kallsyms]     [k] do_user_addr_fault
     1.33%     0.03%  kcompactd1       [kernel.kallsyms]     [k] migrate_pages
     1.29%     1.26%  java             [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     1.29%     0.00%  java             [kernel.kallsyms]     [k] handle_mm_fault
     1.28%     0.04%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_block_write_begin
     1.26%     0.06%  java             [kernel.kallsyms]     [k] __handle_mm_fault
     1.23%     0.04%  java             [kernel.kallsyms]     [k] _raw_spin_lock
     1.16%     0.01%  kworker/u98:1-f  [kernel.kallsyms]     [k] mpage_submit_page
     1.06%     1.05%  pool-4-thread-1  [kernel.kallsyms]     [k] clear_page_erms
     0.93%     0.11%  java             [kernel.kallsyms]     [k] free_unref_page_list
     0.93%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __x64_sys_unlink
     0.93%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] do_unlinkat
     0.93%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] evict
     0.93%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_evict_inode
     0.93%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] iput
     0.93%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] iput.part.0
     0.93%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] truncate_inode_pages_final
     0.92%     0.20%  kworker/u98:1-f  [kernel.kallsyms]     [k] ext4_bio_write_page
     0.90%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] truncate_inode_pages_range
     0.90%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] __ext4_mark_inode_dirty
     0.84%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __page_cache_alloc
     0.81%     0.11%  pool-4-thread-1  [kernel.kallsyms]     [k] lru_cache_add
     0.80%     0.06%  java             [kernel.kallsyms]     [k] free_unref_page_commit.constprop.0
     0.78%     0.00%  kworker/u96:0-e  [kernel.kallsyms]     [k] kthread
     0.78%     0.00%  kworker/u96:0-e  [kernel.kallsyms]     [k] ret_from_fork
     0.78%     0.00%  kworker/u96:0-e  [kernel.kallsyms]     [k] worker_thread
     0.78%     0.00%  kworker/u96:0-e  [kernel.kallsyms]     [k] ext4_end_io_rsv_work
     0.78%     0.00%  kworker/u96:0-e  [kernel.kallsyms]     [k] process_one_work
     0.77%     0.00%  kworker/u96:0-e  [kernel.kallsyms]     [k] ext4_release_io_end
     0.77%     0.07%  kworker/u96:0-e  [kernel.kallsyms]     [k] ext4_finish_bio
     0.74%     0.20%  java             [kernel.kallsyms]     [k] free_pcppages_bulk
     0.69%     0.22%  pool-4-thread-1  [kernel.kallsyms]     [k] __pagevec_lru_add
     0.68%     0.11%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_da_get_block_prep
     0.67%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] move_to_new_page
     0.67%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] migrate_page
     0.66%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] __ext4_journal_start_sb
     0.60%     0.08%  pool-4-thread-1  [kernel.kallsyms]     [k] __block_commit_write.constprop.0.isra.0
     0.60%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] jbd2__journal_start
     0.59%     0.00%  Thread-5         [kernel.kallsyms]     [k] do_syscall_64
     0.59%     0.00%  Thread-5         [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.57%     0.06%  kworker/u96:0-e  [kernel.kallsyms]     [k] end_page_writeback
     0.57%     0.56%  pool-4-thread-1  [kernel.kallsyms]     [k] __get_user_nocheck_1
     0.55%     0.00%  Thread-5         [kernel.kallsyms]     [k] __x64_sys_unlink
     0.54%     0.00%  Thread-5         [kernel.kallsyms]     [k] do_unlinkat
     0.54%     0.22%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_mark_iloc_dirty
     0.54%     0.00%  Thread-5         [kernel.kallsyms]     [k] iput
     0.54%     0.00%  Thread-5         [kernel.kallsyms]     [k] iput.part.0
     0.53%     0.00%  Thread-5         [kernel.kallsyms]     [k] evict
     0.53%     0.00%  Thread-5         [kernel.kallsyms]     [k] ext4_evict_inode
     0.52%     0.49%  java             [kernel.kallsyms]     [k] __free_one_page
     0.51%     0.08%  pool-4-thread-1  [kernel.kallsyms]     [k] mark_buffer_dirty
     0.51%     0.00%  Thread-5         [kernel.kallsyms]     [k] truncate_inode_pages_final
     0.50%     0.01%  Thread-5         [kernel.kallsyms]     [k] truncate_inode_pages_range
     0.50%     0.07%  pool-4-thread-1  [kernel.kallsyms]     [k] create_empty_buffers
     0.50%     0.00%  kcompactd0       [kernel.kallsyms]     [k] kthread
     0.50%     0.00%  kcompactd0       [kernel.kallsyms]     [k] ret_from_fork
     0.50%     0.00%  kcompactd0       [kernel.kallsyms]     [k] kcompactd
     0.50%     0.00%  kcompactd0       [kernel.kallsyms]     [k] compact_zone
     0.50%     0.00%  kcompactd0       [kernel.kallsyms]     [k] proactive_compact_node
     0.49%     0.01%  kcompactd1       [kernel.kallsyms]     [k] compaction_alloc
     0.49%     0.42%  pool-4-thread-1  [kernel.kallsyms]     [k] rmqueue_bulk
     0.47%     0.09%  kworker/u96:0-e  [kernel.kallsyms]     [k] test_clear_page_writeback
     0.45%     0.01%  kcompactd0       [kernel.kallsyms]     [k] migrate_pages
     0.45%     0.12%  pool-4-thread-1  [kernel.kallsyms]     [k] release_pages
     0.45%     0.09%  kworker/u98:1-f  [kernel.kallsyms]     [k] __test_set_page_writeback
     0.45%     0.00%  kcompactd1       [kernel.kallsyms]     [k] move_to_new_page
     0.45%     0.23%  java             [kernel.kallsyms]     [k] page_remove_rmap
     0.44%     0.44%  pool-4-thread-1  [kernel.kallsyms]     [k] xas_load
     0.44%     0.17%  pool-4-thread-1  [kernel.kallsyms]     [k] kmem_cache_alloc
     0.44%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] alloc_page_buffers
     0.42%     0.42%  pool-4-thread-1  [kernel.kallsyms]     [k] copy_page
     0.42%     0.02%  kcompactd1       [kernel.kallsyms]     [k] split_map_pages
     0.41%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] alloc_buffer_head
     0.40%     0.40%  pool-4-thread-1  [kernel.kallsyms]     [k] mark_page_accessed
     0.39%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __pagevec_release
     0.39%     0.00%  kcompactd1       [kernel.kallsyms]     [k] post_alloc_hook
     0.38%     0.02%  Thread-5         [kernel.kallsyms]     [k] truncate_exceptional_pvec_entries.part.0
     0.38%     0.37%  pool-4-thread-1  [kernel.kallsyms]     [k] sync_regs
     0.38%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.37%     0.01%  kcompactd1       [kernel.kallsyms]     [k] migrate_page
     0.37%     0.22%  java             [kernel.kallsyms]     [k] lru_gen_update_size
     0.36%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] do_syscall_64
     0.36%     0.36%  kcompactd1       [kernel.kallsyms]     [k] clear_page_erms
     0.33%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] __set_page_dirty
     0.33%     0.04%  kworker/u98:1-f  [kernel.kallsyms]     [k] mpage_prepare_extent_to_map
     0.32%     0.23%  pool-4-thread-1  [kernel.kallsyms]     [k] start_this_handle
     0.31%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.31%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.31%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] arch_do_signal_or_restart
     0.31%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] get_signal
     0.31%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] do_exit
     0.31%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] do_group_exit
     0.31%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] exit_mmap
     0.31%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] mmput
     0.31%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] unmap_single_vma
     0.31%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] unmap_vmas
     0.31%     0.04%  Readahead Threa  [kernel.kallsyms]     [k] unmap_page_range
     0.31%     0.10%  pool-4-thread-1  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.31%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] do_syscall_64
     0.31%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.30%     0.20%  pool-4-thread-1  [kernel.kallsyms]     [k] lru_gen_add_page
     0.30%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] arch_do_signal_or_restart
     0.30%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.30%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] get_signal
     0.30%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.30%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] do_exit
     0.30%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] do_group_exit
     0.30%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] exit_mmap
     0.30%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] mmput
     0.30%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] unmap_single_vma
     0.30%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] unmap_vmas
     0.30%     0.23%  pool-4-thread-1  [kernel.kallsyms]     [k] _raw_spin_lock
     0.29%     0.06%  C1 CompilerThre  [kernel.kallsyms]     [k] unmap_page_range
     0.29%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.29%     0.29%  kcompactd1       [kernel.kallsyms]     [k] copy_page
     0.29%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.28%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] __ext4_journal_stop
     0.27%     0.02%  pool-4-thread-1  [kernel.kallsyms]     [k] free_unref_page_commit.constprop.0
     0.27%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_reserve_inode_write
     0.26%     0.05%  pool-4-thread-1  [kernel.kallsyms]     [k] __mod_lruvec_state
     0.26%     0.04%  pool-4-thread-1  [kernel.kallsyms]     [k] jbd2_journal_stop
     0.26%     0.18%  pool-4-thread-1  [kernel.kallsyms]     [k] balance_dirty_pages_ratelimited
     0.26%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] alloc_misplaced_dst_page
     0.26%     0.08%  pool-4-thread-1  [kernel.kallsyms]     [k] free_pcppages_bulk
     0.26%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] read_pages
     0.25%     0.22%  pool-4-thread-1  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.24%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] migrate_page_copy
     0.23%     0.02%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_inode_csum_set
     0.23%     0.02%  pool-4-thread-1  [kernel.kallsyms]     [k] free_unref_page_list
     0.23%     0.08%  pool-4-thread-1  [kernel.kallsyms]     [k] migrate_page_states
     0.23%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] PageHuge
     0.23%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] rmap_walk
     0.23%     0.05%  pool-4-thread-1  [kernel.kallsyms]     [k] xa_get_order
     0.23%     0.09%  kworker/u98:1-f  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.23%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.22%     0.02%  pool-4-thread-1  [kernel.kallsyms]     [k] __mem_cgroup_charge
     0.22%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_readahead
     0.22%     0.08%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_mpage_readpages
     0.22%     0.15%  Thread-5         [kernel.kallsyms]     [k] xas_store
     0.22%     0.22%  kworker/u96:0-e  [unknown]             [.] 0000000000000000
     0.22%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_es_insert_delayed_block
     0.21%     0.04%  java             [kernel.kallsyms]     [k] __mod_lruvec_state
     0.21%     0.04%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_inode_csum
     0.21%     0.12%  kworker/u96:0-e  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.20%     0.01%  kcompactd1       [kernel.kallsyms]     [k] rmap_walk
     0.20%     0.11%  kworker/u98:1-f  [kernel.kallsyms]     [k] clear_page_dirty_for_io
     0.20%     0.20%  pool-4-thread-1  [kernel.kallsyms]     [k] _raw_read_lock
     0.20%     0.13%  pool-4-thread-1  [kernel.kallsyms]     [k] xas_store
     0.20%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] irqentry_exit
     0.20%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.20%     0.14%  pool-4-thread-1  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.20%     0.02%  pool-4-thread-1  [kernel.kallsyms]     [k] rmap_walk_anon
     0.20%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __put_page
     0.19%     0.01%  kcompactd1       [kernel.kallsyms]     [k] rmap_walk_anon
     0.19%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_get_inode_loc
     0.19%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] tlb_flush_mmu
     0.19%     0.18%  pool-4-thread-1  [kernel.kallsyms]     [k] __free_one_page
     0.19%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] change_prot_numa
     0.19%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] task_numa_work
     0.19%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] task_work_run
     0.19%     0.00%  swapper          [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.19%     0.06%  C1 CompilerThre  [kernel.kallsyms]     [k] release_pages
     0.19%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] free_pages_and_swap_cache
     0.19%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] tlb_flush_mmu
     0.18%     0.04%  pool-4-thread-1  [kernel.kallsyms]     [k] delete_from_page_cache_batch
     0.18%     0.09%  pool-4-thread-1  [kernel.kallsyms]     [k] __ext4_get_inode_loc
     0.18%     0.00%  swapper          [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.18%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] free_pages_and_swap_cache
     0.18%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] isolate_lru_page
     0.17%     0.03%  Readahead Threa  [kernel.kallsyms]     [k] release_pages
     0.17%     0.04%  pool-4-thread-1  [kernel.kallsyms]     [k] crypto_shash_update
     0.17%     0.00%  kcompactd0       [kernel.kallsyms]     [k] compaction_alloc
     0.17%     0.16%  pool-4-thread-1  [kernel.kallsyms]     [k] change_protection
     0.17%     0.00%  kcompactd1       [kernel.kallsyms]     [k] try_to_migrate
     0.16%     0.02%  java             [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.16%     0.01%  kcompactd0       [kernel.kallsyms]     [k] post_alloc_hook
     0.16%     0.00%  kcompactd0       [kernel.kallsyms]     [k] split_map_pages
     0.15%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] charge_memcg
     0.15%     0.13%  pool-4-thread-1  [kernel.kallsyms]     [k] find_lock_entries
     0.15%     0.07%  pool-4-thread-1  [kernel.kallsyms]     [k] stop_this_handle
     0.15%     0.11%  java             [kernel.kallsyms]     [k] free_swap_cache
     0.15%     0.15%  pool-4-thread-1  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     0.15%     0.00%  swapper          [kernel.kallsyms]     [k] irq_exit_rcu
     0.15%     0.00%  swapper          [kernel.kallsyms]     [k] __softirqentry_text_start
     0.15%     0.02%  kcompactd1       [kernel.kallsyms]     [k] try_to_migrate_one
     0.14%     0.14%  kworker/u98:1-f  [kernel.kallsyms]     [k] mpage_process_page_bufs
     0.14%     0.00%  kcompactd1       [kernel.kallsyms]     [k] buffer_migrate_page
     0.14%     0.13%  pool-4-thread-1  [kernel.kallsyms]     [k] crc32c_pcl_intel_update
     0.13%     0.07%  pool-4-thread-1  [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.13%     0.13%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_es_lookup_extent
     0.13%     0.10%  pool-4-thread-1  [kernel.kallsyms]     [k] __es_insert_extent
     0.13%     0.13%  kworker/u98:1-f  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     0.13%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] ___slab_alloc
     0.13%     0.02%  pool-4-thread-1  [kernel.kallsyms]     [k] truncate_exceptional_pvec_entries.part.0
     0.13%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] __submit_bio
     0.13%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] submit_bio
     0.13%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] submit_bio_noacct
     0.13%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] blk_mq_submit_bio
     0.12%     0.00%  kcompactd0       [kernel.kallsyms]     [k] move_to_new_page
     0.12%     0.12%  pool-4-thread-1  [kernel.kallsyms]     [k] __mod_node_page_state
     0.12%     0.01%  java             [kernel.kallsyms]     [k] lock_page_lruvec_irqsave
     0.12%     0.04%  pool-4-thread-1  [kernel.kallsyms]     [k] free_unref_page
     0.12%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] pagevec_lookup_range
     0.12%     0.09%  kworker/u98:1-f  [kernel.kallsyms]     [k] find_get_pages_range_tag
     0.12%     0.00%  kworker/u98:1-f  [kernel.kallsyms]     [k] pagevec_lookup_range_tag
     0.12%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] try_to_migrate
     0.12%     0.09%  kworker/u98:1-f  [kernel.kallsyms]     [k] find_get_pages_range
     0.12%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.12%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.12%     0.02%  java             [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.12%     0.00%  swapper          [kernel.kallsyms]     [k] run_rebalance_domains
     0.12%     0.00%  kcompactd0       [kernel.kallsyms]     [k] migrate_page
     0.12%     0.11%  kcompactd0       [kernel.kallsyms]     [k] clear_page_erms
     0.12%     0.01%  Readahead Threa  [kernel.kallsyms]     [k] free_unref_page_list
     0.11%     0.03%  pool-4-thread-1  [kernel.kallsyms]     [k] new_slab
     0.11%     0.04%  pool-4-thread-1  [kernel.kallsyms]     [k] numa_migrate_prep
     0.11%     0.10%  pool-4-thread-1  [kernel.kallsyms]     [k] page_mapping
     0.11%     0.07%  pool-4-thread-1  [kernel.kallsyms]     [k] __count_memcg_events
     0.10%     0.00%  swapper          [kernel.kallsyms]     [k] _nohz_idle_balance.constprop.0.isra.0
     0.10%     0.01%  kcompactd1       [kernel.kallsyms]     [k] migrate_page_copy
     0.10%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.10%     0.07%  kworker/u98:1-f  [kernel.kallsyms]     [k] fscrypt_mergeable_bio_bh
     0.10%     0.00%  swapper          [kernel.kallsyms]     [k] rebalance_domains
     0.10%     0.02%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_da_reserve_space
     0.10%     0.10%  Thread-5         [kernel.kallsyms]     [k] xas_load
