# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 12132403614625
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    31.97%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    31.97%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    31.96%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
    31.82%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    31.82%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    31.65%    29.85%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    30.39%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    21.59%     0.16%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    20.37%     0.33%  java             [kernel.kallsyms]  [k] exc_page_fault
    18.02%     0.22%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    13.06%     0.63%  java             [kernel.kallsyms]  [k] handle_mm_fault
    11.34%     2.95%  java             [kernel.kallsyms]  [k] __handle_mm_fault
     9.75%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     9.75%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
     7.84%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     6.78%     0.07%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     6.36%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     5.91%     0.25%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     5.29%     0.87%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     4.74%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     4.74%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     4.74%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     4.74%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     4.74%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     4.74%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     4.74%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     4.73%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     4.73%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     4.73%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     4.73%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     4.73%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     4.73%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     4.72%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     4.63%     4.56%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     4.51%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     4.51%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     4.43%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
     4.43%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     4.21%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     4.21%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     4.21%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     4.21%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     4.21%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     4.21%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     4.21%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     4.13%     0.12%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     3.82%     3.79%  java             [kernel.kallsyms]  [k] down_read_trylock
     3.70%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     3.69%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     3.60%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     3.58%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
