# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3605802439522
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    48.22%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    48.17%     0.05%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    36.27%     0.03%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    36.01%     0.08%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    35.66%     0.13%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    35.45%     0.51%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    25.32%     0.16%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    24.80%    23.97%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    24.53%     0.06%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    22.38%     0.33%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    22.29%     0.08%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    22.21%     0.11%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    21.94%     0.58%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    19.36%     0.43%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    18.94%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    18.00%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    16.98%     0.09%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    16.76%     0.61%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    12.42%     0.57%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.28%     0.11%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    10.83%     0.19%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.74%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.67%     0.08%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.57%     0.02%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.52%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.83%     0.08%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     6.30%     0.04%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     5.76%     0.73%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.15%     0.37%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     5.06%     0.42%  Executor task l  [kernel.kallsyms]                    [k] __add_to_page_cache_locked
     4.84%     0.55%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     4.57%     0.03%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     4.37%     0.02%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     4.33%     0.31%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
