# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles'
# Event count (approx.): 1381279468481
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
     3.00%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.00%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_futex
     2.99%     0.00%  postgres         [kernel.kallsyms]  [k] do_futex
     2.99%     2.62%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock
     2.78%     0.86%  postgres         [kernel.kallsyms]  [k] futex_wait
     2.08%     0.01%  postgres         [kernel.kallsyms]  [k] asm_exc_page_fault
     2.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compact_zone
     2.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kcompactd
     2.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kthread
     2.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] proactive_compact_node
     2.01%     0.00%  kcompactd0       [kernel.kallsyms]  [k] ret_from_fork
     1.99%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_pages
     1.99%     0.00%  postgres         [kernel.kallsyms]  [k] exc_page_fault
     1.98%     0.00%  postgres         [kernel.kallsyms]  [k] do_user_addr_fault
     1.98%     0.00%  postgres         [kernel.kallsyms]  [k] free_pgtables
     1.96%     0.01%  postgres         [kernel.kallsyms]  [k] handle_mm_fault
     1.95%     0.07%  postgres         [kernel.kallsyms]  [k] free_pgd_range
     1.88%     0.33%  postgres         [kernel.kallsyms]  [k] ___pte_free_tlb
     1.57%     0.01%  postgres         [kernel.kallsyms]  [k] __handle_mm_fault
     1.57%     1.53%  postgres         [kernel.kallsyms]  [k] lock_page_memcg
     1.56%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk
     1.54%     0.04%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk_file
     1.50%     0.02%  postgres         [kernel.kallsyms]  [k] tlb_remove_page
     1.46%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_pwrite64
     1.44%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_buffered_write_iter
     1.44%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_file_write_iter
     1.44%     0.00%  postgres         [kernel.kallsyms]  [k] new_sync_write
     1.44%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_write
     1.43%     0.00%  postgres         [kernel.kallsyms]  [k] generic_perform_write
     1.39%     0.19%  postgres         [kernel.kallsyms]  [k] free_unref_page_list
     1.26%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_da_write_begin
     1.23%     0.02%  postgres         [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     1.22%     0.01%  postgres         [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     1.20%     0.17%  postgres         [kernel.kallsyms]  [k] free_pcppages_bulk
     1.20%     0.02%  postgres         [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     1.19%     0.00%  swapper          [kernel.kallsyms]  [k] schedule_idle
     1.19%     0.04%  postgres         [kernel.kallsyms]  [k] pagecache_get_page
     1.18%     0.02%  swapper          [kernel.kallsyms]  [k] __schedule
     1.15%     0.00%  postgres         [kernel.kallsyms]  [k] grab_cache_page_write_begin
     1.15%     1.11%  postgres         [kernel.kallsyms]  [k] switch_fpu_return
     1.14%     1.14%  swapper          [kernel.kallsyms]  [k] psi_group_change
     1.13%     0.00%  swapper          [kernel.kallsyms]  [k] psi_task_switch
     1.12%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate
     1.11%     0.95%  postgres         [kernel.kallsyms]  [k] schedule
     1.11%     0.02%  postgres         [kernel.kallsyms]  [k] __alloc_pages
     1.09%     0.02%  postgres         [kernel.kallsyms]  [k] get_page_from_freelist
     1.08%     0.07%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate_one
     1.07%     1.06%  postgres         [kernel.kallsyms]  [k] task_numa_fault
     1.07%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_pages
     1.07%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     1.06%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     1.05%     0.01%  postgres         [kernel.kallsyms]  [k] futex_wait_queue_me
     1.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sys_recvfrom
     1.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_recvfrom
     1.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_recvmsg
     1.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_recvmsg
     1.05%     1.01%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_read_generic
     0.96%     0.92%  postgres         [kernel.kallsyms]  [k] __sys_recvfrom
     0.93%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sys_sendto
     0.93%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_sendto
     0.93%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_sendmsg
     0.93%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_sendmsg
     0.90%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __alloc_skb
     0.90%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] alloc_skb_with_frags
     0.90%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_alloc_send_pskb
     0.88%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.88%     0.88%  postgres         [kernel.kallsyms]  [k] clear_page_erms
     0.88%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] obj_cgroup_charge
     0.87%     0.02%  postgres         [kernel.kallsyms]  [k] hrtimer_interrupt
     0.87%     0.00%  postgres         [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.86%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] try_charge_memcg
     0.86%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] obj_cgroup_charge_pages
     0.86%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] page_counter_uncharge
     0.86%     0.86%  tclsh8.6         [kernel.kallsyms]  [k] page_counter_cancel
     0.86%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] drain_stock
     0.86%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] refill_stock
     0.85%     0.84%  postgres         [kernel.kallsyms]  [k] futex_wait_setup
     0.85%     0.00%  postgres         [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.85%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] do_sys_poll
     0.85%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_poll
     0.85%     0.02%  postgres         [kernel.kallsyms]  [k] update_process_times
     0.85%     0.00%  postgres         [kernel.kallsyms]  [k] tick_sched_timer
     0.84%     0.02%  tclsh8.6         [kernel.kallsyms]  [k] schedule
     0.83%     0.00%  postgres         [kernel.kallsyms]  [k] tick_sched_handle
     0.82%     0.75%  postgres         [kernel.kallsyms]  [k] free_swap_cache
     0.82%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] __schedule
     0.81%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.81%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.81%     0.81%  migration/9      [kernel.kallsyms]  [k] stop_machine_yield
     0.81%     0.00%  migration/9      [kernel.kallsyms]  [k] cpu_stopper_thread
     0.81%     0.00%  migration/9      [kernel.kallsyms]  [k] kthread
     0.81%     0.00%  migration/9      [kernel.kallsyms]  [k] multi_cpu_stop
     0.81%     0.00%  migration/9      [kernel.kallsyms]  [k] ret_from_fork
     0.81%     0.00%  migration/9      [kernel.kallsyms]  [k] smpboot_thread_fn
     0.80%     0.66%  postgres         [kernel.kallsyms]  [k] mark_page_accessed
     0.80%     0.78%  postgres         [kernel.kallsyms]  [k] __free_one_page
     0.79%     0.77%  kcompactd0       [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.78%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] pick_next_task_fair
     0.78%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] load_balance
     0.78%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] newidle_balance
     0.75%     0.75%  tclsh8.6         [kernel.kallsyms]  [k] enqueue_entity
     0.75%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] enqueue_task
     0.75%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] enqueue_task_fair
     0.75%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_read
     0.75%     0.00%  postgres         [kernel.kallsyms]  [k] ksys_read
     0.74%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] activate_task
     0.74%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] attach_task
     0.71%     0.71%  postgres         [kernel.kallsyms]  [k] rcu_sched_clock_irq
     0.62%     0.62%  postgres         [kernel.kallsyms]  [k] copy_page_to_iter
     0.57%     0.56%  postgres         [kernel.kallsyms]  [k] vm_normal_page
     0.49%     0.00%  postgres         [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.49%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.46%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     0.46%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     0.46%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     0.46%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     0.46%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     0.40%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_statx
     0.38%     0.38%  postgres         [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.38%     0.38%  postgres         [kernel.kallsyms]  [k] pmd_pfn
     0.38%     0.30%  postgres         [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.37%     0.05%  kcompactd0       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.37%     0.00%  kcompactd0       [kernel.kallsyms]  [k] ptep_clear_flush
     0.36%     0.00%  kcompactd0       [kernel.kallsyms]  [k] remove_migration_pte
     0.33%     0.24%  postgres         [kernel.kallsyms]  [k] unlock_page_memcg
     0.33%     0.12%  postgres         [kernel.kallsyms]  [k] set_page_dirty
     0.32%     0.02%  kcompactd0       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.30%     0.25%  postgres         [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.28%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page
     0.28%     0.00%  kcompactd0       [kernel.kallsyms]  [k] move_to_new_page
     0.28%     0.00%  kcompactd0       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.26%     0.24%  kcompactd0       [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.24%     0.00%  postgres         [kernel.kallsyms]  [k] user_path_at_empty
     0.23%     0.02%  postgres         [kernel.kallsyms]  [k] try_to_wake_up
     0.23%     0.23%  kcompactd0       [kernel.kallsyms]  [k] copy_page
     0.21%     0.02%  postgres         [kernel.kallsyms]  [k] futex_wake
     0.19%     0.19%  postgres         [kernel.kallsyms]  [k] page_mapping
     0.19%     0.02%  postgres         [kernel.kallsyms]  [k] filename_lookup
     0.17%     0.04%  postgres         [kernel.kallsyms]  [k] rmqueue_bulk
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] walk_component
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] path_lookupat
     0.17%     0.03%  postgres         [kernel.kallsyms]  [k] __schedule
     0.16%     0.01%  postgres         [kernel.kallsyms]  [k] lookup_fast
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] __softirqentry_text_start
     0.16%     0.16%  postgres         [kernel.kallsyms]  [k] __d_lookup_rcu
     0.16%     0.01%  postgres         [kernel.kallsyms]  [k] vfs_getattr_nosec
     0.15%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] _raw_spin_lock
     0.15%     0.10%  postgres         [kernel.kallsyms]  [k] PageHuge
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] irq_exit_rcu
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] wake_up_q
     0.14%     0.04%  postgres         [kernel.kallsyms]  [k] lru_add_drain_cpu
     0.14%     0.00%  postgres         [kernel.kallsyms]  [k] lru_add_drain
     0.14%     0.04%  postgres         [kernel.kallsyms]  [k] ext4_file_getattr
     0.14%     0.14%  kcompactd0       [kernel.kallsyms]  [k] _raw_spin_lock
     0.14%     0.14%  tclsh8.6         [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.14%     0.01%  postgres         [kernel.kallsyms]  [k] __sys_sendto
     0.14%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_sendto
     0.14%     0.01%  postgres         [kernel.kallsyms]  [k] filemap_map_pages
     0.14%     0.14%  swapper          [unknown]          [.] 0000000000000000
     0.13%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_futex
     0.13%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_futex
     0.13%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_exc_page_fault
     0.13%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_user_addr_fault
     0.13%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] exc_page_fault
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] sock_sendmsg
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] read_pages
     0.12%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compaction_alloc
     0.12%     0.00%  kcompactd0       [kernel.kallsyms]  [k] post_alloc_hook
     0.12%     0.00%  kcompactd0       [kernel.kallsyms]  [k] split_map_pages
     0.12%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] futex_wait
     0.11%     0.05%  postgres         [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] ttwu_do_activate
     0.11%     0.02%  postgres         [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_readahead
     0.11%     0.01%  postgres         [kernel.kallsyms]  [k] unix_stream_sendmsg
     0.11%     0.02%  postgres         [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] futex_wait_setup
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] enqueue_task
     0.10%     0.07%  postgres         [kernel.kallsyms]  [k] update_blocked_averages
     0.10%     0.09%  postgres         [kernel.kallsyms]  [k] ext4_getattr
     0.10%     0.10%  postgres         [kernel.kallsyms]  [k] next_uptodate_page
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] run_rebalance_domains
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_common
     0.10%     0.10%  postgres         [unknown]          [.] 0000000000000000
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] handle_mm_fault
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_block_write_begin
     0.10%     0.10%  postgres         [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __handle_mm_fault
     0.10%     0.10%  kcompactd0       [kernel.kallsyms]  [k] clear_page_erms
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_openat
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] do_sys_openat2
     0.09%     0.02%  postgres         [kernel.kallsyms]  [k] workingset_activation
     0.09%     0.05%  postgres         [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] __mod_lruvec_state
     0.08%     0.04%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.08%     0.05%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] newidle_balance
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] pick_next_task_fair
     0.08%     0.02%  postgres         [kernel.kallsyms]  [k] kmem_cache_alloc
     0.08%     0.07%  swapper          [kernel.kallsyms]  [k] poll_idle
     0.08%     0.07%  postgres         [kernel.kallsyms]  [k] xas_load
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] getname_flags.part.0
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_common_lock
     0.07%     0.02%  postgres         [kernel.kallsyms]  [k] __activate_page
     0.07%     0.05%  postgres         [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.07%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.07%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.07%     0.07%  postgres         [kernel.kallsyms]  [k] workingset_age_nonresident
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] migrate_pages
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] migrate_misplaced_page
     0.07%     0.01%  postgres         [kernel.kallsyms]  [k] sock_def_readable
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] __sysvec_call_function_single
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_call_function_single
     0.07%     0.02%  postgres         [kernel.kallsyms]  [k] psi_task_change
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_map_blocks
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] migrate_misplaced_page
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] migrate_pages
     0.07%     0.06%  postgres         [kernel.kallsyms]  [k] security_inode_getattr
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_finish_mmu
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] __common_interrupt
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] asm_common_interrupt
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] bio_endio
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] blk_mq_end_request
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] blk_update_request
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] common_interrupt
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] handle_edge_irq
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] handle_irq_event
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] nvme_complete_rq
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] nvme_irq
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] nvme_process_cq
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.06%     0.01%  postgres         [kernel.kallsyms]  [k] load_balance
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_sync_key
     0.06%     0.03%  postgres         [kernel.kallsyms]  [k] generic_write_end
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_da_write_end
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_buffer_head
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_page_buffers
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] create_empty_buffers
     0.06%     0.03%  postgres         [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.06%     0.01%  postgres         [kernel.kallsyms]  [k] task_work_run
     0.06%     0.01%  postgres         [kernel.kallsyms]  [k] enqueue_task_fair
     0.06%     0.01%  postgres         [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.06%     0.06%  postgres         [kernel.kallsyms]  [k] psi_group_change
     0.06%     0.01%  postgres         [kernel.kallsyms]  [k] filemap_get_read_batch
     0.06%     0.01%  postgres         [kernel.kallsyms]  [k] ext4_ext_map_blocks
     0.05%     0.05%  kcompactd0       [kernel.kallsyms]  [k] vma_interval_tree_subtree_search
     0.05%     0.00%  kcompactd0       [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.05%     0.02%  postgres         [kernel.kallsyms]  [k] mod_lruvec_page_state.constprop.0
     0.05%     0.02%  tclsh8.6         [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.05%     0.02%  postgres         [kernel.kallsyms]  [k] enqueue_entity
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] dequeue_task
     0.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_locked_key_bookmark
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] wake_page_function
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] wake_up_page_bit
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] wake_up_state
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] irqentry_exit
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] __page_cache_alloc
     0.05%     0.02%  postgres         [kernel.kallsyms]  [k] select_task_rq_fair
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] getname_flags
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] scheduler_tick
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] unlock_page
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] kfree
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] io_schedule
     0.05%     0.00%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_from_idle
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] rcu_core
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] rcu_core_si
     0.05%     0.00%  swapper          [kernel.kallsyms]  [k] __softirqentry_text_start
     0.05%     0.00%  swapper          [kernel.kallsyms]  [k] irq_exit_rcu
     0.05%     0.02%  postgres         [kernel.kallsyms]  [k] update_load_avg
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_common_interrupt
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] common_interrupt
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] sock_alloc_send_pskb
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] __read_end_io
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] mpage_end_io
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] dequeue_task_fair
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] do_wp_page
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] change_prot_numa
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] task_numa_work
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_find_extent
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sysvec_call_function
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sysvec_call_function
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] __mark_inode_dirty
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_dirty_inode
     0.04%     0.04%  postgres         [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.04%     0.01%  postgres         [kernel.kallsyms]  [k] __alloc_skb
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_skb_with_frags
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] default_wake_function
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] pollwake
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_da_get_block_prep
     0.04%     0.00%  swapper          [kernel.kallsyms]  [k] run_rebalance_domains
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] wp_page_copy
     0.04%     0.00%  postgres         [kernel.kallsyms]  [k] dequeue_entity
     0.04%     0.01%  postgres         [kernel.kallsyms]  [k] get_futex_key
