# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 452K of event 'cycles'
# Event count (approx.): 7357543495890
#
# Children      Self  Command          Shared Object             Symbol                                             
# ........  ........  ...............  ........................  ...................................................
#
     2.48%     0.00%  kswapd0          [kernel.kallsyms]         [k] kthread
     2.48%     0.00%  kswapd0          [kernel.kallsyms]         [k] ret_from_fork
     2.48%     0.00%  kswapd0          [kernel.kallsyms]         [k] kswapd
     2.48%     0.00%  kswapd0          [kernel.kallsyms]         [k] balance_pgdat
     2.46%     0.07%  localfetcher#1   [kernel.kallsyms]         [k] __alloc_pages
     2.44%     1.96%  pool-4-thread-1  [kernel.kallsyms]         [k] __add_to_page_cache_locked
     2.36%     0.23%  localfetcher#1   [kernel.kallsyms]         [k] get_page_from_freelist
     2.32%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] __x64_sys_write
     2.32%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] ksys_write
     2.32%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] vfs_write
     2.32%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] new_sync_write
     2.32%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_file_write_iter
     2.32%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_buffered_write_iter
     2.32%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] generic_perform_write
     2.30%     0.00%  kswapd0          [kernel.kallsyms]         [k] shrink_node
     2.22%     0.03%  InMemoryMerger   [kernel.kallsyms]         [k] pagecache_get_page
     2.20%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] grab_cache_page_write_begin
     2.10%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] __x64_sys_read
     2.10%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ksys_read
     2.10%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] vfs_read
     2.10%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_file_read_iter
     2.10%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] new_sync_read
     2.10%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] generic_file_read_iter
     2.09%     0.03%  pool-4-thread-1  [kernel.kallsyms]         [k] filemap_read
     2.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] shrink_lruvec
     2.00%     0.02%  kswapd0          [kernel.kallsyms]         [k] evict_pages
     2.00%     0.00%  kswapd1          [kernel.kallsyms]         [k] kswapd
     2.00%     0.00%  kswapd1          [kernel.kallsyms]         [k] kthread
     2.00%     0.00%  kswapd1          [kernel.kallsyms]         [k] ret_from_fork
     2.00%     0.00%  kswapd1          [kernel.kallsyms]         [k] balance_pgdat
     2.00%     0.00%  kswapd1          [kernel.kallsyms]         [k] shrink_node
     1.84%     1.83%  pool-4-thread-1  [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     1.80%     0.00%  kswapd1          [kernel.kallsyms]         [k] shrink_lruvec
     1.79%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] __x64_sys_read
     1.79%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] ksys_read
     1.79%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] vfs_read
     1.79%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] new_sync_read
     1.79%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_file_read_iter
     1.79%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] filemap_read
     1.79%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] generic_file_read_iter
     1.78%     0.00%  kswapd1          [kernel.kallsyms]         [k] evict_pages
     1.78%     1.76%  localfetcher#1   [kernel.kallsyms]         [k] clear_page_erms
     1.75%     1.73%  LocalJobRunner   [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     1.67%     0.02%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_da_write_end
     1.62%     0.03%  pool-4-thread-1  [kernel.kallsyms]         [k] generic_write_end
     1.48%     0.14%  localfetcher#1   [kernel.kallsyms]         [k] add_to_page_cache_lru
     1.38%     0.10%  kswapd0          [kernel.kallsyms]         [k] shrink_page_list
     1.36%     0.13%  kswapd1          [kernel.kallsyms]         [k] shrink_page_list
     1.32%     0.01%  localfetcher#1   [kernel.kallsyms]         [k] alloc_pages
     1.32%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] filemap_get_pages
     1.31%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] __page_cache_alloc
     1.30%     1.30%  java             [kernel.kallsyms]         [k] up_read
     1.30%     0.02%  pool-4-thread-1  [kernel.kallsyms]         [k] alloc_pages
     1.29%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] ondemand_readahead
     1.29%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] page_cache_async_ra
     1.29%     0.13%  InMemoryMerger   [kernel.kallsyms]         [k] add_to_page_cache_lru
     1.29%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] page_cache_ra_unbounded
     1.29%     1.27%  java             [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     1.29%     0.06%  pool-4-thread-1  [kernel.kallsyms]         [k] __alloc_pages
     1.28%     0.04%  pool-4-thread-1  [kernel.kallsyms]         [k] __mark_inode_dirty
     1.24%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_dirty_inode
     1.22%     1.22%  swapper          [unknown]                 [.] 0000000000000000
     1.21%     0.22%  pool-4-thread-1  [kernel.kallsyms]         [k] get_page_from_freelist
     1.18%     0.01%  java             [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     1.17%     0.02%  localfetcher#1   [kernel.kallsyms]         [k] alloc_pages_vma
     1.17%     0.02%  java             [kernel.kallsyms]         [k] __alloc_pages
     1.16%     0.02%  java             [kernel.kallsyms]         [k] do_syscall_64
     1.13%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_da_write_begin
     1.10%     0.24%  java             [kernel.kallsyms]         [k] _raw_spin_lock
     1.09%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] asm_sysvec_apic_timer_interrupt
     1.08%     0.06%  java             [kernel.kallsyms]         [k] migrate_misplaced_page
     1.08%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     1.07%     0.75%  localfetcher#1   [kernel.kallsyms]         [k] __add_to_page_cache_locked
     1.05%     0.01%  java             [kernel.kallsyms]         [k] alloc_pages_vma
     1.03%     0.03%  InMemoryMerger   [kernel.kallsyms]         [k] ext4_da_write_end
     1.01%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] exit_to_user_mode_prepare
     0.99%     0.04%  InMemoryMerger   [kernel.kallsyms]         [k] generic_write_end
     0.98%     0.77%  InMemoryMerger   [kernel.kallsyms]         [k] __add_to_page_cache_locked
     0.97%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] irqentry_exit
     0.97%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] irqentry_exit_to_user_mode
     0.97%     0.10%  localfetcher#1   [kernel.kallsyms]         [k] __mem_cgroup_charge
     0.96%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] kthread
     0.96%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ret_from_fork
     0.96%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] worker_thread
     0.96%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] process_one_work
     0.96%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_end_io_rsv_work
     0.95%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] task_work_run
     0.95%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] task_numa_work
     0.95%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] change_prot_numa
     0.95%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_release_io_end
     0.94%     0.16%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_finish_bio
     0.92%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] grab_cache_page_write_begin
     0.91%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] pagecache_get_page
     0.90%     0.07%  java             [kernel.kallsyms]         [k] exit_to_user_mode_prepare
     0.88%     0.03%  InMemoryMerger   [kernel.kallsyms]         [k] __alloc_pages
     0.88%     0.09%  java             [kernel.kallsyms]         [k] migrate_pages
     0.87%     0.00%  java             [kernel.kallsyms]         [k] asm_sysvec_apic_timer_interrupt
     0.86%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] alloc_pages
     0.85%     0.83%  LocalJobRunner   [kernel.kallsyms]         [k] change_protection
     0.85%     0.01%  java             [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     0.85%     0.84%  java             [kernel.kallsyms]         [k] sync_regs
     0.82%     0.11%  InMemoryMerger   [kernel.kallsyms]         [k] get_page_from_freelist
     0.82%     0.81%  InMemoryMerger   [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     0.80%     0.01%  java             [kernel.kallsyms]         [k] find_vma
     0.79%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] asm_exc_page_fault
     0.79%     0.78%  java             [kernel.kallsyms]         [k] vmacache_find
     0.77%     0.03%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_block_write_begin
     0.75%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] kthread
     0.75%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] ret_from_fork
     0.75%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] worker_thread
     0.75%     0.09%  java             [kernel.kallsyms]         [k] get_page_from_freelist
     0.75%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] process_one_work
     0.75%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] wb_workfn
     0.75%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] wb_writeback
     0.74%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] __writeback_inodes_wb
     0.74%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] writeback_sb_inodes
     0.74%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] __writeback_single_inode
     0.74%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] do_writepages
     0.74%     0.05%  kworker/u97:13-  [kernel.kallsyms]         [k] ext4_writepages
     0.73%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] exc_page_fault
     0.71%     0.02%  InMemoryMerger   [kernel.kallsyms]         [k] __mark_inode_dirty
     0.69%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] do_user_addr_fault
     0.69%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] ext4_dirty_inode
     0.68%     0.31%  localfetcher#1   [kernel.kallsyms]         [k] charge_memcg
     0.66%     0.65%  pool-4-thread-1  [kernel.kallsyms]         [k] clear_page_erms
     0.65%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] handle_mm_fault
     0.65%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] asm_exc_page_fault
     0.64%     0.00%  kcompactd0       [kernel.kallsyms]         [k] kcompactd
     0.64%     0.00%  kcompactd0       [kernel.kallsyms]         [k] kthread
     0.64%     0.00%  kcompactd0       [kernel.kallsyms]         [k] ret_from_fork
     0.64%     0.00%  kcompactd0       [kernel.kallsyms]         [k] compact_zone
     0.64%     0.00%  kcompactd0       [kernel.kallsyms]         [k] proactive_compact_node
     0.64%     0.03%  kworker/u96:0-e  [kernel.kallsyms]         [k] end_page_writeback
     0.61%     0.01%  kcompactd0       [kernel.kallsyms]         [k] migrate_pages
     0.58%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] __ext4_mark_inode_dirty
     0.58%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] kthread
     0.58%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] process_one_work
     0.58%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] ret_from_fork
     0.58%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] worker_thread
     0.58%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] wb_workfn
     0.58%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] wb_writeback
     0.58%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] __writeback_inodes_wb
     0.58%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] __writeback_single_inode
     0.58%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] do_writepages
     0.58%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] writeback_sb_inodes
     0.57%     0.03%  kworker/u98:3-w  [kernel.kallsyms]         [k] ext4_writepages
     0.57%     0.07%  LocalJobRunner   [kernel.kallsyms]         [k] add_to_page_cache_lru
     0.56%     0.11%  InMemoryMerger   [kernel.kallsyms]         [k] __handle_mm_fault
     0.56%     0.01%  java             [kernel.kallsyms]         [k] __x64_sys_sched_yield
     0.55%     0.05%  localfetcher#1   [kernel.kallsyms]         [k] lru_cache_add
     0.54%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] exc_page_fault
     0.53%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] __alloc_pages
     0.53%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] alloc_pages
     0.53%     0.53%  java             [kernel.kallsyms]         [k] clear_page_erms
     0.53%     0.02%  java             [kernel.kallsyms]         [k] do_sched_yield
     0.52%     0.52%  InMemoryMerger   [kernel.kallsyms]         [k] clear_page_erms
     0.52%     0.14%  kworker/u96:0-e  [kernel.kallsyms]         [k] test_clear_page_writeback
     0.51%     0.00%  java             [kernel.kallsyms]         [k] syscall_exit_to_user_mode
     0.51%     0.01%  java             [kernel.kallsyms]         [k] schedule
     0.51%     0.02%  pool-4-thread-1  [kernel.kallsyms]         [k] do_user_addr_fault
     0.51%     0.01%  java             [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.50%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] get_page_from_freelist
     0.50%     0.09%  localfetcher#1   [kernel.kallsyms]         [k] __pagevec_lru_add
     0.49%     0.01%  java             [kernel.kallsyms]         [k] hrtimer_interrupt
     0.48%     0.00%  java             [kernel.kallsyms]         [k] __alloc_pages_slowpath.constprop.0
     0.48%     0.11%  java             [kernel.kallsyms]         [k] __schedule
     0.47%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_da_write_end
     0.47%     0.06%  kswapd1          [kernel.kallsyms]         [k] __remove_mapping
     0.47%     0.36%  kswapd0          [kernel.kallsyms]         [k] isolate_pages
     0.47%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] generic_write_end
     0.47%     0.00%  kcompactd1       [kernel.kallsyms]         [k] kcompactd
     0.47%     0.00%  kcompactd1       [kernel.kallsyms]         [k] kthread
     0.47%     0.00%  kcompactd1       [kernel.kallsyms]         [k] ret_from_fork
     0.46%     0.00%  kcompactd1       [kernel.kallsyms]         [k] proactive_compact_node
     0.46%     0.00%  kcompactd1       [kernel.kallsyms]         [k] compact_zone
     0.46%     0.02%  pool-4-thread-1  [kernel.kallsyms]         [k] handle_mm_fault
     0.45%     0.01%  pool-4-thread-1  [kernel.kallsyms]         [k] __ext4_journal_start_sb
     0.44%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] __x64_sys_futex
     0.44%     0.02%  InMemoryMerger   [kernel.kallsyms]         [k] ext4_block_write_begin
     0.43%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] do_futex
     0.43%     0.43%  localfetcher#1   [kernel.kallsyms]         [k] native_irq_return_iret
     0.43%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] __do_munmap
     0.43%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] __x64_sys_munmap
     0.43%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] __vm_munmap
     0.43%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] unmap_region
     0.43%     0.00%  kcompactd1       [kernel.kallsyms]         [k] migrate_pages
     0.42%     0.00%  java             [kernel.kallsyms]         [k] arch_do_signal_or_restart
     0.42%     0.00%  java             [kernel.kallsyms]         [k] get_signal
     0.42%     0.00%  java             [kernel.kallsyms]         [k] do_exit
     0.42%     0.00%  java             [kernel.kallsyms]         [k] do_group_exit
     0.42%     0.08%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_da_get_block_prep
     0.42%     0.00%  java             [kernel.kallsyms]         [k] exit_mmap
     0.42%     0.00%  java             [kernel.kallsyms]         [k] mmput
     0.42%     0.00%  java             [kernel.kallsyms]         [k] unmap_single_vma
     0.42%     0.00%  java             [kernel.kallsyms]         [k] unmap_vmas
     0.42%     0.07%  java             [kernel.kallsyms]         [k] unmap_page_range
     0.42%     0.01%  java             [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.41%     0.02%  pool-4-thread-1  [kernel.kallsyms]         [k] jbd2__journal_start
     0.41%     0.00%  kworker/u97:13-  [kernel.kallsyms]         [k] mpage_submit_page
     0.41%     0.27%  LocalJobRunner   [kernel.kallsyms]         [k] __add_to_page_cache_locked
     0.41%     0.01%  java             [kernel.kallsyms]         [k] irqentry_exit
     0.40%     0.01%  java             [kernel.kallsyms]         [k] irqentry_exit_to_user_mode
     0.39%     0.30%  java             [kernel.kallsyms]         [k] __count_memcg_events
     0.39%     0.00%  java             [kernel.kallsyms]         [k] do_try_to_free_pages
     0.39%     0.00%  java             [kernel.kallsyms]         [k] shrink_node
     0.39%     0.00%  java             [kernel.kallsyms]         [k] try_to_free_pages
     0.38%     0.00%  kswapd1          [kernel.kallsyms]         [k] try_to_release_page
     0.38%     0.00%  java             [kernel.kallsyms]         [k] shrink_lruvec
     0.38%     0.02%  kswapd1          [kernel.kallsyms]         [k] ext4_releasepage
     0.38%     0.04%  pool-4-thread-1  [kernel.kallsyms]         [k] lru_cache_add
     0.38%     0.05%  java             [kernel.kallsyms]         [k] __mem_cgroup_charge
     0.38%     0.05%  kswapd0          [kernel.kallsyms]         [k] __remove_mapping
     0.38%     0.00%  java             [kernel.kallsyms]         [k] evict_pages
     0.37%     0.10%  pool-4-thread-1  [kernel.kallsyms]         [k] __handle_mm_fault
     0.37%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] asm_exc_page_fault
     0.36%     0.27%  kswapd1          [kernel.kallsyms]         [k] isolate_pages
     0.36%     0.01%  kswapd1          [kernel.kallsyms]         [k] jbd2_journal_try_to_free_buffers
     0.36%     0.13%  pool-4-thread-1  [kernel.kallsyms]         [k] ext4_mark_iloc_dirty
     0.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]         [k] __page_cache_alloc
     0.35%     0.26%  java             [kernel.kallsyms]         [k] cgroup_rstat_updated
     0.35%     0.34%  LocalJobRunner   [kernel.kallsyms]         [k] clear_page_erms
     0.35%     0.00%  kworker/u98:3-w  [kernel.kallsyms]         [k] mpage_submit_page
     0.35%     0.00%  java             [kernel.kallsyms]         [k] tick_sched_timer
     0.34%     0.01%  InMemoryMerger   [kernel.kallsyms]         [k] __ext4_mark_inode_dirty
     0.34%     0.05%  pool-4-thread-1  [kernel.kallsyms]         [k] __block_commit_write.constprop.0.isra.0
     0.34%     0.09%  pool-4-thread-1  [kernel.kallsyms]         [k] __pagevec_lru_add
     0.34%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] exit_to_user_mode_prepare
     0.34%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] __mark_inode_dirty
     0.33%     0.06%  kworker/u97:13-  [kernel.kallsyms]         [k] ext4_bio_write_page
     0.33%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] task_work_run
     0.33%     0.33%  pool-4-thread-1  [kernel.kallsyms]         [k] __get_user_nocheck_1
     0.33%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] task_numa_work
     0.33%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] change_prot_numa
     0.33%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_dirty_inode
     0.33%     0.02%  java             [kernel.kallsyms]         [k] update_process_times
     0.32%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] filemap_get_pages
     0.32%     0.05%  kswapd1          [kernel.kallsyms]         [k] free_unref_page_list
     0.32%     0.00%  java             [kernel.kallsyms]         [k] tick_sched_handle
     0.32%     0.27%  localfetcher#1   [kernel.kallsyms]         [k] rmqueue_bulk
     0.32%     0.17%  java             [kernel.kallsyms]         [k] numa_migrate_prep
     0.30%     0.01%  java             [kernel.kallsyms]         [k] shrink_page_list
     0.30%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] exc_page_fault
     0.30%     0.29%  localfetcher#1   [kernel.kallsyms]         [k] change_protection
     0.30%     0.03%  java             [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.29%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] lru_cache_add_inactive_or_unevictable
     0.29%     0.27%  java             [kernel.kallsyms]         [k] task_numa_fault
     0.29%     0.04%  pool-4-thread-1  [kernel.kallsyms]         [k] mark_buffer_dirty
     0.28%     0.07%  localfetcher#1   [kernel.kallsyms]         [k] release_pages
     0.28%     0.00%  localfetcher#1   [kernel.kallsyms]         [k] tlb_finish_mmu
     0.28%     0.00%  java             [kernel.kallsyms]         [k] move_to_new_page
     0.28%     0.00%  java             [kernel.kallsyms]         [k] migrate_page
     0.28%     0.22%  localfetcher#1   [kernel.kallsyms]         [k] try_charge_memcg
     0.27%     0.00%  java             [kernel.kallsyms]         [k] tlb_flush_mmu
     0.27%     0.04%  pool-4-thread-1  [kernel.kallsyms]         [k] create_empty_buffers
     0.27%     0.00%  InMemoryMerger   [kernel.kallsyms]         [k] do_swap_page
     0.27%     0.00%  java             [kernel.kallsyms]         [k] rmap_walk
     0.26%     0.06%  kworker/u98:3-w  [kernel.kallsyms]         [k] ext4_bio_write_page
     0.26%     0.02%  kswapd1          [kernel.kallsyms]         [k] free_unref_page_commit.constprop.0
     0.26%     0.00%  java             [kernel.kallsyms]         [k] free_pages_and_swap_cache
     0.26%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] do_user_addr_fault
