# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 87K of event 'cycles'
# Event count (approx.): 1205267086608
#
# Children      Self  Command          Shared Object         Symbol                                                                                                      
# ........  ........  ...............  ....................  ............................................................................................................
#
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d39f0f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c80d42
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cb1685
     0.00%     0.00%  kworker/31:3-di  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c86099
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000017b29
     0.00%     0.00%  kworker/5:2-dio  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%     0.00%  kworker/5:2-dio  [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%     0.00%  kworker/5:2-dio  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d3871f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c4828c
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c89ca4
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9c594
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000252d6
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001afb9
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ea8d91
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9ffbb
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000254b9
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]     [k] _nohz_idle_balance.constprop.0.isra.0
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]     [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]     [k] update_blocked_averages
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]     [k] update_rq_clock
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccf854
     0.00%     0.00%  kworker/2:0-dio  [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001a673
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000a95247
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000de558a
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca001a
     0.00%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd              [.] hash_get_key_for_sp_head
     0.00%     0.00%  kworker/24:6-di  [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  kworker/24:6-di  [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  kworker/24:6-di  [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN7handler25update_global_table_statsEv
     0.00%     0.00%  irqbalance       libc-2.28.so          [.] __memchr_avx2
     0.00%     0.00%  kworker/27:1-di  [kernel.kallsyms]     [k] iomap_dio_complete
     0.00%     0.00%  kworker/27:1-di  [kernel.kallsyms]     [k] iomap_dio_complete_work
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d3b981
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] irq_fpu_usable
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN18st_select_lex_unit10init_queryEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c2f67e
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] flush_tlb_func
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000240ab
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000de560c
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN14Arg_comparator24cache_converted_constantEP3THDPP4ItemS4_PK12Type_handler
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN9my_var_sp3setEP3THDP4Item
     0.00%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] switch_mm_irqs_off
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __note_gp_changes
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] note_gp_changes
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] rcu_core
     0.00%     0.00%  kworker/31:3-di  [kernel.kallsyms]     [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca7432
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c45ccc
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]     [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]     [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]     [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]     [k] process_one_work
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]     [k] worker_thread
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccf2c1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d39fcd
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce3a18
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001a6c3
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK13Item_cond_and8functypeEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9b603
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] bio_release_pages.part.0
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] __common_interrupt
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] asm_common_interrupt
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] blk_mq_end_request
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] blk_update_request
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] common_interrupt
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] handle_edge_irq
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] handle_irq_event
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] iomap_dio_bio_end_io
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] nvme_irq
     0.00%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] nvme_process_cq
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN16Lex_input_stream17scan_ident_middleEP3THDP16Lex_ident_cli_stPPK15charset_info_stP13my_lex_states
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN12sp_instr_set9exec_coreEP3THDPj
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]     [k] set_next_entity
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] __es_insert_extent
     0.00%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] ext4_es_insert_extent
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] cpuset_cpus_allowed
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] __x64_sys_sched_setaffinity
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] sched_setaffinity
     0.00%     0.00%  mariadbd         mariadbd              [.] pthread_getspecific@plt
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] __fprop_inc_percpu_max
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d29949
     0.00%     0.00%  kworker/20:2-di  [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca0032
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c42cee
     0.00%     0.00%  kworker/23:7-di  [kernel.kallsyms]     [k] strscpy
     0.00%     0.00%  kworker/30:5-di  [kernel.kallsyms]     [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9e767
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d73470
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d4deb4
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK9Field_int23type_numeric_attributesEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f14f
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN10TABLE_LIST13is_active_sjmEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cb163a
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d297bb
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] ext4_ext_index_trans_blocks
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] ext4_meta_trans_blocks
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000983005
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000b9a03a
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c86291
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ea8ecf
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9d579
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] page_counter_uncharge
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] uncharge_batch
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d1baf5
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000023f35
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]     [k] __switch_to
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000260f0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da0acd
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cb2aab
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] __run_hrtimer
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] perf_event_task_tick
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] scheduler_tick
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] tick_sched_handle
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] tick_sched_timer
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] update_process_times
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] free_pcp_prepare
     0.00%     0.00%  kworker/18:6-di  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001a72c
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000704552
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN6LOGGER11log_commandEP3THD19enum_server_command
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c36571
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z16get_quick_selectP5PARAMjP7SEL_ARGjjP11st_mem_root
     0.00%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] is_cpu_allowed
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] strscpy
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] crc_64
     0.00%     0.00%  mariadbd         mariadbd              [.] lf_alloc_new
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d10c90
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d4e6f1
     0.00%     0.00%  kworker/28:1-di  [kernel.kallsyms]     [k] kmem_cache_free
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d70b7a
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] process_one_work
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]     [k] worker_thread
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d0756a
     0.00%     0.00%  kworker/22:1-di  [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d92c11
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1625
     0.00%     0.00%  mariadbd         mariadbd              [.] decimal_bin_size
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f8bd
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca3f2e
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d70d53
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] ext4_update_bh_state
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN12Item_func_eq7val_intEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca0e99
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d775b2
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001778d
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] update_sd_pick_busiest
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] acct_account_cputime
     0.00%     0.00%  kworker/27:1-di  [kernel.kallsyms]     [k] llist_add_batch
     0.00%     0.00%  kworker/27:1-di  [kernel.kallsyms]     [k] __smp_call_single_queue
     0.00%     0.00%  kworker/27:1-di  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7f76c
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]     [k] cpuacct_charge
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]     [k] __list_del_entry_valid
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]     [k] kmem_cache_free
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce7fa4
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] propagate_entity_cfs_rq
     0.00%     0.00%  kworker/27:2     [kernel.kallsyms]     [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z20mysql_prepare_updateP3THDP10TABLE_LISTPP4ItemjP8st_order
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] wait_for_completion_io_timeout
     0.00%     0.00%  kworker/1:1-dio  [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d79d83
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7a2c6
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]     [k] ext4_ext_try_to_merge
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d4cd34
     0.00%     0.00%  kworker/21:1     [kernel.kallsyms]     [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca027f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cacf9e
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] Tcl_ListObjIndex
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d0992e
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001a642
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9fae4
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c80952
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca30ce
     0.00%     0.00%  mariadbd         [vdso]                [.] 0x0000000000000791
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z13handle_selectP3THDP3LEXP13select_resultm
     0.00%     0.00%  kworker/18:6-di  [kernel.kallsyms]     [k] select_idle_sibling
     0.00%     0.00%  kworker/18:6-di  [kernel.kallsyms]     [k] __wake_up_common
     0.00%     0.00%  kworker/18:6-di  [kernel.kallsyms]     [k] autoremove_wake_function
     0.00%     0.00%  kworker/18:6-di  [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%     0.00%  kworker/18:6-di  [kernel.kallsyms]     [k] try_to_wake_up
     0.00%     0.00%  mariadbd         [vdso]                [.] 0x0000000000000841
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cad2c1
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] fput
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd1b48
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000982ed5
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca0521
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK12Item_splocal9this_itemEv
     0.00%     0.00%  kworker/10:3-di  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c8ed51
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d92021
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7259f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f412
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] cpuacct_charge
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] __es_insert_extent
     0.00%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] ext4_es_insert_extent
     0.00%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] ext4_map_blocks
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d70608
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d887c1
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] cpuacct_charge
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] jbd2_journal_grab_journal_head
     0.00%     0.00%  kworker/0:4-dio  [kernel.kallsyms]     [k] wake_up_bit
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5ae3
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccd40f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d72bce
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000006b8760
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c839ed
     0.00%     0.00%  kworker/18:5-di  [kernel.kallsyms]     [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/18:5-di  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  kworker/18:5-di  [kernel.kallsyms]     [k] wake_affine_weight
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d18421
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000025498
     0.00%     0.00%  kworker/24:6-di  [kernel.kallsyms]     [k] is_cpu_allowed
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000b845fd
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN10Field_long7val_intEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c8cd21
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d778cd
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c39e31
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] rwsem_down_write_slowpath
     0.00%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] wq_worker_sleeping
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca30ab
     0.00%     0.00%  kworker/18:5-di  [kernel.kallsyms]     [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9b521
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000a952e3
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da2d77
     0.00%     0.00%  kworker/27:1-di  [kernel.kallsyms]     [k] switch_mm_irqs_off
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] crc_16
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] __mod_zone_page_state
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] lru_add_drain
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]     [k] __x64_sys_ppoll
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]     [k] do_syscall_64
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  kworker/0:4-dio  [kernel.kallsyms]     [k] wake_affine_weight
     0.00%     0.00%  kworker/0:4-dio  [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%     0.00%  kworker/0:4-dio  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN6String27needs_conversion_on_storageEmPK15charset_info_stS2_
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] _find_next_bit
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] cpumask_next_and
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] find_busiest_group
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] load_balance
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] newidle_balance
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%     0.00%  kworker/12:1     [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  kworker/12:1     [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  kworker/12:1     [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d1de07
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000eb5962
     0.00%     0.00%  mariadbd         [vdso]                [.] 0x00000000000007f6
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] update_cfs_group
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cf9a64
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1f88
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN13st_select_lex18update_used_tablesEv
     0.00%     0.00%  kworker/5:2-dio  [kernel.kallsyms]     [k] is_cpu_allowed
     0.00%     0.00%  kworker/5:3      [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] memset
     0.00%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] __kmalloc
     0.00%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] ext4_find_extent
     0.00%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] ext4_map_blocks
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] xas_create_range
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN14Item_bool_func21get_full_func_mm_treeEP15RANGE_OPT_PARAMP10Item_fieldP4Item
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN13Item_str_func10fix_fieldsEP3THDPP4Item
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9cbe0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cb1558
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c80272
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000dcdf10
