# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 16K of event 'cycles'
# Event count (approx.): 6600941935438
#
# Children      Self  Command          Shared Object                       Symbol                                           
# ........  ........  ...............  ..................................  .................................................
#
     0.01%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] native_write_msr
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] intel_pmu_enable_all
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] x86_pmu_enable
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] kfree
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] mempool_kfree
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __wake_up
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __wake_up_common_lock
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __wrgsbase_inactive
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __remove_hrtimer
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] unlock_page
     0.01%     0.00%  Thread-74        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-74        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  kswapd0          [kernel.kallsyms]                   [k] check_pte
     0.01%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  Thread-138       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-138       [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-138       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-138       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] copy_user_generic_unrolled
     0.01%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.01%  ReadStage-58     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __unqueue_futex
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] rb_insert_color
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] get_cpu_device
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] page_update_gen
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.01%     0.00%  ReadStage-109    [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-109    [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-109    [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_reserve_inode_write
     0.01%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_push_one
     0.01%     0.01%  java             [kernel.kallsyms]                   [k] llist_reverse_order
     0.01%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  kworker/u96:0-e  [kernel.kallsyms]                   [k] test_clear_page_writeback
     0.01%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] generic_write_end
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] ext4_da_write_end
     0.01%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] blk_mq_free_request
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] native_read_msr
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] rb_insert_color
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_def_readable
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_data_ready
     0.01%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] sched_idle_set_state
     0.01%     0.00%  kswapd1          [kernel.kallsyms]                   [k] __cond_resched
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_get_tag
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] timerqueue_add
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] hrtimer_cancel
     0.01%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] read_pages
     0.01%     0.01%  kworker/u96:0-e  [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-139    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-139    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] update_rq_clock
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] update_sd_lb_stats.constprop.0
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] find_busiest_group
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] tick_check_broadcast_expired
     0.01%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] release_sock
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] __mod_timer
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] mod_timer
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sk_reset_timer
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.01%  PERIODIC-COMMIT  [kernel.kallsyms]                   [k] smp_call_function_many_cond
     0.01%     0.00%  PERIODIC-COMMIT  [kernel.kallsyms]                   [k] flush_tlb_mm_range
     0.01%     0.00%  PERIODIC-COMMIT  [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.01%     0.00%  PERIODIC-COMMIT  [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     0.01%     0.00%  PERIODIC-COMMIT  [kernel.kallsyms]                   [k] ptep_clear_flush
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] schedule_hrtimeout_range
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] schedule_hrtimeout_range_clock
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] do_page_mkwrite
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] ext4_page_mkwrite
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] task_tick_fair
     0.01%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] submit_bio_checks
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] error_entry
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] ext4_writepages
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] __writeback_inodes_wb
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] __writeback_single_inode
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] do_writepages
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] kthread
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] process_one_work
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] ret_from_fork
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] wb_workfn
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] wb_writeback
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] worker_thread
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]                   [k] writeback_sb_inodes
     0.01%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  kswapd0          [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.01%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-144    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] intel_idle
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __rdgsbase_inactive
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __x2apic_send_IPI_mask
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                   [k] native_send_call_func_ipi
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                   [k] x2apic_send_IPI_mask
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] sched_clock_cpu
     0.01%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  Thread-49        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-49        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-49        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-49        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-49        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-49        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Thread-49        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-49        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-124    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  kswapd0          [kernel.kallsyms]                   [k] native_write_msr
     0.01%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] set_next_entity
     0.01%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-19     [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-19     [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  Thread-86        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-86        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-86        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-86        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] rebalance_domains
     0.01%     0.00%  ReadStage-142    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-142    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-142    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-142    [kernel.kallsyms]                   [k] exc_page_fault
