# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 9763052235862
#
# Children      Self  Command          Shared Object                       Symbol                                          
# ........  ........  ...............  ..................................  ................................................
#
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] pick_next_task_idle
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-63     [unknown]                           [.] 0000000000000000
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] kfree
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_free_head
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  Thread-39        [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  Thread-39        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  Thread-39        [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  Thread-39        [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  Thread-39        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  Thread-39        [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  Thread-39        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] percpu_counter_add_batch
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  Thread-37        [kernel.kallsyms]                   [k] native_read_msr
     0.00%     0.00%  Thread-37        [kernel.kallsyms]                   [k] cpufreq_driver_fast_switch
     0.00%     0.00%  Thread-37        [kernel.kallsyms]                   [k] intel_cpufreq_fast_switch
     0.00%     0.00%  Thread-37        [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.00%     0.00%  Thread-37        [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] sbitmap_queue_clear
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __blk_mq_free_request
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_put_tag
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]                   [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/47:2-mm  [kernel.kallsyms]                   [k] lru_add_drain_per_cpu
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] __blk_rq_map_sg
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  Thread-121       [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  Thread-121       [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] down_read_trylock
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] do_user_addr_fault
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] exc_page_fault
     0.00%     0.00%  Thread-21        [kernel.kallsyms]                   [k] switch_mm_irqs_off
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] try_to_unmap_one
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] rmap_walk
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] rmap_walk_file
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] shrink_lruvec
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] shrink_node
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] shrink_page_list
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] try_to_free_pages
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] try_to_unmap
     0.00%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] lru_note_cost
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] shrink_lruvec
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] shrink_node
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] try_to_free_pages
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] charge_memcg
     0.00%     0.00%  MutationStage-6  libc.so.6                           [.] 0x0000000000094ff7
     0.00%     0.00%  MutationStage-6  [kernel.kallsyms]                   [k] __entry_text_start
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] blk_mq_rq_ctx_init
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] __blk_mq_alloc_request
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] workingset_refault
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  Thread-143       [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  Thread-143       [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] ext4_es_count
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] do_shrink_slab
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] shrink_slab
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] xas_set_mark
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __set_page_dirty
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] mark_buffer_dirty
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]                   [k] lru_add_drain_per_cpu
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] page_remove_rmap
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __count_memcg_events
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __x2apic_send_IPI_mask
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] native_send_call_func_ipi
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] x2apic_send_IPI_mask
     0.00%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  Thread-44        [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  Thread-44        [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  Thread-44        [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  Thread-44        [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  Thread-44        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  Thread-44        [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  Thread-30        [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ep_item_poll.isra.0
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  kworker/u97:2-e  [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] resched_curr
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  Native-Transpor  [JIT] tid 2123                      [.] 0x00007f9fda6c8a52
     0.00%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  Thread-146       [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] workingset_update_node
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] page_add_file_rmap
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] do_set_pte
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] pte_alloc_one
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] shrink_lruvec
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] shrink_node
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] try_to_free_pages
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __mod_zone_page_state
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] __update_load_avg_blocked_se
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] migrate_task_rq_fair
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] set_task_cpu
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  Thread-98        [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  MutationStage-9  [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  MutationStage-9  [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] uncharge_page
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  ReadStage-155    [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] __kmalloc
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_nohz_irq_exit
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] effective_cpu_util
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] native_flush_tlb_local
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __fget_files
     0.00%     0.00%  Thread-46        [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  Thread-46        [kernel.kallsyms]                   [k] __cgroup_account_cputime
     0.00%     0.00%  Thread-46        [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  Thread-46        [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-46        [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-46        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  Thread-46        [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] x86_pmu_disable
     0.00%     0.00%  ReadStage-156    [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-156    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-156    [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  ReadStage-156    [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  ReadStage-156    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] ttwu_do_wakeup
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] migrate_task_rq_fair
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] futex_wake
