# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3732133273581
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    48.92%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    48.87%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    36.85%     0.04%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    36.57%     0.07%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    36.25%     0.14%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    36.02%     0.53%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    26.13%    25.24%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    25.52%     0.17%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    24.50%     0.08%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    23.86%     0.11%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    23.76%     0.19%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    22.20%     0.34%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    21.76%     0.65%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    19.21%     0.48%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    18.73%     0.08%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    17.79%     0.06%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    16.75%     0.03%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    16.57%     0.57%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    12.62%     0.59%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.37%     0.11%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     9.95%     0.18%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.66%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.59%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.49%     0.03%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.44%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.74%     0.09%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     5.98%     0.70%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.62%     0.07%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.01%     0.31%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     4.73%     0.56%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.50%     0.03%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     4.26%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     4.22%     0.50%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     4.17%     2.13%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.14%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     3.85%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     3.78%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     3.77%     0.09%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     3.74%     0.19%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.72%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     2.95%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     2.95%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     2.95%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     2.94%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
     2.94%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node
     2.94%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node_memcgs
     2.79%     0.11%  Executor task l  [kernel.kallsyms]                   [k] copy_page_from_iter_atomic
     2.73%     0.04%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     2.71%     0.04%  Executor task l  [kernel.kallsyms]                   [k] read_pages
     2.60%     1.03%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     2.40%     2.40%  Executor task l  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath.part.0
     1.84%     0.21%  Executor task l  [kernel.kallsyms]                   [k] ext4_mpage_readpages
     1.82%     0.33%  Executor task l  [kernel.kallsyms]                   [k] rmqueue
     1.76%     0.01%  kswapd0          [kernel.kallsyms]                   [k] lru_gen_shrink_lruvec
     1.72%     0.00%  kswapd0          [kernel.kallsyms]                   [k] evict_pages
     1.70%     0.01%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     1.66%     0.07%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_end
     1.65%     0.26%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     1.63%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __block_write_begin_int
     1.63%     0.02%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     1.61%     1.55%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
     1.59%     0.01%  Executor task l  [kernel.kallsyms]                   [k] grab_cache_page_write_begin
     1.58%     0.03%  Executor task l  [kernel.kallsyms]                   [k] pagecache_get_page
     1.54%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __mark_inode_dirty
     1.52%     0.23%  Executor task l  [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     1.45%     0.85%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     1.43%     0.92%  Executor task l  [kernel.kallsyms]                   [k] update_curr
     1.42%     0.17%  Executor task l  [kernel.kallsyms]                   [k] lru_cache_add
     1.41%     0.00%  Executor task l  [kernel.kallsyms]                   [k] asm_common_interrupt
     1.39%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ext4_dirty_inode
     1.39%     0.09%  kswapd0          [kernel.kallsyms]                   [k] shrink_page_list
     1.38%     0.01%  Executor task l  [kernel.kallsyms]                   [k] common_interrupt
     1.35%     0.03%  Executor task l  [kernel.kallsyms]                   [k] generic_write_end
     1.30%     0.14%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     1.27%     1.12%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
     1.24%     0.12%  Executor task l  [kernel.kallsyms]                   [k] __pagevec_lru_add
     1.24%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __common_interrupt
     1.23%     0.28%  Executor task l  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     1.22%     0.77%  Executor task l  [kernel.kallsyms]                   [k] xas_load
     1.20%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_edge_irq
     1.16%     0.01%  Executor task l  [kernel.kallsyms]                   [k] __ext4_mark_inode_dirty
     1.15%     0.68%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_read_batch
     1.15%     0.00%  Executor task l  [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     1.14%     0.01%  kswapd0          [kernel.kallsyms]                   [k] do_shrink_slab
     1.13%     0.02%  Executor task l  [kernel.kallsyms]                   [k] mem_cgroup_charge
     1.13%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_slab_memcg
     1.12%     0.74%  Executor task l  [kernel.kallsyms]                   [k] rmqueue_bulk
     1.10%     0.02%  Executor task l  [kernel.kallsyms]                   [k] handle_irq_event
     1.08%     0.00%  kswapd0          [kernel.kallsyms]                   [k] super_cache_scan
     1.08%     1.04%  Executor task l  [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     1.07%     0.00%  kswapd0          [kernel.kallsyms]                   [k] prune_icache_sb
     1.05%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     1.04%     0.16%  Executor task l  [kernel.kallsyms]                   [k] rcu_sched_clock_irq
     1.04%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __list_lru_walk_one
     1.04%     0.00%  kswapd0          [kernel.kallsyms]                   [k] list_lru_walk_one
     1.04%     0.12%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     1.03%     0.00%  kswapd0          [kernel.kallsyms]                   [k] inode_lru_isolate
     1.03%     0.01%  kswapd0          [kernel.kallsyms]                   [k] __invalidate_mapping_pages
     1.03%     0.00%  swapper          [kernel.kallsyms]                   [k] cpu_startup_entry
     1.03%     0.00%  swapper          [kernel.kallsyms]                   [k] secondary_startup_64_no_verify
     1.02%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     1.02%     0.01%  swapper          [kernel.kallsyms]                   [k] do_idle
     0.99%     0.00%  Executor task l  [kernel.kallsyms]                   [k] nvme_irq
     0.99%     0.12%  Executor task l  [kernel.kallsyms]                   [k] nvme_process_cq
     0.97%     0.05%  Executor task l  [kernel.kallsyms]                   [k] schedule
     0.97%     0.04%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_loop
     0.96%     0.15%  Executor task l  [kernel.kallsyms]                   [k] __schedule
     0.93%     0.45%  Executor task l  [kernel.kallsyms]                   [k] kmem_cache_alloc
