# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2120434832769
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    38.86%     0.09%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    37.73%     0.11%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    33.11%     0.40%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    32.40%     0.87%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    28.45%     0.65%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    27.80%     0.07%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    26.73%     0.07%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    25.27%     0.06%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    25.12%     1.03%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    18.56%     0.74%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    15.60%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    15.55%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     9.01%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     8.89%     0.04%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     8.75%     0.06%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     8.70%     0.91%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     8.64%     0.13%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     7.16%     0.66%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     6.50%     2.85%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.57%     0.03%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.54%     0.06%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
