# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 865K of event 'cycles'
# Event count (approx.): 1671706037415
#
# Children      Self  Command          Shared Object                                     Symbol                                                                                                                                                      
# ........  ........  ...............  ................................................  ............................................................................................................................................................
#
     0.62%     0.02%  G1 Conc#5        [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.62%     0.01%  GC Thread#7      [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.62%     0.30%  Executor task l  [kernel.kallsyms]                                 [k] irqtime_account_irq
     0.62%     0.02%  Executor task l  [kernel.kallsyms]                                 [k] open_last_lookups
     0.62%     0.01%  G1 Refine#3      [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.61%     0.01%  GC Thread#21     [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.61%     0.00%  GC Thread#19     [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.61%     0.02%  GC Thread#7      [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.61%     0.01%  G1 Conc#4        [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.61%     0.16%  Executor task l  [kernel.kallsyms]                                 [k] __alloc_file
     0.61%     0.02%  G1 Conc#2        [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.61%     0.00%  GC Thread#3      [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.61%     0.00%  GC Thread#19     [kernel.kallsyms]                                 [k] sysvec_apic_timer_interrupt
     0.61%     0.01%  G1 Conc#0        [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.61%     0.01%  G1 Conc#3        [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.61%     0.00%  GC Thread#4      [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.60%     0.00%  GC Thread#16     [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.60%     0.00%  G1 Conc#5        [kernel.kallsyms]                                 [k] __run_hrtimer
     0.60%     0.01%  G1 Refine#3      [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.60%     0.00%  G1 Refine#4      [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.60%     0.02%  GC Thread#21     [kernel.kallsyms]                                 [k] hrtimer_interrupt
     0.60%     0.01%  GC Thread#1      [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.60%     0.00%  GC Thread#22     [kernel.kallsyms]                                 [k] asm_sysvec_apic_timer_interrupt
     0.60%     0.09%  Executor task l  [kernel.kallsyms]                                 [k] clockevents_program_event
     0.60%     0.00%  GC Thread#4      [kernel.kallsyms]                                 [k] sysvec_apic_timer_interrupt
     0.60%     0.03%  swapper          [kernel.kallsyms]                                 [k] asm_sysvec_call_function_single
     0.60%     0.00%  GC Thread#3      [kernel.kallsyms]                                 [k] sysvec_apic_timer_interrupt
     0.60%     0.00%  GC Thread#16     [kernel.kallsyms]                                 [k] sysvec_apic_timer_interrupt
     0.60%     0.00%  G1 Refine#2      [kernel.kallsyms]                                 [k] tick_sched_timer
     0.60%     0.00%  G1 Conc#4        [kernel.kallsyms]                                 [k] __run_hrtimer
     0.60%     0.01%  G1 Conc#1        [kernel.kallsyms]                                 [k] __hrtimer_run_queues
     0.59%     0.00%  GC Thread#22     [kernel.kallsyms]                                 [k] sysvec_apic_timer_interrupt
     0.59%     0.01%  GC Thread#11     [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.59%     0.01%  GC Thread#2      [kernel.kallsyms]                                 [k] __sysvec_apic_timer_interrupt
     0.59%     0.02%  GC Thread#1      [kernel.kallsyms]                                 [k] hrtimer_interrupt
