# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 265K of event 'cycles'
# Event count (approx.): 5068918367203
#
# Children      Self  Command          Shared Object                       Symbol                                        
# ........  ........  ...............  ..................................  ..............................................
#
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  Thread-93        [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] irq_exit_rcu
     0.00%     0.00%  Thread-12        [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  Thread-12        [kernel.kallsyms]                   [k] __cgroup_account_cputime
     0.00%     0.00%  Thread-128       [kernel.kallsyms]                   [k] update_cfs_group
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  Thread-121       [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  Thread-121       [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  Thread-32        [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] blkcg_rstat_flush
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] tick_sched_handle
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] tick_sched_timer
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] update_process_times
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] bio_add_page
     0.00%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] submit_bio_checks
     0.00%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] timerqueue_add
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] enqueue_hrtimer
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] hrtimer_sleeper_start_expires
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] hrtimer_start_range_ns
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __lock_text_start
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] irqentry_exit
     0.00%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]                   [k] find_get_pages_range_tag
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]                   [k] pagevec_lookup_range_tag
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  Thread-53        [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  Thread-13        [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] native_smp_send_reschedule
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] perf_iterate_sb
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] perf_event_comm
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  Native-Transpor  [JIT] tid 2150                      [.] 0x00007feec29ab3e2
     0.00%     0.00%  kworker/10:2-mm  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  Thread-113       [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] up_write
     0.00%     0.00%  Thread-27        [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] rcu_qs
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] __cond_resched
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] migrate_task_to
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] stop_one_cpu
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] task_numa_fault
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] task_numa_migrate.isra.0
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]                   [k] free_pcppages_bulk
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]                   [k] drain_local_pages_wq
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]                   [k] drain_pages_zone
     0.00%     0.00%  Thread-100       [kernel.kallsyms]                   [k] __get_user_nocheck_4
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.00%     0.00%  Thread-69        [kernel.kallsyms]                   [k] __cgroup_account_cputime
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  Native-Transpor  [JIT] tid 2150                      [.] 0x00007feec14a8e18
     0.00%     0.00%  Thread-9         [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  Thread-9         [kernel.kallsyms]                   [k] __cgroup_account_cputime
     0.00%     0.00%  Thread-9         [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  MutationStage-4  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  MutationStage-4  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] ttwu_do_wakeup
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  Thread-88        [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  Thread-88        [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-88        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] __entry_text_start
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] native_flush_tlb_local
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] flush_tlb_func
     0.00%     0.00%  Thread-141       [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  Thread-141       [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  kworker/38:1-mm  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/38:1-mm  [kernel.kallsyms]                   [k] drain_local_pages_wq
     0.00%     0.00%  kworker/38:1-mm  [kernel.kallsyms]                   [k] drain_pages_zone
     0.00%     0.00%  kworker/38:1-mm  [kernel.kallsyms]                   [k] free_pcppages_bulk
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] flush_tlb_func
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  Native-Transpor  [JIT] tid 2150                      [.] 0x00007feec100072c
     0.00%     0.00%  Thread-141       [kernel.kallsyms]                   [k] __cgroup_account_cputime
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_put
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] __do_sys_prctl
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] sync_regs
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] charge_memcg
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] __do_sys_prctl
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] blk_mq_sched_restart
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] __msecs_to_jiffies
     0.00%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] __softirqentry_text_start
     0.00%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] run_rebalance_domains
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] __update_load_avg_se
     0.00%     0.00%  migration/29     [kernel.kallsyms]                   [k] multi_cpu_stop
     0.00%     0.00%  migration/29     [kernel.kallsyms]                   [k] cpu_stopper_thread
     0.00%     0.00%  migration/29     [kernel.kallsyms]                   [k] kthread
     0.00%     0.00%  migration/29     [kernel.kallsyms]                   [k] ret_from_fork
     0.00%     0.00%  migration/29     [kernel.kallsyms]                   [k] smpboot_thread_fn
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] update_cfs_rq_h_load
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  Thread-100       [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  Thread-100       [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  Thread-75        [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] __lock_text_start
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  Thread-140       [kernel.kallsyms]                   [k] __switch_to_asm
     0.00%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] flush_tlb_func
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] entry_SYSCALL_64_safe_stack
     0.00%     0.00%  Thread-102       [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-102       [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-102       [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __do_sys_prctl
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __set_task_comm
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] perf_event_comm
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] perf_event_comm_output
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] perf_iterate_sb
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] putback_lru_page
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] mempool_alloc
     0.00%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  kworker/7:1-mm_  [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] pvclock_gtod_notify
     0.00%     0.00%  Thread-79        [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  Thread-144       [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  Thread-144       [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] sysvec_reschedule_ipi
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  migration/25     [kernel.kallsyms]                   [k] kthread
     0.00%     0.00%  migration/25     [kernel.kallsyms]                   [k] ret_from_fork
     0.00%     0.00%  Thread-122       [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] up_read
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  Thread-14        [kernel.kallsyms]                   [k] update_cfs_group
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] _raw_spin_lock
