# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 265K of event 'cycles'
# Event count (approx.): 5068918367203
#
# Children      Self  Command          Shared Object                       Symbol                                        
# ........  ........  ...............  ..................................  ..............................................
#
     0.04%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] do_syscall_64
     0.04%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.04%  Native-Transpor  [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.04%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_epoll_wait
     0.04%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  kswapd1          [kernel.kallsyms]                   [k] ext4_releasepage
     0.04%     0.00%  kswapd1          [kernel.kallsyms]                   [k] try_to_release_page
     0.04%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.03%  NonPeriodicTask  [kernel.kallsyms]                   [k] smp_call_function_many_cond
     0.04%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.04%  kcompactd0       [kernel.kallsyms]                   [k] isolate_freepages_block
     0.04%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  kswapd1          [kernel.kallsyms]                   [k] jbd2_journal_try_to_free_buffers
     0.04%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.04%  kswapd1          [kernel.kallsyms]                   [k] vma_interval_tree_subtree_search
     0.04%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.01%  swapper          [kernel.kallsyms]                   [k] rcu_idle_enter
     0.04%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.04%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] sysvec_call_function
     0.04%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.04%  swapper          [kernel.kallsyms]                   [k] llist_reverse_order
     0.04%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] update_rq_clock
     0.04%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] bio_alloc_bioset
     0.04%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_block_write_begin
     0.04%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-12     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  swapper          [kernel.kallsyms]                   [k] irq_enter_rcu
     0.04%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  java             [kernel.kallsyms]                   [k] __x64_sys_futex
     0.04%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] get_timespec64
     0.04%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.04%  Native-Transpor  [kernel.kallsyms]                   [k] perf_output_begin
     0.04%     0.00%  java             [kernel.kallsyms]                   [k] do_futex
     0.04%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  swapper          [kernel.kallsyms]                   [k] find_busiest_group
     0.04%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.03%  NonPeriodicTask  [kernel.kallsyms]                   [k] page_mapped
     0.04%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.04%  Native-Transpor  [kernel.kallsyms]                   [k] _raw_spin_trylock
     0.04%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] __update_idle_core
     0.04%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] sysvec_call_function
     0.04%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.04%  swapper          [kernel.kallsyms]                   [k] cpuidle_not_available
     0.04%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.04%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __lru_add_drain_all
     0.04%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] lru_add_drain_all
     0.04%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] filemap_fault
     0.04%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.04%  kswapd1          [kernel.kallsyms]                   [k] workingset_age_nonresident
     0.04%     0.00%  ReadStage-76     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.02%  swapper          [kernel.kallsyms]                   [k] update_blocked_averages
     0.04%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] mempool_kmalloc
     0.04%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] __do_fault
     0.04%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.04%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] handle_mm_fault
     0.04%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] check_preempt_curr
     0.04%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.03%  cluster1-nio-wo  [kernel.kallsyms]                   [k] _raw_spin_lock
     0.04%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.04%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.04%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] exc_page_fault
     0.04%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
