# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3684177889018
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    48.63%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    48.58%     0.06%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    36.57%     0.03%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    36.31%     0.07%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    35.99%     0.13%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    35.79%     0.47%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    25.88%    24.96%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    25.79%     0.17%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    24.80%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    23.42%     0.07%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    23.35%     0.11%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    22.64%     0.32%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    22.22%     0.60%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    19.64%     0.45%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    19.18%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    18.28%     0.08%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    17.25%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    17.04%     0.66%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    12.75%     0.65%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    11.51%     0.13%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    10.05%     0.16%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.65%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.59%     0.08%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.48%     0.02%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.43%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.72%     0.08%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     5.88%     0.70%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.69%     0.04%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     5.42%     0.46%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     4.85%     0.54%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     4.85%     0.03%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     4.62%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     4.50%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     4.41%     0.52%  Executor task l  [kernel.kallsyms]                    [k] __add_to_page_cache_locked
     4.31%     2.22%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.17%     0.02%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     4.09%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     4.02%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     3.87%     0.15%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
     3.70%     0.07%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_begin
     3.05%     0.03%  Executor task l  [kernel.kallsyms]                    [k] alloc_pages_vma
     2.86%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     2.86%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
     2.86%     0.00%  kswapd0          [kernel.kallsyms]                    [k] ret_from_fork
     2.86%     0.00%  kswapd0          [kernel.kallsyms]                    [k] balance_pgdat
     2.85%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node
     2.85%     0.01%  kswapd0          [kernel.kallsyms]                    [k] shrink_node_memcgs
     2.80%     0.11%  Executor task l  [kernel.kallsyms]                    [k] copy_page_from_iter_atomic
     2.73%     0.04%  Executor task l  [kernel.kallsyms]                    [k] read_pages
     2.69%     0.01%  kswapd0          [kernel.kallsyms]                    [k] shrink_lruvec
     2.61%     0.01%  kswapd0          [kernel.kallsyms]                    [k] shrink_inactive_list
     2.38%     2.38%  Executor task l  [kernel.kallsyms]                    [k] native_queued_spin_lock_slowpath.part.0
     2.28%     1.09%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     2.15%     0.09%  kswapd0          [kernel.kallsyms]                    [k] shrink_page_list
     1.87%     0.21%  Executor task l  [kernel.kallsyms]                    [k] ext4_mpage_readpages
     1.81%     0.29%  Executor task l  [kernel.kallsyms]                    [k] rmqueue
     1.79%     0.01%  Executor task l  [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     1.78%     1.72%  Executor task l  [kernel.kallsyms]                    [k] clear_page_rep
     1.78%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     1.71%     0.09%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_end
     1.61%     0.00%  Executor task l  [kernel.kallsyms]                    [k] grab_cache_page_write_begin
     1.59%     0.03%  Executor task l  [kernel.kallsyms]                    [k] pagecache_get_page
     1.58%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __block_write_begin_int
     1.54%     0.91%  Executor task l  [kernel.kallsyms]                    [k] update_curr
     1.54%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __mark_inode_dirty
     1.52%     0.15%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     1.51%     0.29%  Executor task l  [kernel.kallsyms]                    [k] _raw_spin_lock_irq
     1.46%     0.77%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     1.45%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages_slowpath.constprop.0
     1.40%     0.04%  Executor task l  [kernel.kallsyms]                    [k] generic_write_end
     1.38%     0.03%  Executor task l  [kernel.kallsyms]                    [k] ext4_dirty_inode
     1.35%     0.00%  Executor task l  [kernel.kallsyms]                    [k] asm_common_interrupt
     1.34%     1.16%  Executor task l  [kernel.kallsyms]                    [k] x86_pmu_disable_all
     1.33%     0.01%  Executor task l  [kernel.kallsyms]                    [k] common_interrupt
     1.27%     0.27%  Executor task l  [kernel.kallsyms]                    [k] _raw_spin_lock_irqsave
     1.25%     0.13%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_prepare
     1.25%     0.14%  Executor task l  [kernel.kallsyms]                    [k] lru_cache_add
     1.24%     0.03%  Executor task l  [kernel.kallsyms]                    [k] mem_cgroup_charge
     1.21%     0.76%  Executor task l  [kernel.kallsyms]                    [k] xas_load
     1.20%     0.03%  Executor task l  [kernel.kallsyms]                    [k] __common_interrupt
     1.20%     1.16%  Executor task l  [kernel.kallsyms]                    [k] ktime_get_update_offsets_now
     1.17%     0.69%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_read_batch
     1.17%     0.03%  Executor task l  [kernel.kallsyms]                    [k] handle_edge_irq
     1.15%     0.17%  Executor task l  [kernel.kallsyms]                    [k] rcu_sched_clock_irq
     1.15%     0.02%  Executor task l  [kernel.kallsyms]                    [k] __ext4_mark_inode_dirty
     1.14%     0.77%  Executor task l  [kernel.kallsyms]                    [k] rmqueue_bulk
     1.10%     0.12%  Executor task l  [kernel.kallsyms]                    [k] __pagevec_lru_add
     1.08%     0.01%  Executor task l  [kernel.kallsyms]                    [k] irqentry_exit_to_user_mode
     1.07%     0.14%  Executor task l  [kernel.kallsyms]                    [k] __softirqentry_text_start
     1.07%     0.02%  Executor task l  [kernel.kallsyms]                    [k] handle_irq_event
     1.02%     0.00%  Executor task l  [kernel.kallsyms]                    [k] try_to_free_pages
     1.02%     0.00%  Executor task l  [kernel.kallsyms]                    [k] do_try_to_free_pages
     1.02%     0.00%  Executor task l  [kernel.kallsyms]                    [k] shrink_node
     1.02%     0.00%  Executor task l  [kernel.kallsyms]                    [k] shrink_zones
     1.02%     0.00%  Executor task l  [kernel.kallsyms]                    [k] shrink_node_memcgs
     1.00%     0.00%  Executor task l  [kernel.kallsyms]                    [k] shrink_lruvec
     1.00%     0.03%  Executor task l  [kernel.kallsyms]                    [k] __handle_irq_event_percpu
     0.99%     0.00%  swapper          [kernel.kallsyms]                    [k] cpu_startup_entry
     0.99%     0.00%  swapper          [kernel.kallsyms]                    [k] secondary_startup_64_no_verify
     0.99%     0.01%  swapper          [kernel.kallsyms]                    [k] do_idle
     0.99%     0.00%  Executor task l  [kernel.kallsyms]                    [k] shrink_inactive_list
     0.97%     0.00%  Executor task l  [kernel.kallsyms]                    [k] nvme_irq
     0.96%     0.10%  Executor task l  [kernel.kallsyms]                    [k] nvme_process_cq
     0.93%     0.07%  kswapd0          [kernel.kallsyms]                    [k] __remove_mapping
     0.93%     0.02%  Executor task l  [kernel.kallsyms]                    [k] shrink_page_list
     0.92%     0.04%  Executor task l  [kernel.kallsyms]                    [k] schedule
     0.92%     0.14%  Executor task l  [kernel.kallsyms]                    [k] __schedule
     0.91%     0.06%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_loop
     0.91%     0.43%  Executor task l  [kernel.kallsyms]                    [k] kmem_cache_alloc
     0.89%     0.43%  Executor task l  [kernel.kallsyms]                    [k] rcu_pending
     0.85%     0.01%  Executor task l  [kernel.kallsyms]                    [k] __remove_mapping
     0.85%     0.02%  swapper          [kernel.kallsyms]                    [k] cpuidle_idle_call
     0.79%     0.01%  Executor task l  [kernel.kallsyms]                    [k] blk_finish_plug
     0.78%     0.71%  Executor task l  [kernel.kallsyms]                    [k] ktime_get
     0.77%     0.02%  Executor task l  [kernel.kallsyms]                    [k] blk_mq_flush_plug_list
     0.75%     0.01%  Executor task l  [kernel.kallsyms]                    [k] blk_mq_sched_insert_requests
     0.74%     0.36%  Executor task l  [kernel.kallsyms]                    [k] xas_store
     0.74%     0.35%  Executor task l  [kernel.kallsyms]                    [k] update_rq_clock_task
     0.73%     0.03%  Executor task l  [kernel.kallsyms]                    [k] blk_mq_try_issue_list_directly
     0.71%     0.00%  kworker/u64:33-  [kernel.kallsyms]                    [k] kthread
     0.71%     0.00%  kworker/u64:33-  [kernel.kallsyms]                    [k] ret_from_fork
     0.71%     0.00%  kworker/u64:33-  [kernel.kallsyms]                    [k] worker_thread
     0.71%     0.00%  kworker/u64:33-  [kernel.kallsyms]                    [k] process_one_work
     0.69%     0.02%  Executor task l  [kernel.kallsyms]                    [k] __blk_mq_try_issue_directly
     0.69%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_mark_iloc_dirty
     0.68%     0.00%  swapper          [kernel.kallsyms]                    [k] cpuidle_enter
     0.68%     0.02%  swapper          [kernel.kallsyms]                    [k] cpuidle_enter_state
     0.67%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __mem_cgroup_charge
     0.66%     0.09%  Executor task l  [kernel.kallsyms]                    [k] nvme_queue_rq
     0.65%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     0.65%     0.56%  Executor task l  [kernel.kallsyms]                    [k] __update_load_avg_se
     0.65%     0.00%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     0.65%     0.01%  Executor task l  [kernel.kallsyms]                    [k] __submit_bio_noacct_mq
     0.63%     0.20%  Executor task l  [kernel.kallsyms]                    [k] ext4_do_update_inode.isra.0
     0.62%     0.04%  Executor task l  [kernel.kallsyms]                    [k] blk_mq_submit_bio
     0.61%     0.61%  Executor task l  [kernel.kallsyms]                    [k] __list_del_entry_valid
     0.61%     0.27%  Executor task l  [kernel.kallsyms]                    [k] __mod_lruvec_page_state
     0.61%     0.01%  Executor task l  [kernel.kallsyms]                    [k] file_update_time
     0.60%     0.02%  Executor task l  [kernel.kallsyms]                    [k] __ext4_journal_start_sb
     0.60%     0.41%  Executor task l  [kernel.kallsyms]                    [k] _raw_spin_lock
     0.59%     0.20%  Executor task l  [kernel.kallsyms]                    [k] __pagevec_lru_add_fn
     0.57%     0.01%  Executor task l  [kernel.kallsyms]                    [k] generic_update_time
     0.56%     0.55%  Executor task l  [kernel.kallsyms]                    [k] memset
     0.56%     0.00%  Executor task l  [kernel.kallsyms]                    [k] do_filp_open
     0.56%     0.00%  Executor task l  [kernel.kallsyms]                    [k] path_openat
     0.54%     0.54%  Executor task l  [kernel.kallsyms]                    [k] update_cfs_group
     0.54%     0.02%  Executor task l  [kernel.kallsyms]                    [k] create_page_buffers
     0.54%     0.52%  Executor task l  [kernel.kallsyms]                    [k] get_mem_cgroup_from_mm
     0.54%     0.53%  Executor task l  [kernel.kallsyms]                    [k] __update_load_avg_cfs_rq
     0.53%     0.06%  Executor task l  [kernel.kallsyms]                    [k] jbd2__journal_start
     0.53%     0.01%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_futex
     0.53%     0.01%  Executor task l  [kernel.kallsyms]                    [k] blk_mq_end_request
     0.52%     0.03%  Executor task l  [kernel.kallsyms]                    [k] create_empty_buffers
     0.52%     0.01%  Executor task l  [kernel.kallsyms]                    [k] syscall_exit_to_user_mode
     0.52%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_futex
