# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2167602775987
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    37.70%     0.10%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    36.62%     0.07%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    32.25%     0.46%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    31.49%     0.75%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    27.61%     0.58%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    27.03%     0.03%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    25.99%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    24.62%     0.10%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    24.43%     1.08%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    17.96%     0.80%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    16.37%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    16.34%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
     9.85%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
     9.72%     0.05%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
     9.58%     0.06%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
     9.48%     0.15%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.07%     0.98%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     7.17%     0.74%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.43%     2.77%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.64%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     4.63%     4.47%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     4.61%     0.05%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     4.15%     0.03%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.46%     0.27%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.23%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     3.23%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     3.22%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     3.21%     1.59%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     2.92%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_filp_open
     2.90%     0.02%  Executor task l  [kernel.kallsyms]                    [k] path_openat
     2.88%     0.53%  Executor task l  [kernel.kallsyms]                    [k] __softirqentry_text_start
     2.74%     0.02%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     2.59%     1.17%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     2.34%     2.10%  Executor task l  [kernel.kallsyms]                    [k] x86_pmu_disable_all
     2.19%     0.00%  swapper          [kernel.kallsyms]                    [k] cpu_startup_entry
     2.19%     0.00%  swapper          [kernel.kallsyms]                    [k] secondary_startup_64_no_verify
     2.18%     0.01%  swapper          [kernel.kallsyms]                    [k] do_idle
     2.06%     1.99%  Executor task l  [kernel.kallsyms]                    [k] ktime_get_update_offsets_now
     2.02%     1.24%  Executor task l  [kernel.kallsyms]                    [k] update_curr
     2.01%     0.01%  swapper          [kernel.kallsyms]                    [k] cpuidle_idle_call
     1.82%     0.18%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_prepare
     1.76%     0.20%  Executor task l  [kernel.kallsyms]                    [k] rcu_sched_clock_irq
     1.75%     0.00%  swapper          [kernel.kallsyms]                    [k] cpuidle_enter
     1.75%     0.03%  swapper          [kernel.kallsyms]                    [k] cpuidle_enter_state
     1.69%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     1.69%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
     1.69%     0.00%  kswapd0          [kernel.kallsyms]                    [k] ret_from_fork
     1.69%     0.00%  kswapd0          [kernel.kallsyms]                    [k] balance_pgdat
     1.69%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node
     1.69%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node_memcgs
     1.61%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_lruvec
     1.44%     0.01%  kswapd0          [kernel.kallsyms]                    [k] shrink_inactive_list
     1.40%     0.12%  Executor task l  [kernel.kallsyms]                    [k] rcu_core
     1.36%     0.01%  Executor task l  [kernel.kallsyms]                    [k] irqentry_exit_to_user_mode
     1.30%     0.06%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_loop
     1.27%     0.69%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_read_batch
     1.26%     0.45%  Executor task l  [kernel.kallsyms]                    [k] rcu_pending
     1.22%     0.01%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     1.19%     0.04%  swapper          [kernel.kallsyms]                    [k] asm_sysvec_call_function_single
     1.16%     1.04%  Executor task l  [kernel.kallsyms]                    [k] ktime_get
     1.16%     0.07%  Executor task l  [kernel.kallsyms]                    [k] schedule
     1.14%     0.00%  swapper          [kernel.kallsyms]                    [k] sysvec_call_function_single
     1.12%     0.01%  Executor task l  [kernel.kallsyms]                    [k] read_pages
     1.11%     0.00%  GC Thread#0      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     1.10%     0.00%  GC Thread#0      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     1.09%     0.19%  Executor task l  [kernel.kallsyms]                    [k] __schedule
     1.08%     0.03%  swapper          [kernel.kallsyms]                    [k] __irq_exit_rcu
     1.05%     0.07%  kswapd0          [kernel.kallsyms]                    [k] shrink_page_list
     1.04%     0.01%  swapper          [kernel.kallsyms]                    [k] __softirqentry_text_start
     1.03%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
