# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 862K of event 'cycles'
# Event count (approx.): 1575580045412
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                      
# ........  ........  ...............  ...................................  ............................................................................................................................................................
#
    38.11%     0.09%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    37.48%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    33.02%     0.41%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    32.36%     0.79%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    28.31%     0.57%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    27.74%     0.08%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    26.56%     0.06%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    25.09%     0.04%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    24.99%     1.02%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    18.49%     0.77%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    16.34%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    16.30%     0.04%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    10.53%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    10.36%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    10.18%     0.07%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    10.05%     0.16%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.32%     0.87%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     7.41%     0.68%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.72%     2.97%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     5.51%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     5.47%     0.06%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     5.42%     5.31%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     4.17%     0.03%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.72%     0.37%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.67%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     3.66%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     3.56%     1.31%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     3.25%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_filp_open
     3.23%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     3.22%     0.01%  Executor task l  [kernel.kallsyms]                    [k] path_openat
     2.95%     0.57%  Executor task l  [kernel.kallsyms]                    [k] __softirqentry_text_start
     2.77%     0.03%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     2.73%     1.34%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     2.20%     1.92%  Executor task l  [kernel.kallsyms]                    [k] x86_pmu_disable_all
     2.09%     1.48%  Executor task l  [kernel.kallsyms]                    [k] update_curr
     2.02%     1.94%  Executor task l  [kernel.kallsyms]                    [k] ktime_get_update_offsets_now
     1.63%     0.29%  Executor task l  [kernel.kallsyms]                    [k] rcu_sched_clock_irq
     1.54%     0.15%  Executor task l  [kernel.kallsyms]                    [k] rcu_core
     1.34%     1.22%  Executor task l  [kernel.kallsyms]                    [k] ktime_get
     1.34%     0.00%  swapper          [kernel.kallsyms]                    [k] cpu_startup_entry
     1.34%     0.00%  swapper          [kernel.kallsyms]                    [k] secondary_startup_64_no_verify
     1.34%     0.01%  swapper          [kernel.kallsyms]                    [k] do_idle
     1.28%     0.65%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_read_batch
     1.25%     0.15%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_prepare
     1.19%     0.39%  Executor task l  [kernel.kallsyms]                    [k] rcu_pending
     1.17%     1.15%  Executor task l  [kernel.kallsyms]                    [k] __update_load_avg_cfs_rq
     1.17%     0.01%  swapper          [kernel.kallsyms]                    [k] cpuidle_idle_call
     1.17%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     1.15%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     1.12%     0.01%  Executor task l  [kernel.kallsyms]                    [k] read_pages
     1.09%     1.00%  Executor task l  [kernel.kallsyms]                    [k] __update_load_avg_se
     1.06%     0.53%  Executor task l  [kernel.kallsyms]                    [k] update_rq_clock_task
     1.02%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_open
     1.02%     0.01%  G1 Refine#0      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     1.01%     0.00%  G1 Refine#1      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     1.00%     0.29%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_wait_on_overflow
     1.00%     0.03%  G1 Refine#0      [kernel.kallsyms]                    [k] hrtimer_interrupt
