# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 497685574728
#
# Children      Self  Command          Shared Object        Symbol                                                                                                                                                                     
# ........  ........  ...............  ...................  ...........................................................................................................................................................................
#
     0.81%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] sock_alloc_send_pskb
     0.80%     0.13%  tclsh8.6         [kernel.kallsyms]    [k] __schedule
     0.80%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] __wake_up_common_lock
     0.80%     0.01%  mariadbd         [kernel.kallsyms]    [k] __getblk_gfp
     0.79%     0.01%  mariadbd         [kernel.kallsyms]    [k] sock_alloc_send_pskb
     0.78%     0.00%  mariadbd         [kernel.kallsyms]    [k] __find_get_block
     0.78%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] alloc_skb_with_frags
     0.77%     0.02%  mariadbd         [kernel.kallsyms]    [k] __read_swap_cache_async
     0.77%     0.04%  mariadbd         [kernel.kallsyms]    [k] alloc_skb_with_frags
     0.76%     0.01%  swapper          [kernel.kallsyms]    [k] blk_mq_end_request
     0.76%     0.04%  mariadbd         [kernel.kallsyms]    [k] asm_sysvec_call_function_single
     0.76%     0.00%  swapper          [kernel.kallsyms]    [k] tick_sched_handle
     0.76%     0.06%  swapper          [kernel.kallsyms]    [k] update_process_times
     0.76%     0.05%  tclsh8.6         [kernel.kallsyms]    [k] __wake_up_common
     0.75%     0.05%  tclsh8.6         [kernel.kallsyms]    [k] __alloc_skb
     0.74%     0.38%  swapper          [kernel.kallsyms]    [k] ktime_get
     0.73%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] sock_def_readable
     0.73%     0.02%  mariadbd         [kernel.kallsyms]    [k] __alloc_skb
     0.72%     0.48%  mariadbd         [kernel.kallsyms]    [k] finish_task_switch.isra.0
     0.71%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] try_to_wake_up
     0.71%     0.02%  mariadbd         [kernel.kallsyms]    [k] wake_affine
     0.71%     0.03%  mariadbd         [kernel.kallsyms]    [k] swap_readpage
     0.70%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] pollwake
     0.69%     0.05%  swapper          [kernel.kallsyms]    [k] tick_nohz_stop_tick
     0.68%     0.06%  swapper          [kernel.kallsyms]    [k] blk_update_request
     0.68%     0.03%  mariadbd         [kernel.kallsyms]    [k] iomap_dio_bio_end_io
     0.64%     0.36%  mariadbd         [kernel.kallsyms]    [k] x86_pmu_disable_all
     0.63%     0.49%  swapper          [kernel.kallsyms]    [k] switch_mm_irqs_off
     0.62%     0.12%  mariadbd         [kernel.kallsyms]    [k] __find_get_block_slow
     0.62%     0.16%  mariadbd         [kernel.kallsyms]    [k] switch_fpu_return
     0.62%     0.00%  swapper          [kernel.kallsyms]    [k] scheduler_tick
     0.61%     0.01%  mariadbd         [kernel.kallsyms]    [k] sysvec_call_function_single
     0.60%     0.01%  mariadbd         [kernel.kallsyms]    [k] __x64_sys_io_getevents
     0.60%     0.05%  swapper          [kernel.kallsyms]    [k] tick_nohz_restart_sched_tick
     0.59%     0.59%  mariadbd         [kernel.kallsyms]    [k] __default_send_IPI_dest_field
     0.59%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] consume_skb
     0.58%     0.01%  mariadbd         [kernel.kallsyms]    [k] do_io_getevents
     0.58%     0.13%  mariadbd         [kernel.kallsyms]    [k] task_tick_fair
     0.57%     0.00%  mariadbd         [kernel.kallsyms]    [k] __sysvec_call_function_single
     0.56%     0.25%  swapper          [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.56%     0.05%  mariadbd         [kernel.kallsyms]    [k] exit_to_user_mode_loop
     0.55%     0.02%  mariadbd         [kernel.kallsyms]    [k] read_events
     0.55%     0.14%  swapper          [kernel.kallsyms]    [k] tick_nohz_next_event
     0.55%     0.55%  swapper          [kernel.kallsyms]    [k] get_typical_interval
     0.55%     0.04%  mariadbd         [kernel.kallsyms]    [k] __softirqentry_text_start
     0.55%     0.11%  swapper          [kernel.kallsyms]    [k] finish_task_switch.isra.0
     0.54%     0.03%  mariadbd         [kernel.kallsyms]    [k] lockless_pages_from_mm
     0.54%     0.06%  mariadbd         [kernel.kallsyms]    [k] nvme_map_data
