# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 129K of event 'cycles'
# Event count (approx.): 2520707030880
#
# Children      Self  Command          Shared Object                       Symbol                                        
# ........  ........  ...............  ..................................  ..............................................
#
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_small_queue_check.isra.0
     0.00%     0.00%  ReadStage-140    [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] send_call_function_single_ipi
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] __smp_call_single_queue
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  Thread-42        [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] __blk_rq_map_sg
     0.00%     0.00%  ReadStage-121    [kernel.kallsyms]                   [k] __lock_text_start
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __irqentry_text_end
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] flush_tlb_func
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] page_add_file_rmap
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] do_set_pte
     0.00%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] __mod_node_page_state
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] intel_pmu_enable_all
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] x86_pmu_enable
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] remove_entity_load_avg
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] lock_page_lruvec_irqsave
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] ext4_map_blocks
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] __mod_node_page_state
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  ReadStage-124    [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-124    [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] bio_to_wbt_flags
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] bio_add_page
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                   [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                   [k] find_busiest_group
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                   [k] load_balance
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] sync_regs
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] update_cfs_rq_h_load
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __wake_up_common_lock
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] __sbitmap_get_word
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] __blk_mq_get_tag
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] __sbitmap_queue_get
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] blk_mq_get_tag
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] sbitmap_get
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_account_io_start
     0.00%     0.00%  kworker/13:4-mm  [kernel.kallsyms]                   [k] kthread_data
     0.00%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] ext4_es_lookup_extent
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] __wrgsbase_inactive
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] __x86_indirect_thunk_rax
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] workingset_update_node
     0.00%     0.00%  Thread-45        [kernel.kallsyms]                   [k] __update_load_avg_se
     0.00%     0.00%  Thread-45        [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  kworker/44:2-mm  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/44:2-mm  [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  kworker/44:2-mm  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/44:2-mm  [kernel.kallsyms]                   [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kworker/44:2-mm  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/44:2-mm  [kernel.kallsyms]                   [k] lru_add_drain_per_cpu
     0.00%     0.00%  kworker/44:2-mm  [kernel.kallsyms]                   [k] process_one_work
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-109    [kernel.kallsyms]                   [k] vmacache_find
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] rb_erase
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-31     libc.so.6                           [.] 0x00000000000951b5
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] __entry_text_start
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] current_time
     0.00%     0.00%  Thread-134       [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-134       [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-134       [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] __irqentry_text_end
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] _find_first_bit
     0.00%     0.00%  Thread-69        [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-69        [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-69        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] memcpy_erms
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __do_sys_prctl
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __perf_event__output_id_sample
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __set_task_comm
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] perf_event_comm
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] perf_event_comm_output
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] perf_iterate_sb
     0.00%     0.00%  ReadStage-100    [kernel.kallsyms]                   [k] rmqueue_bulk
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] page_add_file_rmap
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] do_set_pte
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]                   [k] drain_local_pages_wq
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]                   [k] drain_pages_zone
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]                   [k] free_pcppages_bulk
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] flush_tlb_func
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] native_smp_send_reschedule
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] x2apic_send_IPI
     0.00%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-140    [kernel.kallsyms]                   [k] sched_clock_cpu
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] entry_SYSCALL_64_safe_stack
     0.00%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] __x2apic_send_IPI_mask
     0.00%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] native_send_call_func_ipi
     0.00%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] x2apic_send_IPI_mask
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] __bio_try_merge_page
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] bio_add_page
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] native_flush_tlb_local
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] update_process_times
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                   [k] tick_sched_timer
     0.00%     0.00%  MutationStage-6  [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] fpregs_assert_state_consistent
     0.00%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  Thread-115       [kernel.kallsyms]                   [k] cpuacct_charge
     0.00%     0.00%  Thread-115       [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] xas_find_conflict
     0.00%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_inode_block_valid
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __check_block_validity.constprop.0
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] __do_sys_prctl
     0.00%     0.00%  Thread-89        [kernel.kallsyms]                   [k] fpregs_assert_state_consistent
     0.00%     0.00%  Thread-89        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] native_irq_return_iret
     0.00%     0.00%  ReadStage-139    [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  Thread-85        [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-85        [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  MutationStage-5  [kernel.kallsyms]                   [k] futex_wait_setup
     0.00%     0.00%  Thread-140       [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-140       [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  Thread-140       [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  Thread-63        [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  Thread-63        [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] sugov_iowait_apply
     0.00%     0.00%  Thread-145       [kernel.kallsyms]                   [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  Thread-122       [kernel.kallsyms]                   [k] __rdgsbase_inactive
     0.00%     0.00%  Thread-122       [kernel.kallsyms]                   [k] __switch_to
     0.00%     0.00%  Thread-128       [kernel.kallsyms]                   [k] __wrgsbase_inactive
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] _raw_read_lock
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] page_add_file_rmap
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] do_set_pte
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] update_blocked_averages
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] try_to_migrate_one
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] migrate_misplaced_page
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] migrate_pages
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] rmap_walk
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] rmap_walk_anon
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] try_to_migrate
     0.00%     0.00%  Thread-120       [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  Thread-120       [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  Thread-120       [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  Thread-120       [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  Thread-120       [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] lock_page_memcg
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] free_unref_page
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] __put_page
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_urg
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] remove_entity_load_avg
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]                   [k] mempool_alloc
     0.00%     0.00%  Thread-5         [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  Thread-5         [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  Thread-5         [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sk_forced_mem_schedule
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] xas_find_conflict
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                   [k] percpu_counter_add_batch
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] xas_find_conflict
     0.00%     0.00%  ReadStage-142    [kernel.kallsyms]                   [k] bvec_alloc
     0.00%     0.00%  ReadStage-142    [kernel.kallsyms]                   [k] bio_alloc_bioset
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] list_lru_count_one
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] slab_free_freelist_hook.constprop.0
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] security_inode_alloc
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] alloc_inode
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] devtmpfsd
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] handle_create
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] inode_init_always
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] kthread
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] new_inode
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] ret_from_fork
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] shmem_get_inode
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] shmem_mknod
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]                   [k] vfs_mknod
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] __update_load_avg_se
     0.00%     0.00%  Thread-50        [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __wait_on_bit
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __wait_on_buffer
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] bit_wait_io
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] ext4_read_bh
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] out_of_line_wait_on_bit
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] mutex_unlock
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  Thread-133       [kernel.kallsyms]                   [k] native_sched_clock
     0.00%     0.00%  Thread-133       [kernel.kallsyms]                   [k] sched_clock_cpu
     0.00%     0.00%  Thread-133       [kernel.kallsyms]                   [k] update_rq_clock
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] down_read_trylock
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] migrate_misplaced_page
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] migrate_pages
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] page_lock_anon_vma_read
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] rmap_walk
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] rmap_walk_anon
     0.00%     0.00%  ReadStage-148    [kernel.kallsyms]                   [k] try_to_migrate
     0.00%     0.00%  Thread-36        [kernel.kallsyms]                   [k] hash_futex
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] xas_start
     0.00%     0.00%  Thread-49        [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] xas_start
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] PageHuge
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] get_futex_key
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] check_pte
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] page_vma_mapped_walk
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] rmap_walk
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] rmap_walk_file
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] shrink_page_list
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] try_to_unmap
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] try_to_unmap_one
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] should_fail_alloc_page
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] _raw_spin_unlock_bh
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] page_vma_mapped_walk
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] page_referenced
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] page_referenced_one
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] rmap_walk
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] rmap_walk_file
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] blk_io_schedule
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] io_schedule_timeout
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] schedule_timeout
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] flush_tlb_func
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] native_load_tls
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.00%     0.00%  Thread-31        [kernel.kallsyms]                   [k] update_rq_clock
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] bio_uninit
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] wbt_track
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] __rq_qos_track
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] __submit_bio
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] submit_bio
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] submit_bio_noacct
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] irqentry_enter_from_user_mode
     0.00%     0.00%  Thread-76        [kernel.kallsyms]                   [k] __switch_to
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  Thread-22        [kernel.kallsyms]                   [k] dequeue_task_fair
