# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 129K of event 'cycles'
# Event count (approx.): 2520707030880
#
# Children      Self  Command          Shared Object                       Symbol                                        
# ........  ........  ...............  ..................................  ..............................................
#
     0.01%     0.00%  Thread-55        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-55        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-55        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] update_load_avg
     0.01%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] irqentry_enter
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] cpumask_next_wrap
     0.01%     0.00%  Thread-43        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_clone
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_map_blocks
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  Thread-13        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-13        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-13        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-13        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Thread-13        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-13        [kernel.kallsyms]                   [k] schedule
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] get_futex_key
     0.01%     0.00%  MutationStage-5  [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] __mark_inode_dirty
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] ext4_dirty_inode
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] evict_pages
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] shrink_lruvec
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] shrink_node
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] shrink_page_list
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] try_to_free_pages
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-23     [kernel.kallsyms]                   [k] wake_up_q
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] ptep_test_and_clear_young
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] perf_event_comm_output
     0.01%     0.00%  ReadStage-136    [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-136    [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] _raw_spin_lock
     0.01%     0.00%  Thread-59        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-20        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_poll
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-142    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] tick_sched_timer
     0.01%     0.00%  kworker/u97:11-  [kernel.kallsyms]                   [k] mpage_prepare_extent_to_map
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __tcp_send_ack.part.0
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                   [k] bio_alloc_bioset
     0.01%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] update_process_times
     0.01%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  Thread-17        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-17        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.01%  ReadStage-106    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] wake_up_q
     0.01%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-76        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-76        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-118    [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  Thread-88        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-88        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.01%  CompactionExecu  [kernel.kallsyms]                   [k] kmem_cache_free
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] ext4_da_get_block_prep
     0.01%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] tick_sched_handle
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] psi_flags_change
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] rmqueue_bulk
     0.01%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.01%     0.01%  CompactionExecu  [kernel.kallsyms]                   [k] smp_call_function_many_cond
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-19     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] check_pte
     0.01%     0.01%  NonPeriodicTask  [kernel.kallsyms]                   [k] enqueue_entity
     0.01%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] enqueue_task_fair
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] mempool_free_slab
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] update_process_times
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.01%  ReadStage-83     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  Thread-90        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] move_to_new_page
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  Thread-49        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-49        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __fdget_pos
     0.01%     0.00%  Thread-7         [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-7         [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.01%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] shrink_node
     0.01%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] try_to_free_pages
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  Thread-66        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-66        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.01%  ReadStage-121    [kernel.kallsyms]                   [k] clear_page_erms
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-95     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] update_cfs_rq_h_load
     0.01%     0.01%  ReadStage-109    [kernel.kallsyms]                   [k] clear_page_erms
     0.01%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] is_cpu_allowed
     0.01%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  Thread-74        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-74        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] _raw_spin_lock
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  VM Thread        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  VM Thread        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.01%  ReadStage-46     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-139    [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-139    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.01%  ReadStage-54     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  Thread-32        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-32        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-32        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-32        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] wake_up_q
     0.01%     0.00%  Thread-42        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-94     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  Thread-128       [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-128       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-128       [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Thread-128       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-128       [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-154    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                   [k] end_swap_bio_write
     0.01%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-143    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.01%  CompactionExecu  [kernel.kallsyms]                   [k] crc32c_pcl_intel_update
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.01%  ReadStage-45     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.01%     0.00%  Thread-29        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-29        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] kfree_skbmem
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] arch_tlbbatch_flush
     0.01%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.01%  ReadStage-6      [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  Thread-35        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-35        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] wake_up_q
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __x64_sys_lseek
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  Thread-23        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-23        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Thread-23        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-23        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  Thread-92        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] evict_pages
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] pte_alloc_one
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] shrink_lruvec
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] shrink_node
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] shrink_page_list
     0.01%     0.00%  ReadStage-159    [kernel.kallsyms]                   [k] try_to_free_pages
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] native_sched_clock
     0.01%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_nohz_get_next_hrtimer
     0.01%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] wake_up_q
     0.01%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-65     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  Thread-41        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-41        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Thread-41        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] sysvec_call_function
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-91     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-132    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-56        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-56        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-73        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-73        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-73        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.01%  NonPeriodicTask  [kernel.kallsyms]                   [k] free_swap_cache
     0.01%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  Thread-20        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-11        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_nohz_irq_exit
     0.01%     0.00%  Thread-64        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-64        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-64        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  Thread-136       [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-136       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-136       [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-106       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-106       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.01%  ReadStage-65     [kernel.kallsyms]                   [k] clear_page_erms
     0.01%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  Thread-25        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-25        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-63        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Thread-63        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-63        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.01%  kswapd0          [kernel.kallsyms]                   [k] list_lru_count_one
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-95     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] irq_exit_rcu
     0.01%     0.00%  Thread-98        [kernel.kallsyms]                   [k] futex_wait_queue_me
