# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3303807159682
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ...................................  ...............................................................................................................................................................................................................
#
    47.78%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    47.72%     0.05%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    36.43%     0.03%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    36.19%     0.08%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    35.84%     0.10%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    35.66%     0.51%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    26.65%     0.17%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    26.28%     0.06%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    24.38%    23.58%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    24.04%     0.32%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    23.60%     0.60%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    22.06%     0.08%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    21.97%     0.12%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    20.88%     0.46%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    20.43%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    19.42%     0.06%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    18.37%     0.10%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    18.14%     0.72%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    13.30%     0.63%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.73%     0.12%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    11.40%     0.19%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.29%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.23%     0.07%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.14%     0.02%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.11%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.52%     0.07%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     6.72%     0.05%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     5.90%     0.81%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.37%     0.35%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     5.30%     0.59%  Executor task l  [kernel.kallsyms]                    [k] __add_to_page_cache_locked
     5.26%     0.58%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     4.69%     2.37%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.32%     0.03%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     4.18%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     4.10%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
