# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 366K of event 'cycles'
# Event count (approx.): 9684725131209
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    50.16%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    50.16%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    50.14%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
    49.90%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    49.90%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    49.72%    46.01%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    47.41%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    11.38%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    11.38%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
    11.02%     0.04%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    10.75%     0.25%  java             [kernel.kallsyms]  [k] exc_page_fault
     9.09%     0.05%  java             [kernel.kallsyms]  [k] do_user_addr_fault
     8.04%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     8.04%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     7.71%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     7.71%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     7.71%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     7.71%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     7.71%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     7.71%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     7.71%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     7.03%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_read
     7.03%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_read
     7.03%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_read
     7.03%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_file_read_iter
     7.03%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_read
     7.03%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_read
     7.03%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_read_iter
     6.72%     0.14%  pool-4-thread-1  [kernel.kallsyms]  [k] add_to_page_cache_lru
     6.05%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_get_pages
     6.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ondemand_readahead
     6.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_async_ra
