# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 11935416462012
#
# Children      Self  Command          Shared Object      Symbol                                                        
# ........  ........  ...............  .................  ..............................................................
#
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]  [k] strnlen
     0.00%     0.00%  usb-storage      [kernel.kallsyms]  [k] rb_next
     0.00%     0.00%  migration/23     [kernel.kallsyms]  [k] psi_task_switch
     0.00%     0.00%  systemd-udevd    libc.so.6          [.] 0x00000000001b5740
     0.00%     0.00%  java             [JIT] tid 2221     [.] 0x00007fef99c08820
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] blk_flush_plug_list
     0.00%     0.00%  migration/13     [kernel.kallsyms]  [k] update_rq_clock
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] pick_next_entity
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]  [k] enqueue_timer
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]  [k] add_timer_on
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2059     [.] 0x00007f980d0523c7
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x00000000009d5804
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2221     [.] 0x00007fef99516ed7
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] wq_worker_sleeping
     0.00%     0.00%  kworker/11:2-ev  [kernel.kallsyms]  [k] wq_worker_running
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ns_check_acpi_compliance
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] add_transaction_credits
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] __ext4_journal_start_sb
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] jbd2__journal_start
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] start_this_handle
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1576     [.] 0x00007f9a49745736
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1576     [.] 0x00007f9a4946f71b
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] native_sched_clock
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] psi_task_switch
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] sched_clock_cpu
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]  [k] __free_one_page
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] obj_cgroup_uncharge_pages
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] obj_cgroup_uncharge
     0.00%     0.00%  java             [kernel.kallsyms]  [k] fill_pte
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] cpuacct_charge
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] put_prev_task_stop
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] vsnprintf
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] set_worker_desc
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __x86_indirect_thunk_rax
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] check_pte
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] first_online_pgdat
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] timerqueue_add
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2266     [.] 0x00007ff2d15960e9
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1639     [.] 0x00007f1dc56a198a
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] __kmalloc
     0.00%     0.00%  migration/13     [kernel.kallsyms]  [k] load_new_mm_cr3
     0.00%     0.00%  migration/13     [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]  [k] collect_percpu_times
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]  [k] psi_avgs_work
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]  [k] __switch_to
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ut_get_type_name
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] ktime_add_safe
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1915     [.] 0x00007fc92d51f189
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] kernel_init_free_pages.part.0
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2159     [.] 0x00007f59f558fed2
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] fpregs_mark_activate
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] kfree
     0.00%     0.00%  Timer for 'JobT  libjvm.so          [.] 0x00000000006a2a8f
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1747     [.] 0x00007f9ea50006b1
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]  [k] kthread_data
     0.00%     0.00%  Timer for 'JobT  [JIT] tid 1576     [.] 0x00007f9a490135a2
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] enqueue_entity
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] __mnt_want_write_file
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]  [k] round_jiffies_relative
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] stop_machine_yield
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] __virt_addr_valid
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] cpuacct_charge
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] put_prev_task_stop
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] perf_output_copy
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] pwq_dec_nr_in_flight
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] switch_ldt
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1639     [.] 0x00007f1dc5740274
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] drain_obj_stock
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] obj_cgroup_uncharge
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] refill_obj_stock
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] handle_dots.part.0
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] cpu_stop_should_run
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]  [k] arch_local_irq_disable
     0.00%     0.00%  migration/12     [kernel.kallsyms]  [k] kthread_should_stop
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] mem_cgroup_migrate
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] migrate_page_copy
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] migrate_page_states
     0.00%     0.00%  kworker/35:2-ev  [kernel.kallsyms]  [k] cpuacct_charge
     0.00%     0.00%  kworker/35:2-ev  [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  kworker/35:2-ev  [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  kworker/35:2-ev  [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  java             [kernel.kallsyms]  [k] task_work_add
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] __mod_lruvec_state
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  kworker/11:2-ev  [kernel.kallsyms]  [k] rcu_all_qs
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] sb_clear_inode_writeback
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]  [k] __node_distance
     0.00%     0.00%  kworker/30:2-mm  [kernel.kallsyms]  [k] next_zone
     0.00%     0.00%  kworker/11:2-ev  [kernel.kallsyms]  [k] rb_erase
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1448     [.] 0x00007fcbc9748cda
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] usb_autopm_get_interface_no_resume
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] hub_init_func3
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] kick_hub_wq.part.0
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2266     [.] 0x00007ff2d1a2aca4
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] raw_notifier_call_chain
     0.00%     0.00%  java             [kernel.kallsyms]  [k] eoi_ioapic_pin
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x00000000004001d8
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] __vma_link_list
     0.00%     0.00%  migration/45     [kernel.kallsyms]  [k] enqueue_entity
     0.00%     0.00%  migration/45     [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  migration/45     [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] mutex_lock
     0.00%     0.00%  migration/17     [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  migration/17     [kernel.kallsyms]  [k] migration_cpu_stop
     0.00%     0.00%  migration/17     [kernel.kallsyms]  [k] move_queued_task
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] __vma_rb_erase
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] blk_update_request
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] __rq_qos_issue
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] blk_complete_reqs
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] blk_done_softirq
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] scsi_complete
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] scsi_end_request
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] scsi_finish_command
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] scsi_io_completion
     0.00%     0.00%  ksoftirqd/35     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  java             [kernel.kallsyms]  [k] xhci_hub_status_data
     0.00%     0.00%  java             [kernel.kallsyms]  [k] usb_hcd_poll_rh_status
     0.00%     0.00%  SpillThread      libc.so.6          [.] __mmap
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2266     [.] 0x00007ff2d1362d12
     0.00%     0.00%  kworker/38:1-ev  [kernel.kallsyms]  [k] iterate_groups
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]  [k] pwq_dec_nr_in_flight
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1448     [.] 0x00007fcbc9748d21
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000a072e9
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x00000000008d7434
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2159     [.] 0x00007f59f56d1467
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] down_read
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] rwsem_down_read_slowpath
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1817     [.] 0x00007f2369a298bc
     0.00%     0.00%  migration/30     [kernel.kallsyms]  [k] __lock_text_start
     0.00%     0.00%  migration/30     [kernel.kallsyms]  [k] cpu_stop_should_run
     0.00%     0.00%  migration/41     [kernel.kallsyms]  [k] pull_rt_task
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  kworker/19:1-mm  [kernel.kallsyms]  [k] add_timer_on
     0.00%     0.00%  VM Thread        libjvm.so          [.] 0x0000000000ad3d74
     0.00%     0.00%  java             [kernel.kallsyms]  [k] sock_def_readable
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __neigh_notify
     0.00%     0.00%  java             [kernel.kallsyms]  [k] netlink_broadcast_filtered
     0.00%     0.00%  java             [kernel.kallsyms]  [k] nlmsg_notify
     0.00%     0.00%  java             [kernel.kallsyms]  [k] rtnl_notify
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2221     [.] 0x00007fef99517186
     0.00%     0.00%  VM Periodic Tas  libc.so.6          [.] 0x00000000000a5b61
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] rb_next
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] __switch_to
     0.00%     0.00%  Finalizer        [JIT] tid 1479     [.] 0x00007f6028fd058d
     0.00%     0.00%  EventFetcher fo  [kernel.kallsyms]  [k] futex_wait_setup
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2059     [.] 0x00007f980d85bbf7
     0.00%     0.00%  migration/33     [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] clear_buddies
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] __mem_cgroup_uncharge
     0.00%     0.00%  migration/6      [kernel.kallsyms]  [k] attach_task
     0.00%     0.00%  migration/21     [kernel.kallsyms]  [k] psi_group_change
     0.00%     0.00%  migration/21     [kernel.kallsyms]  [k] migration_cpu_stop
     0.00%     0.00%  migration/21     [kernel.kallsyms]  [k] move_queued_task
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x000000000046205a
     0.00%     0.00%  process reaper   [kernel.kallsyms]  [k] sync_regs
     0.00%     0.00%  migration/26     [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]  [k] __switch_to
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1747     [.] 0x00007f9ea56aa08f
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] select_task_rq_fair
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] __blk_mq_end_request
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] blk_complete_reqs
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] blk_done_softirq
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] blk_end_sync_rq
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] complete
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] scsi_complete
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] scsi_end_request
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] scsi_finish_command
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] scsi_io_completion
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] swake_up_locked
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] try_to_wake_up
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] wake_up_process
     0.00%     0.00%  migration/39     [kernel.kallsyms]  [k] arch_touch_nmi_watchdog
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]  [k] next_zone
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] cpu_stop_should_run
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] set_next_buddy
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]  [k] first_online_pgdat
     0.00%     0.00%  migration/46     [kernel.kallsyms]  [k] __update_load_avg_se
     0.00%     0.00%  migration/46     [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2059     [.] 0x00007f980d8e3d27
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]  [k] __wrgsbase_inactive
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] wake_q_add
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] apparmor_file_permission
     0.00%     0.00%  VM Periodic Tas  libc.so.6          [.] pthread_cond_init
     0.00%     0.00%  kworker/47:1-mm  [kernel.kallsyms]  [k] next_zone
     0.00%     0.00%  communication t  [JIT] tid 1915     [.] 0x00007fc92d0135b0
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2059     [.] 0x00007f980d06dbd7
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]  [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]  [k] blk_mq_timeout_work
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] prepare_ring
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] prepare_transfer
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] usb_get_device_descriptor
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] xhci_queue_ctrl_tx
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] xhci_urb_enqueue
     0.00%     0.00%  migration/17     [kernel.kallsyms]  [k] task_scan_start
     0.00%     0.00%  migration/8      [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  java             libc.so.6          [.] 0x00000000001b24b2
     0.00%     0.00%  java             [JIT] tid 1639     [.] 0x00007f1dc57b1fd5
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __switch_to
     0.00%     0.00%  migration/24     [kernel.kallsyms]  [k] kthread_should_stop
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] fill_pte
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] enqueue_timer
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] task_scan_start
     0.00%     0.00%  kworker/40:1-mm  [kernel.kallsyms]  [k] strnlen
     0.00%     0.00%  java             [kernel.kallsyms]  [k] nmi_cpu_backtrace_handler
     0.00%     0.00%  migration/17     [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.00%     0.00%  migration/17     [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  migration/17     [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  migration/17     [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] jbd2_write_access_granted.part.0
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] __ext4_journal_get_write_access
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] jbd2_journal_get_write_access
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1576     [.] 0x00007f9a494342af
     0.00%     0.00%  LocalJobRunner   libc.so.6          [.] 0x00000000001b26ea
     0.00%     0.00%  java             [kernel.kallsyms]  [k] intel_pmu_handle_irq
     0.00%     0.00%  kworker/36:0-rc  [kernel.kallsyms]  [k] osq_lock
     0.00%     0.00%  kworker/36:0-rc  [kernel.kallsyms]  [k] __mutex_lock.constprop.0
     0.00%     0.00%  kworker/36:0-rc  [kernel.kallsyms]  [k] __mutex_lock_slowpath
     0.00%     0.00%  kworker/36:0-rc  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/36:0-rc  [kernel.kallsyms]  [k] mutex_lock
     0.00%     0.00%  kworker/36:0-rc  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/36:0-rc  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]  [k] _find_next_bit
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] intel_bts_disable_local
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1639     [.] 0x00007f1dc5378cce
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]  [k] idle_cpu
     0.00%     0.00%  java             libc.so.6          [.] 0x00000000001b2950
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] rcu_note_context_switch
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] _find_next_bit
     0.00%     0.00%  migration/14     [kernel.kallsyms]  [k] complete
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1448     [.] 0x00007fcbc959c1fe
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] next_zone
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1747     [.] 0x00007f9ea56a9c68
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]  [k] native_sched_clock
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]  [k] sched_clock_cpu
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]  [k] next_zone
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1995     [.] 0x00007ff4596bda2d
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] restore_altstack
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2159     [.] 0x00007f59f558fe77
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1995     [.] 0x00007ff4593b2700
     0.00%     0.00%  kworker/41:1-ev  [kernel.kallsyms]  [k] _find_first_bit
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1817     [.] 0x00007f2369a29b96
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1817     [.] 0x00007f2369a29bea
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] cgroup_css_set_put_fork
     0.00%     0.00%  migration/13     [kernel.kallsyms]  [k] balance_rt
     0.00%     0.00%  kworker/22:1-mm  [kernel.kallsyms]  [k] __cond_resched
     0.00%     0.00%  java             [JIT] tid 2159     [.] 0x00007f59f50135b0
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]  [k] _find_first_bit
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] memcpy
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1479     [.] 0x00007f60294245c3
     0.00%     0.00%  java             [kernel.kallsyms]  [k] build_skb
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] rcu_all_qs
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] set_pte
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2159     [.] 0x00007f59f575145b
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]  [k] psi_task_switch
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1576     [.] 0x00007f9a494343c5
     0.00%     0.00%  LocalJobRunner   libjvm.so          [.] 0x000000000095f135
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] task_nr_scan_windows.isra.0
     0.00%     0.00%  communication t  libmanagement.so   [.] Java_sun_management_GarbageCollectorImpl_getCollectionTime
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] del_timer_sync
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] __lock_text_start
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] unlock_page_memcg
     0.00%     0.00%  kworker/27:2-ev  [kernel.kallsyms]  [k] iterate_groups
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1817     [.] 0x00007f2369a29c37
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2159     [.] 0x00007f59f558fcf6
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __migration_entry_wait
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] do_swap_page
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] migration_entry_wait
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] put_and_wait_on_page_locked
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]  [k] enqueue_timer
     0.00%     0.00%  kworker/46:1-ev  [kernel.kallsyms]  [k] fold_diff
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] update_cfs_rq_h_load
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] task_numa_find_cpu
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000638b85
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]  [k] _find_next_bit
