# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 11935416462012
#
# Children      Self  Command          Shared Object      Symbol                                                        
# ........  ........  ...............  .................  ..............................................................
#
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] dma_pool_free
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] set_root
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] nd_jump_root
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] path_init
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ima_file_free
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] wait_on_page_writeback
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] submit_bio_noacct
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] submit_bio
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  kworker/46:1-ev  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] do_page_mkwrite
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] do_wp_page
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] ext4_page_mkwrite
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] fscrypt_free_bounce_page
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __perf_event_header__init_id
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] putback_lru_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] idr_find
     0.00%     0.00%  java             [kernel.kallsyms]  [k] update_vsyscall
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __cgroup_account_cputime_field
     0.00%     0.00%  :-1              [kernel.kallsyms]  [k] radix_tree_delete_item
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ut_create_internal_object_dbg
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] __submit_bio
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] ext4_mb_mark_diskspace_used
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.00%     0.00%  java             [kernel.kallsyms]  [k] rwsem_mark_wake
     0.00%     0.00%  InMemoryMerger   [JIT] tid 1576     [.] 0x00007f9a490007d9
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] ext4_da_get_block_prep
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2221     [.] 0x00007fef999ea011
     0.00%     0.00%  java             [kernel.kallsyms]  [k] path_openat
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] wbt_track
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] __rq_qos_track
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] call_timer_fn
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] process_timeout
     0.00%     0.00%  pool-4-thread-1  [JIT] tid 1817     [.] 0x00007f2369ec96d2
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __d_alloc
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] d_alloc
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] d_alloc_parallel
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] get_timespec64
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] force_sig_fault
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]  [k] radix_tree_node_rcu_free
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] check_preempt_curr
     0.00%     0.00%  migration/31     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/31     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  migration/31     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] fscrypt_mergeable_bio
     0.00%     0.00%  java             [kernel.kallsyms]  [k] put_task_stack
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] iterate_groups
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]  [k] fscrypt_mergeable_bio_bh
     0.00%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] xas_load
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vm_area_dup
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] setup_object.isra.0
     0.00%     0.00%  kworker/25:1-ev  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] force_sig_info_to_task
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] rb_insert_color
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] ext4_da_update_reserve_space
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ut_update_ref_count
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ___slab_alloc
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_slab
     0.00%     0.00%  InMemoryMerger   [JIT] tid 1576     [.] 0x00007f9a490006ee
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __percpu_counter_sum
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ut_allocate_object_desc_dbg
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] ext4_mb_mark_diskspace_used
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] hash_futex
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_ext_try_to_merge
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_free_blocks
     0.00%     0.00%  migration/6      [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  kworker/41:1-ev  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] tick_program_event
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] __radix_tree_lookup
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] radix_tree_lookup
     0.00%     0.00%  migration/44     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  pool-4-thread-1  [JIT] tid 2059     [.] 0x00007f980d91faa5
     0.00%     0.00%  java             [kernel.kallsyms]  [k] acpi_os_read_port
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __mem_cgroup_threshold
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] mb_update_avg_fragment_size.isra.0
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] ext4_mb_use_best_found
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] mb_mark_used
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] check_preempt_curr
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1995     [.] 0x00007ff459abf152
     0.00%     0.00%  (spawn)          [kernel.kallsyms]  [k] bprm_execve
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] crypto_shash_update
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] ext4_block_bitmap_csum_set
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_read_bh_nowait
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] submit_bh
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] submit_bh_wbc
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] clockevents_program_event
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __generic_file_write_iter
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] generic_file_write_iter
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]  [k] drain_local_pages_wq
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]  [k] drain_pages_zone
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] workingset_refault
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ex_system_memory_space_handler
     0.00%     0.00%  LocalDistribute  [kernel.kallsyms]  [k] filp_close
     0.00%     0.00%  LocalDistribute  [kernel.kallsyms]  [k] __x64_sys_close
     0.00%     0.00%  LocalDistribute  [kernel.kallsyms]  [k] close_fd
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __wake_up
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __wake_up_common_lock
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_statfs
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] ktime_get
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] get_futex_key
     0.00%     0.00%  migration/31     [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  migration/28     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  migration/28     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/28     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] __kmalloc
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __sys_recvmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __x64_sys_recvmsg
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] mntput_no_expire
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __d_lookup_rcu
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] _raw_spin_trylock
     0.00%     0.00%  java             [kernel.kallsyms]  [k] acpi_hw_gpe_read
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] rcu_core
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] rcu_core_si
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.00%     0.00%  top              [kernel.kallsyms]  [k] proc_task_name
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] timerqueue_add
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] __queue_work
     0.00%     0.00%  kworker/dying    [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/dying    [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1747     [.] 0x00007f9ea55c70c9
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] down_read
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] strncpy
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  kworker/34:2-ev  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  pool-4-thread-1  [JIT] tid 2159     [.] 0x00007f59f5a7da22
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] irq_exit_rcu
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] page_mapped
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] is_cpu_allowed
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] save_fpregs_to_fpstate
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] next_zone
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  kworker/30:2-mm  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] page_mapped
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] raise_softirq
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  InMemoryMerger   [JIT] tid 1995     [.] 0x00007ff4590006d1
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] blk_cgroup_bio_start
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] refill_stock
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] _extract_crng
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] clockevents_program_event
     0.00%     0.00%  kworker/46:1-ev  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] up_write
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] workingset_eviction
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] shrink_slab
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] apparmor_file_permission
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] try_to_migrate_one
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  kworker/47:1-mm  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/47:1-mm  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2266     [.] 0x00007ff2d1507fc7
     0.00%     0.00%  LocalDistribute  [kernel.kallsyms]  [k] page_counter_charge
     0.00%     0.00%  LocalDistribute  [kernel.kallsyms]  [k] mem_cgroup_migrate
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] ext4_read_block_bitmap_nowait
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] expected_page_refs
     0.00%     0.00%  InMemoryMerger   [JIT] tid 1479     [.] 0x00007f6028fbd8b8
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] __ext4_get_inode_loc
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] ext4_sb_breadahead_unmovable
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __rq_qos_done
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2266     [.] 0x00007ff2d1a356d7
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ptep_clear_flush
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] clockevents_program_event
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] handle_fasteoi_irq
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] do_page_cache_ra
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] filemap_fault
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] get_user_pages_fast
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __getblk_gfp
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]  [k] acpi_ex_extract_from_field
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] putback_lru_page
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] kfree
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] add_interrupt_randomness
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] bit_cursor
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_mmap
     0.00%     0.00%  InMemoryMerger   [JIT] tid 2059     [.] 0x00007f980d0008b8
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] radix_tree_node_rcu_free
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __bitmap_or_equal
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vm_area_alloc
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] task_numa_find_cpu
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] rwsem_wake.isra.0
     0.00%     0.00%  java             [kernel.kallsyms]  [k] delayed_put_task_struct
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] shrink_active_list
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] timerqueue_add
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]  [k] __lock_text_start
     0.00%     0.00%  java             [kernel.kallsyms]  [k] irq_work_run_list
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/37:1-ev  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  :-1              [kernel.kallsyms]  [k] __radix_tree_lookup
     0.00%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] ext4_mb_load_buddy_gfp
     0.00%     0.00%  migration/18     [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]  [k] bio_add_page
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]  [k] __blk_rq_map_sg
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] irq_work_needs_cpu
     0.00%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] flush_memcg_stats_dwork
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/4      [kernel.kallsyms]  [k] radix_tree_node_rcu_free
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __do_munmap
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] update_cfs_group
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] wbt_track
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] __rq_qos_track
     0.00%     0.00%  kworker/9:3-eve  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/9:3-eve  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/9:3-eve  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] kfree
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] rcu_gp_cleanup
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] rcu_sched_clock_irq
     0.00%     0.00%  InMemoryMerger   [JIT] tid 2159     [.] 0x00007f59f50006ee
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __do_sys_prctl
     0.00%     0.00%  migration/27     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  migration/27     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/27     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] send_signal
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] arch_do_signal_or_restart
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] workingset_refault
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] balance_dirty_pages
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] mem_cgroup_wb_stats
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] blk_attempt_plug_merge
     0.00%     0.00%  migration/12     [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] ext4_inode_block_valid
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] __check_block_validity.constprop.0
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] security_file_permission
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] update_cfs_group
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] release_pages
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] perf_event_task_tick
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] mem_cgroup_css_from_page
     0.00%     0.00%  localfetcher#1   [JIT] tid 1747     [.] 0x00007f9ea518827b
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] profile_tick
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] account_process_tick
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] rwsem_wake.isra.0
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]  [k] nvme_submit_cmd
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2159     [.] 0x00007f59f579907a
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] generic_perform_write
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] shmem_getpage_gfp
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] shmem_write_begin
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] alloc_page_buffers
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] create_empty_buffers
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] mb_find_extent
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] irq_exit_rcu
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] run_rebalance_domains
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_match.part.0
     0.00%     0.00%  InMemoryMerger   [JIT] tid 1479     [.] 0x00007f6028fbd6d1
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __do_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] filemap_fault
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] tick_sched_handle
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] tick_sched_timer
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] update_process_times
     0.00%     0.00%  top              [kernel.kallsyms]  [k] apparmor_file_alloc_security
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_lseek
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] jbd2_journal_write_revoke_records
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] available_idle_cpu
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] unlock_page
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] __find_get_block
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] alloc_buffer_head
     0.00%     0.00%  pool-4-thread-1  [JIT] tid 2266     [.] 0x00007ff2d1a354e2
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] update_wall_time
     0.00%     0.00%  InMemoryMerger   [JIT] tid 2266     [.] 0x00007ff2d10006f2
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __irqentry_text_start
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] ext4_inode_csum_set
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] acct_account_cputime
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __send_signal
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] sg_next
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] buffer_check_dirty_writeback
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] __ptep_modify_prot_start
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_qs
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] idr_find
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] timekeeping_advance
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]  [k] bio_advance
