# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 131K of event 'cycles'
# Event count (approx.): 2536711226545
#
# Children      Self  Command          Shared Object                       Symbol                                           
# ........  ........  ...............  ..................................  .................................................
#
     0.01%     0.00%  ReadStage-157    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-157    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] copy_user_enhanced_fast_string
     0.01%     0.00%  Thread-65        [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Thread-65        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-65        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-79        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-79        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  Thread-133       [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] copy_user_generic_unrolled
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_def_readable
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] perf_event_task_tick
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] hrtimer_try_to_cancel.part.0
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] _raw_spin_trylock
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-10        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-10        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-56        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-56        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] is_cpu_allowed
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_schedule_loss_probe.part.0
     0.01%     0.00%  ReadStage-19     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-77        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-77        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] get_next_freq
     0.01%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] jbd2_journal_stop
     0.01%     0.00%  MutationStage-2  [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] down_read
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_try_coalesce
     0.01%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.01%  kswapd0          [kernel.kallsyms]                   [k] rcu_read_unlock_strict
     0.01%     0.00%  Thread-74        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  kswapd0          [kernel.kallsyms]                   [k] es_do_reclaim_extents
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] page_update_gen
     0.01%     0.00%  Thread-76        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __irqentry_text_end
     0.01%     0.00%  Thread-133       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-133       [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] block_page_mkwrite
     0.01%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] shrink_page_list
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] evict_pages
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] shrink_lruvec
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] shrink_node
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] shrink_page_list
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] try_to_free_pages
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     0.01%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  Thread-80        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-80        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-129    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  Thread-108       [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Thread-22        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-9         [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-73        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-144       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tick_sched_handle
     0.01%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] ext4_readahead
     0.01%     0.00%  systemd-udevd    [kernel.kallsyms]                   [k] __x64_sys_openat
     0.01%     0.00%  systemd-udevd    [kernel.kallsyms]                   [k] do_filp_open
     0.01%     0.00%  systemd-udevd    [kernel.kallsyms]                   [k] do_sys_openat2
     0.01%     0.00%  systemd-udevd    [kernel.kallsyms]                   [k] path_openat
     0.01%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-81        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-81        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] uncharge_page
     0.01%     0.00%  Thread-107       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] filemap_map_pages
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] kmem_cache_free
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] try_to_unmap_flush_dirty
     0.01%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-30        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] __sysvec_call_function_single
     0.01%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __fget_light
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  Thread-97        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  Thread-89        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] arch_tlbbatch_flush
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.01%     0.00%  Thread-26        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  Thread-104       [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-104       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-78        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  Thread-146       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  Thread-33        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-33        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-44        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-99        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] move_to_new_page
     0.01%     0.00%  Thread-4         [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] shrink_page_list
     0.01%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  Thread-85        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-85        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] cpumask_next_wrap
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] cpumask_next
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-119       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] workingset_update_node
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] native_sched_clock
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]                   [k] smp_call_function_many_cond
     0.01%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-88        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-88        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-10        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-139    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] evict_pages
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] shrink_lruvec
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] shrink_node
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] try_to_free_pages
     0.01%     0.00%  Thread-94        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-101       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] rmap_walk_file
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  Thread-46        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.01%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_es_lookup_extent
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] evict_pages
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] shrink_lruvec
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] shrink_node
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] shrink_page_list
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] try_to_free_pages
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] evict_pages
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] shrink_lruvec
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] shrink_node
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] try_to_free_pages
     0.01%     0.00%  Thread-125       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-125       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-39     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-121       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-121       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  kworker/u98:2-w  [kernel.kallsyms]                   [k] __test_set_page_writeback
     0.01%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __unqueue_futex
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] tick_nohz_idle_retain_tick
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] grab_cache_page_write_begin
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] pagecache_get_page
     0.01%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-20        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.01%  Native-Transpor  libc.so.6                           [.] prctl
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] crypto_shash_update
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  Thread-16        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-16        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-157    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  Thread-90        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-90        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] memchr_inv
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] check_stack_object
     0.01%     0.00%  Thread-27        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] rmap_walk_file
     0.01%     0.00%  Thread-57        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-64     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] do_try_to_free_pages
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] evict_pages
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] shrink_lruvec
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] shrink_node
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] shrink_page_list
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] try_to_free_pages
     0.01%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] evict_pages
     0.01%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] shrink_lruvec
     0.01%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] shrink_page_list
     0.01%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sk_filter_trim_cap
     0.01%     0.00%  Thread-41        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-41        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] psi_flags_change
     0.01%     0.00%  Thread-34        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-115    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] xas_create
     0.01%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __lock_text_start
     0.01%     0.01%  kswapd1          [kernel.kallsyms]                   [k] jbd2_journal_grab_journal_head
     0.01%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-111       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-111       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-19     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-19     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] end_swap_bio_write
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.01%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.01%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-13        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-13        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.01%  ReadStage-13     [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.01%     0.01%  NonPeriodicTask  [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] release_pages
