# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8556284436989
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    25.99%     0.26%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    24.14%     0.27%  java             [kernel.kallsyms]  [k] exc_page_fault
    21.96%     0.33%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    19.16%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    19.14%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    17.82%     0.19%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    17.67%     0.84%  java             [kernel.kallsyms]  [k] handle_mm_fault
    16.18%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    15.40%     0.25%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
    15.39%     3.56%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    14.55%     0.42%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
    13.45%     1.54%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     9.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     9.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     9.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     9.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     9.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     9.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     9.49%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     8.56%     0.21%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     8.42%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     8.42%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     8.42%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     8.41%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     8.41%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     8.41%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     8.41%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     7.54%     0.16%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     7.49%     7.12%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     7.10%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     7.10%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     7.08%     0.02%  swapper          [kernel.kallsyms]  [k] do_idle
     6.87%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     6.74%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     6.74%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     6.57%     6.56%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     6.47%     0.54%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     6.39%     0.48%  java             [kernel.kallsyms]  [k] migrate_pages
     5.07%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages_vma
     4.95%     4.92%  LocalJobRunner   [kernel.kallsyms]  [k] clear_page_erms
     4.92%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     4.86%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     4.83%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     4.62%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     4.53%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     4.51%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     4.33%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_work_run
     4.32%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_work
