# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3710774063522
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ...................................  ...............................................................................................................................................................................................................
#
    47.19%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    47.15%     0.05%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    35.73%     0.04%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    35.47%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    35.17%     0.12%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    34.98%     0.52%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    25.06%     0.16%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    24.31%    23.49%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    24.22%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    22.07%     0.08%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    22.01%     0.29%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    21.98%     0.18%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    21.62%     0.62%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    19.01%     0.49%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    18.52%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    17.68%     0.06%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    16.67%     0.03%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    16.47%     0.53%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    12.47%     0.63%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.14%     0.10%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    10.70%     0.18%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.30%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.24%     0.07%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.14%     0.02%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.10%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.43%     0.08%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     6.39%     0.06%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     5.58%     0.70%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.21%     0.29%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     4.96%     0.47%  Executor task l  [kernel.kallsyms]                    [k] __add_to_page_cache_locked
     4.88%     0.03%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     4.88%     0.57%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     4.72%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     4.63%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     4.38%     0.20%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
     4.30%     2.17%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.30%     0.04%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     4.20%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     4.13%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     3.59%     0.08%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_begin
     2.93%     0.04%  Executor task l  [kernel.kallsyms]                    [k] alloc_pages_vma
     2.70%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     2.70%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
