# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 14019546192912
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    37.93%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    37.92%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    37.92%     0.00%  swapper          [kernel.kallsyms]  [k] do_idle
    37.80%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    37.80%     0.02%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    37.63%    35.39%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    36.51%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    18.40%     0.14%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    17.42%     0.25%  java             [kernel.kallsyms]  [k] exc_page_fault
    15.52%     0.17%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    11.54%     0.55%  java             [kernel.kallsyms]  [k] handle_mm_fault
    10.07%     2.53%  java             [kernel.kallsyms]  [k] __handle_mm_fault
     9.15%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     8.49%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     8.49%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
     8.10%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     7.66%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     7.19%     0.25%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     6.56%     0.86%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     4.50%     0.08%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     4.24%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     4.24%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     4.24%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     4.24%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
