# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2325602379511
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    31.91%     0.07%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    30.98%     0.04%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    27.27%     0.33%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    26.73%     0.57%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    23.43%     0.48%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    22.95%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    22.08%     0.04%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    20.95%     0.04%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    20.84%     0.84%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    15.58%     0.70%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.22%     0.03%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    12.19%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
     7.41%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
     7.30%     0.04%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
     7.18%     0.05%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
     7.10%     0.13%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     7.09%     0.78%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     6.04%     0.53%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     5.71%     0.04%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     5.51%     2.41%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     5.49%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     5.39%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     4.82%     0.03%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     4.72%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     4.64%     0.04%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     4.28%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] kcompactd
     4.28%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] kthread
     4.28%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] ret_from_fork
     4.28%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] compact_zone
     4.28%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] proactive_compact_node
     4.22%     0.01%  kcompactd0       [kernel.kallsyms]                    [k] unmap_and_move
     4.22%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] migrate_pages
     4.02%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     3.99%     0.05%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     3.94%     3.86%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     3.72%     0.01%  kcompactd0       [kernel.kallsyms]                    [k] __unmap_and_move
     3.51%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     3.43%     0.07%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
     3.22%     0.09%  Executor task l  [kernel.kallsyms]                    [k] alloc_pages_vma
     3.16%     0.34%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     2.96%     1.22%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     2.87%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     2.86%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     2.78%     0.03%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     2.64%     0.05%  Executor task l  [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     2.62%     0.03%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     2.58%     2.53%  Executor task l  [kernel.kallsyms]                    [k] clear_page_rep
     2.53%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_filp_open
     2.52%     0.01%  Executor task l  [kernel.kallsyms]                    [k] path_openat
     2.47%     0.48%  Executor task l  [kernel.kallsyms]                    [k] __softirqentry_text_start
     2.14%     1.08%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     2.02%     0.02%  kcompactd0       [kernel.kallsyms]                    [k] rmap_walk_anon
     1.94%     0.01%  kcompactd0       [kernel.kallsyms]                    [k] try_to_migrate
