# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3681208568946
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ..................................  ...............................................................................................................................................................................................................
#
    46.51%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    46.46%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    34.74%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    34.49%     0.06%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    34.21%     0.12%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    34.00%     0.44%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    25.89%     0.17%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    24.90%    24.03%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    24.86%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    22.70%     0.29%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    22.62%     0.10%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    22.52%     0.16%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    22.32%     0.56%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    19.72%     0.47%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    19.25%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    18.33%     0.06%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    17.22%     0.05%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    17.02%     0.57%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    12.82%     0.56%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    10.70%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     9.48%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.42%     0.07%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.32%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.30%     0.14%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.28%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.59%     0.09%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     5.87%     0.70%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.44%     0.08%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.06%     0.52%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.80%     0.24%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     4.62%     0.03%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     4.53%     2.30%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.43%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     4.34%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.11%     0.38%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     3.98%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     3.89%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     3.87%     0.13%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.82%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     3.69%     0.08%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     3.12%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     3.12%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     3.12%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     3.11%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
     3.11%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node
     3.11%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node_memcgs
     2.72%     0.04%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     2.70%     0.10%  Executor task l  [kernel.kallsyms]                   [k] copy_page_from_iter_atomic
     2.59%     0.03%  Executor task l  [kernel.kallsyms]                   [k] read_pages
     2.47%     1.06%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     2.06%     2.06%  Executor task l  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath.part.0
     1.89%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     1.87%     0.02%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     1.86%     1.80%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
     1.85%     0.01%  kswapd0          [kernel.kallsyms]                   [k] lru_gen_shrink_lruvec
     1.81%     0.00%  kswapd0          [kernel.kallsyms]                   [k] evict_pages
     1.77%     0.15%  Executor task l  [kernel.kallsyms]                   [k] ext4_mpage_readpages
     1.75%     0.29%  Executor task l  [kernel.kallsyms]                   [k] rmqueue
     1.64%     0.98%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     1.64%     0.07%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_end
     1.64%     0.24%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     1.60%     0.01%  Executor task l  [kernel.kallsyms]                   [k] grab_cache_page_write_begin
     1.58%     0.03%  Executor task l  [kernel.kallsyms]                   [k] pagecache_get_page
     1.57%     0.07%  Executor task l  [kernel.kallsyms]                   [k] __block_write_begin_int
     1.52%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __mark_inode_dirty
     1.45%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kcompactd
     1.45%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kthread
     1.45%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] ret_from_fork
     1.45%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] compact_zone
     1.44%     0.10%  kswapd0          [kernel.kallsyms]                   [k] shrink_page_list
     1.42%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] migrate_pages
     1.42%     1.19%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
     1.42%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] unmap_and_move
     1.40%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] proactive_compact_node
     1.39%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ext4_dirty_inode
     1.39%     0.15%  Executor task l  [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     1.38%     0.95%  Executor task l  [kernel.kallsyms]                   [k] update_curr
     1.36%     0.69%  Executor task l  [kernel.kallsyms]                   [k] xas_load
     1.36%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] __unmap_and_move
     1.36%     0.14%  Executor task l  [kernel.kallsyms]                   [k] lru_cache_add
     1.35%     0.03%  Executor task l  [kernel.kallsyms]                   [k] generic_write_end
     1.27%     0.00%  Executor task l  [kernel.kallsyms]                   [k] asm_common_interrupt
     1.25%     0.13%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     1.25%     0.01%  Executor task l  [kernel.kallsyms]                   [k] common_interrupt
     1.21%     0.01%  kswapd0          [kernel.kallsyms]                   [k] do_shrink_slab
     1.21%     0.13%  Executor task l  [kernel.kallsyms]                   [k] __pagevec_lru_add
     1.19%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_slab_memcg
     1.17%     0.02%  Executor task l  [kernel.kallsyms]                   [k] mem_cgroup_charge
     1.16%     1.12%  Executor task l  [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     1.16%     0.02%  Executor task l  [kernel.kallsyms]                   [k] __ext4_mark_inode_dirty
     1.16%     0.67%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_read_batch
     1.14%     0.00%  kswapd0          [kernel.kallsyms]                   [k] super_cache_scan
     1.13%     0.00%  kswapd0          [kernel.kallsyms]                   [k] prune_icache_sb
     1.13%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __common_interrupt
     1.11%     0.72%  Executor task l  [kernel.kallsyms]                   [k] rmqueue_bulk
     1.10%     0.00%  Executor task l  [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     1.10%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __list_lru_walk_one
     1.10%     0.00%  kswapd0          [kernel.kallsyms]                   [k] list_lru_walk_one
     1.10%     0.00%  kswapd0          [kernel.kallsyms]                   [k] inode_lru_isolate
     1.10%     0.01%  kswapd0          [kernel.kallsyms]                   [k] __invalidate_mapping_pages
     1.10%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_edge_irq
     1.04%     0.15%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     1.04%     0.15%  Executor task l  [kernel.kallsyms]                   [k] rcu_sched_clock_irq
     1.00%     0.01%  Executor task l  [kernel.kallsyms]                   [k] handle_irq_event
     1.00%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] rmap_walk_anon
     0.99%     0.30%  Executor task l  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.98%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] try_to_migrate
     0.97%     0.01%  kcompactd0       [kernel.kallsyms]                   [k] try_to_migrate_one
     0.95%     0.04%  Executor task l  [kernel.kallsyms]                   [k] schedule
     0.94%     0.03%  kcompactd0       [kernel.kallsyms]                   [k] flush_tlb_mm_range
     0.94%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] ptep_clear_flush
     0.94%     0.15%  Executor task l  [kernel.kallsyms]                   [k] __schedule
     0.94%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.93%     0.00%  swapper          [kernel.kallsyms]                   [k] cpu_startup_entry
