# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 16K of event 'cycles'
# Event count (approx.): 9151984292462
#
# Children      Self  Command          Shared Object                       Symbol                                           
# ........  ........  ...............  ..................................  .................................................
#
     1.94%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] invalidate_mapping_pagevec
     1.93%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __hrtimer_run_queues
     1.93%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] enqueue_task
     1.92%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __x64_sys_writev
     1.92%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_writev
     1.91%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] vfs_writev
     1.90%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_iter_write
     1.90%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] do_syscall_64
     1.88%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sock_write_iter
     1.88%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_iter_readv_writev
     1.88%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sock_sendmsg
     1.87%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_sendmsg
     1.87%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] inet_sendmsg
     1.85%     0.02%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_sendmsg_locked
     1.78%     0.03%  cluster1-nio-wo  [kernel.kallsyms]                   [k] enqueue_task_fair
     1.74%     1.65%  cluster1-nio-wo  [kernel.kallsyms]                   [k] enqueue_entity
     1.68%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] tick_sched_timer
     1.68%     1.68%  Native-Transpor  [kernel.kallsyms]                   [k] native_write_msr
     1.68%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] update_process_times
     1.67%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] tick_sched_handle
     1.67%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] scheduler_tick
     1.66%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] perf_event_task_tick
     1.65%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] intel_pmu_enable_all
     1.65%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] x86_pmu_enable
     1.65%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] read_pages
     1.55%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] ext4_readahead
     1.54%     0.01%  swapper          [kernel.kallsyms]                   [k] schedule_idle
     1.53%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] ext4_mpage_readpages
     1.50%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] get_page_from_freelist
     1.50%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __alloc_pages
     1.50%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] alloc_pages
     1.50%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sk_page_frag_refill
     1.50%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_page_frag_refill
     1.50%     0.15%  swapper          [kernel.kallsyms]                   [k] __schedule
     1.49%     0.16%  NonPeriodicTask  [kernel.kallsyms]                   [k] deactivate_file_page
     1.48%     1.48%  epollEventLoopG  [kernel.kallsyms]                   [k] clear_page_erms
     1.43%     1.41%  Native-Transpor  [kernel.kallsyms]                   [k] lru_gen_add_page
     1.39%     0.05%  Native-Transpor  [kernel.kallsyms]                   [k] __x64_sys_futex
     1.34%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] ext4_map_blocks
     1.34%     0.05%  Native-Transpor  [kernel.kallsyms]                   [k] do_futex
     1.32%     0.25%  NonPeriodicTask  [kernel.kallsyms]                   [k] pagevec_lru_move_fn
     1.26%     0.02%  kswapd1          [kernel.kallsyms]                   [k] __remove_mapping
     1.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] ext4_ext_map_blocks
     1.19%     0.00%  kswapd1          [kernel.kallsyms]                   [k] __delete_from_page_cache
     1.18%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] ext4_find_extent
     1.16%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __getblk_gfp
     1.16%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __read_extent_tree_block
     1.16%     0.06%  Native-Transpor  [kernel.kallsyms]                   [k] futex_wait
     1.15%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __find_get_block
     1.15%     0.01%  kswapd1          [kernel.kallsyms]                   [k] page_cache_delete
     1.14%     1.14%  Native-Transpor  [kernel.kallsyms]                   [k] mark_page_accessed
     1.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] ondemand_readahead
     1.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] page_cache_async_ra
     0.94%     0.03%  NonPeriodicTask  [kernel.kallsyms]                   [k] lock_page_lruvec_irqsave
     0.93%     0.93%  kswapd1          [kernel.kallsyms]                   [k] xas_init_marks
     0.93%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.91%     0.05%  Native-Transpor  [kernel.kallsyms]                   [k] schedule
     0.91%     0.03%  NonPeriodicTask  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.89%     0.02%  kswapd0          [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.89%     0.00%  kswapd0          [kernel.kallsyms]                   [k] arch_tlbbatch_flush
     0.89%     0.00%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap_flush
     0.88%     0.88%  NonPeriodicTask  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.87%     0.00%  kswapd0          [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     0.84%     0.77%  Native-Transpor  [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.84%     0.06%  kswapd0          [kernel.kallsyms]                   [k] smp_call_function_many_cond
     0.82%     0.02%  swapper          [kernel.kallsyms]                   [k] cpuidle_select
     0.82%     0.12%  Native-Transpor  [kernel.kallsyms]                   [k] __schedule
     0.79%     0.58%  swapper          [kernel.kallsyms]                   [k] menu_select
     0.76%     0.76%  kswapd0          [kernel.kallsyms]                   [k] native_write_msr
     0.76%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __x2apic_send_IPI_mask
     0.76%     0.00%  kswapd0          [kernel.kallsyms]                   [k] native_send_call_func_ipi
     0.76%     0.00%  kswapd0          [kernel.kallsyms]                   [k] x2apic_send_IPI_mask
     0.75%     0.01%  swapper          [kernel.kallsyms]                   [k] common_interrupt
     0.75%     0.00%  swapper          [kernel.kallsyms]                   [k] asm_common_interrupt
     0.73%     0.02%  swapper          [kernel.kallsyms]                   [k] try_to_wake_up
     0.73%     0.00%  swapper          [kernel.kallsyms]                   [k] __common_interrupt
     0.72%     0.00%  swapper          [kernel.kallsyms]                   [k] handle_edge_irq
     0.72%     0.00%  swapper          [kernel.kallsyms]                   [k] handle_irq_event
     0.69%     0.00%  swapper          [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.69%     0.01%  swapper          [kernel.kallsyms]                   [k] nvme_irq
     0.69%     0.01%  swapper          [kernel.kallsyms]                   [k] nvme_process_cq
     0.66%     0.00%  swapper          [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] __schedule
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] __x64_sys_futex
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] do_futex
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] do_syscall_64
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] futex_wait
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] schedule
     0.63%     0.63%  Thread-140       [kernel.kallsyms]                   [k] __calc_delta
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] dequeue_entity
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] dequeue_task
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] dequeue_task_fair
     0.63%     0.00%  Thread-140       [kernel.kallsyms]                   [k] update_curr
     0.63%     0.00%  swapper          [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.62%     0.00%  swapper          [kernel.kallsyms]                   [k] nvme_complete_rq
     0.62%     0.00%  swapper          [kernel.kallsyms]                   [k] blk_mq_end_request
     0.59%     0.01%  swapper          [kernel.kallsyms]                   [k] blk_update_request
     0.58%     0.00%  swapper          [kernel.kallsyms]                   [k] bio_endio
     0.58%     0.00%  swapper          [kernel.kallsyms]                   [k] mpage_end_io
     0.57%     0.00%  kswapd0          [kernel.kallsyms]                   [k] rmap_walk
     0.57%     0.03%  swapper          [kernel.kallsyms]                   [k] __read_end_io
     0.55%     0.00%  swapper          [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.54%     0.01%  kswapd0          [kernel.kallsyms]                   [k] rmap_walk_file
     0.53%     0.01%  swapper          [kernel.kallsyms]                   [k] unlock_page
     0.53%     0.01%  swapper          [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.52%     0.00%  swapper          [kernel.kallsyms]                   [k] wake_up_page_bit
     0.51%     0.00%  swapper          [kernel.kallsyms]                   [k] __wake_up_common
     0.51%     0.00%  swapper          [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.51%     0.00%  swapper          [kernel.kallsyms]                   [k] wake_page_function
     0.51%     0.00%  swapper          [kernel.kallsyms]                   [k] wake_up_state
     0.50%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] alloc_pages
     0.49%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __page_cache_alloc
     0.48%     0.48%  swapper          [kernel.kallsyms]                   [k] is_cpu_allowed
     0.48%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __alloc_pages
     0.47%     0.00%  kswapd1          [kernel.kallsyms]                   [k] rmap_walk
     0.45%     0.07%  Native-Transpor  [kernel.kallsyms]                   [k] get_page_from_freelist
     0.44%     0.01%  kswapd1          [kernel.kallsyms]                   [k] rmap_walk_file
     0.44%     0.44%  swapper          [unknown]                           [.] 0000000000000000
     0.41%     0.01%  swapper          [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.41%     0.01%  swapper          [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.40%     0.40%  cluster1-nio-wo  [kernel.kallsyms]                   [k] available_idle_cpu
     0.38%     0.38%  ReadStage-35     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.38%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.38%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.38%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.38%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] sysvec_call_function
     0.38%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] dequeue_task
     0.38%     0.04%  Native-Transpor  [kernel.kallsyms]                   [k] dequeue_task_fair
     0.37%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __do_munmap
     0.37%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __vm_munmap
     0.37%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __x64_sys_munmap
     0.37%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_region
     0.37%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] try_to_wake_up
     0.36%     0.00%  kswapd0          [kernel.kallsyms]                   [k] page_referenced
     0.33%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_single_vma
     0.33%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_vmas
     0.33%     0.02%  kswapd0          [kernel.kallsyms]                   [k] page_referenced_one
     0.32%     0.21%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_page_range
     0.32%     0.30%  Native-Transpor  [kernel.kallsyms]                   [k] clear_page_erms
     0.32%     0.20%  Native-Transpor  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.31%     0.01%  swapper          [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.31%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] dequeue_entity
     0.30%     0.02%  kswapd0          [kernel.kallsyms]                   [k] __remove_mapping
     0.29%     0.02%  swapper          [kernel.kallsyms]                   [k] ttwu_do_activate
     0.28%     0.27%  swapper          [kernel.kallsyms]                   [k] cpuidle_not_available
     0.28%     0.01%  kswapd1          [kernel.kallsyms]                   [k] page_referenced
     0.27%     0.02%  swapper          [kernel.kallsyms]                   [k] pick_next_task_fair
     0.26%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __delete_from_page_cache
     0.26%     0.05%  swapper          [kernel.kallsyms]                   [k] psi_task_switch
     0.25%     0.02%  swapper          [kernel.kallsyms]                   [k] enqueue_task
     0.25%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.24%     0.00%  swapper          [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.24%     0.00%  swapper          [kernel.kallsyms]                   [k] wake_up_process
     0.24%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.24%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] wake_up_process
     0.23%     0.03%  kswapd1          [kernel.kallsyms]                   [k] page_referenced_one
     0.22%     0.22%  swapper          [kernel.kallsyms]                   [k] psi_group_change
     0.22%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __do_sys_prctl
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ksys_read
     0.22%     0.01%  kswapd0          [kernel.kallsyms]                   [k] page_cache_delete
     0.22%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __x64_sys_read
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] vfs_read
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] new_sync_read
     0.21%     0.15%  swapper          [kernel.kallsyms]                   [k] switch_mm_irqs_off
     0.21%     0.19%  NonPeriodicTask  [kernel.kallsyms]                   [k] xas_find
     0.21%     0.03%  kswapd1          [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.21%     0.00%  kswapd1          [kernel.kallsyms]                   [k] arch_tlbbatch_flush
     0.21%     0.00%  kswapd1          [kernel.kallsyms]                   [k] try_to_unmap_flush
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_read_iter
     0.21%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] inet6_recvmsg
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_recvmsg
     0.21%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_recvmsg
     0.21%     0.00%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap
     0.20%     0.13%  Native-Transpor  [kernel.kallsyms]                   [k] update_load_avg
     0.20%     0.00%  kswapd1          [kernel.kallsyms]                   [k] try_to_unmap
     0.19%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_write_xmit
     0.19%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] do_syscall_64
     0.19%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.19%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ksys_write
     0.19%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __x64_sys_write
     0.19%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     0.19%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_file_write_iter
     0.19%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] new_sync_write
     0.19%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] vfs_write
     0.19%     0.07%  swapper          [kernel.kallsyms]                   [k] set_next_entity
     0.19%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_recvmsg_locked
     0.19%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] sysvec_call_function
     0.19%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] generic_perform_write
     0.19%     0.12%  kswapd0          [kernel.kallsyms]                   [k] isolate_pages
     0.19%     0.01%  kswapd1          [kernel.kallsyms]                   [k] xas_store
     0.18%     0.12%  swapper          [kernel.kallsyms]                   [k] update_load_avg
     0.18%     0.04%  swapper          [kernel.kallsyms]                   [k] enqueue_task_fair
     0.18%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __tcp_push_pending_frames
     0.18%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_push
     0.18%     0.18%  kswapd1          [kernel.kallsyms]                   [k] xas_create
     0.18%     0.16%  kswapd0          [kernel.kallsyms]                   [k] page_vma_mapped_walk
     0.18%     0.06%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap_one
     0.18%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] filemap_map_pages
     0.17%     0.05%  kswapd1          [kernel.kallsyms]                   [k] try_to_unmap_one
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] asm_common_interrupt
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] common_interrupt
     0.17%     0.00%  kswapd1          [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.17%     0.02%  swapper          [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.17%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] __tcp_transmit_skb
     0.17%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_nohz_get_sleep_length
     0.17%     0.02%  swapper          [kernel.kallsyms]                   [k] flush_smp_call_function_from_idle
     0.17%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __common_interrupt
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] ttwu_do_activate
     0.17%     0.02%  kswapd0          [kernel.kallsyms]                   [k] xas_store
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __sysvec_call_function
     0.16%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] handle_edge_irq
     0.16%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.16%     0.07%  kswapd1          [kernel.kallsyms]                   [k] isolate_pages
     0.16%     0.00%  kswapd0          [kernel.kallsyms]                   [k] free_unref_page_list
     0.16%     0.03%  cluster1-nio-wo  [kernel.kallsyms]                   [k] psi_task_change
     0.15%     0.10%  NonPeriodicTask  [kernel.kallsyms]                   [k] release_pages
     0.15%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] enqueue_task
     0.15%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] switch_fpu_return
     0.15%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __set_task_comm
     0.15%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.15%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __x64_sys_writev
     0.15%     0.15%  kswapd0          [kernel.kallsyms]                   [k] xas_create
     0.15%     0.02%  kswapd0          [kernel.kallsyms]                   [k] free_pcppages_bulk
     0.15%     0.00%  kswapd0          [kernel.kallsyms]                   [k] free_unref_page_commit.constprop.0
     0.15%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_process_cq
     0.15%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] handle_irq_event
     0.15%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_irq
     0.15%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_writev
     0.15%     0.07%  Native-Transpor  [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.14%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] vfs_writev
     0.14%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __ip_queue_xmit
     0.14%     0.10%  kswapd0          [kernel.kallsyms]                   [k] lru_gen_look_around
     0.14%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_finish_output
     0.14%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_local_out
     0.14%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_output
     0.14%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_queue_xmit
     0.14%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_iter_readv_writev
     0.14%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_iter_write
     0.14%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.14%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] perf_event_comm
     0.13%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] inet6_sendmsg
     0.13%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_sendmsg
     0.13%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_write_iter
     0.13%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_sendmsg
     0.13%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_finish_output2
     0.13%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __ip_finish_output
