# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3346000136016
#
# Children      Self  Command          Shared Object                                     Symbol                                                                                                                                                           
# ........  ........  ...............  ................................................  .................................................................................................................................................................
#
     0.45%     0.00%  kworker/u64:37-  [kernel.kallsyms]                                 [k] ext4_writepages
     0.45%     0.43%  Executor task l  [kernel.kallsyms]                                 [k] get_mem_cgroup_from_mm
     0.45%     0.04%  Executor task l  [kernel.kallsyms]                                 [k] xa_load
     0.45%     0.00%  kcompactd0       [kernel.kallsyms]                                 [k] try_to_migrate
     0.44%     0.01%  kcompactd0       [kernel.kallsyms]                                 [k] try_to_migrate_one
     0.44%     0.02%  Executor task l  [kernel.kallsyms]                                 [k] ext4_reserve_inode_write
     0.44%     0.05%  Executor task l  [kernel.kallsyms]                                 [k] nvme_map_data
     0.43%     0.43%  Executor task l  [kernel.kallsyms]                                 [k] check_cpu_stall
     0.43%     0.33%  Executor task l  [kernel.kallsyms]                                 [k] _raw_spin_lock
     0.42%     0.01%  kcompactd0       [kernel.kallsyms]                                 [k] flush_tlb_mm_range
     0.42%     0.00%  kcompactd0       [kernel.kallsyms]                                 [k] ptep_clear_flush
     0.42%     0.42%  Executor task l  [kernel.kallsyms]                                 [k] __irqentry_text_end
     0.42%     0.03%  kswapd0          [kernel.kallsyms]                                 [k] free_unref_page_list
     0.42%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] alloc_buffer_head
     0.41%     0.00%  kswapd0          [kernel.kallsyms]                                 [k] super_cache_scan
     0.41%     0.05%  Executor task l  [kernel.kallsyms]                                 [k] rcu_core
     0.41%     0.41%  Executor task l  [kernel.kallsyms]                                 [k] arch_scale_freq_tick
     0.41%     0.16%  Executor task l  [kernel.kallsyms]                                 [k] xa_get_order
     0.41%     0.09%  Executor task l  [kernel.kallsyms]                                 [k] enqueue_hrtimer
     0.40%     0.14%  Executor task l  [kernel.kallsyms]                                 [k] timerqueue_del
     0.40%     0.00%  kswapd0          [kernel.kallsyms]                                 [k] __list_lru_walk_one
     0.40%     0.00%  kswapd0          [kernel.kallsyms]                                 [k] list_lru_walk_one
     0.40%     0.00%  kswapd0          [kernel.kallsyms]                                 [k] prune_icache_sb
     0.40%     0.40%  Executor task l  [kernel.kallsyms]                                 [k] update_irq_load_avg
     0.40%     0.07%  Executor task l  [kernel.kallsyms]                                 [k] blk_update_request
     0.40%     0.00%  kswapd0          [kernel.kallsyms]                                 [k] inode_lru_isolate
     0.40%     0.18%  Executor task l  [kernel.kallsyms]                                 [k] tick_sched_do_timer
     0.40%     0.00%  kswapd0          [kernel.kallsyms]                                 [k] __invalidate_mapping_pages
     0.39%     0.02%  Executor task l  [kernel.kallsyms]                                 [k] ext4_da_get_block_prep
     0.39%     0.04%  kswapd0          [kernel.kallsyms]                                 [k] page_cache_delete
     0.39%     0.18%  kcompactd0       [kernel.kallsyms]                                 [k] smp_call_function_many_cond
     0.39%     0.00%  kcompactd0       [kernel.kallsyms]                                 [k] on_each_cpu_cond_mask
     0.38%     0.00%  kswapd0          [kernel.kallsyms]                                 [k] isolate_pages
     0.38%     0.00%  kworker/u64:37-  [kernel.kallsyms]                                 [k] wb_check_old_data_flush
     0.38%     0.38%  Executor task l  [kernel.kallsyms]                                 [k] irq_work_tick
     0.38%     0.03%  kswapd0          [kernel.kallsyms]                                 [k] scan_pages
     0.37%     0.03%  Executor task l  [kernel.kallsyms]                                 [k] __block_commit_write.constprop.0.isra.0
     0.37%     0.00%  Executor task l  [kernel.kallsyms]                                 [k] irqentry_exit_to_user_mode
     0.37%     0.05%  Executor task l  [kernel.kallsyms]                                 [k] ext4_da_map_blocks.constprop.0
     0.34%     0.01%  Executor task l  [kernel.kallsyms]                                 [k] exit_to_user_mode_loop
     0.33%     0.05%  kswapd0          [kernel.kallsyms]                                 [k] free_pcppages_bulk
     0.33%     0.26%  Executor task l  [kernel.kallsyms]                                 [k] xas_find_conflict
     0.33%     0.21%  Executor task l  [kernel.kallsyms]                                 [k] try_charge_memcg
     0.33%     0.00%  kworker/u64:36-  [kernel.kallsyms]                                 [k] ext4_do_flush_completed_IO.isra.0
     0.33%     0.05%  Executor task l  [kernel.kallsyms]                                 [k] syscall_exit_work
     0.33%     0.31%  Executor task l  [kernel.kallsyms]                                 [k] cgroup_rstat_updated
     0.32%     0.00%  kworker/u64:36-  [kernel.kallsyms]                                 [k] ext4_release_io_end
     0.32%     0.04%  kswapd0          [kernel.kallsyms]                                 [k] xas_store
     0.32%     0.02%  Executor task l  [kernel.kallsyms]                                 [k] mark_buffer_dirty
     0.32%     0.10%  kworker/u64:36-  [kernel.kallsyms]                                 [k] ext4_finish_bio
     0.32%     0.17%  Executor task l  [kernel.kallsyms]                                 [k] balance_dirty_pages_ratelimited
     0.32%     0.30%  Executor task l  [kernel.kallsyms]                                 [k] timerqueue_add
     0.32%     0.15%  Executor task l  [kernel.kallsyms]                                 [k] start_this_handle
     0.32%     0.02%  Executor task l  [kernel.kallsyms]                                 [k] __ext4_journal_stop
     0.32%     0.03%  Executor task l  [kernel.kallsyms]                                 [k] ext4_map_blocks
     0.31%     0.03%  Executor task l  [kernel.kallsyms]                                 [k] ext4_inode_csum_set
