# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 7828170902126
#
# Children      Self  Command          Shared Object         Symbol                                             
# ........  ........  ...............  ....................  ...................................................
#
    38.75%     0.37%  java             [kernel.kallsyms]     [k] asm_exc_page_fault
    36.46%     0.47%  java             [kernel.kallsyms]     [k] exc_page_fault
    33.17%     0.49%  java             [kernel.kallsyms]     [k] do_user_addr_fault
    26.74%     1.20%  java             [kernel.kallsyms]     [k] handle_mm_fault
    22.95%     5.42%  java             [kernel.kallsyms]     [k] __handle_mm_fault
    18.63%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
    18.61%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] do_syscall_64
    13.59%     0.20%  java             [kernel.kallsyms]     [k] migrate_misplaced_page
    11.95%     0.88%  java             [kernel.kallsyms]     [k] migrate_pages
    11.69%     0.12%  LocalJobRunner   [kernel.kallsyms]     [k] asm_exc_page_fault
    10.65%     0.08%  LocalJobRunner   [kernel.kallsyms]     [k] exc_page_fault
    10.07%     0.16%  LocalJobRunner   [kernel.kallsyms]     [k] do_user_addr_fault
     9.33%     0.25%  LocalJobRunner   [kernel.kallsyms]     [k] handle_mm_fault
     9.04%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_write
     9.04%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ksys_write
     9.04%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_write
     9.03%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_file_write_iter
     9.03%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] new_sync_write
     9.03%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_buffered_write_iter
     9.01%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] generic_perform_write
     8.53%     1.12%  LocalJobRunner   [kernel.kallsyms]     [k] __handle_mm_fault
     8.31%     8.13%  LocalJobRunner   [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     7.92%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_read
     7.92%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ksys_read
     7.91%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_read
     7.91%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] new_sync_read
     7.91%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_file_read_iter
     7.91%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] generic_file_read_iter
     7.90%     0.15%  LocalJobRunner   [kernel.kallsyms]     [k] filemap_read
     4.77%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     4.73%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     4.71%     0.00%  swapper          [kernel.kallsyms]     [k] secondary_startup_64_no_verify
     4.71%     0.00%  swapper          [kernel.kallsyms]     [k] cpu_startup_entry
     4.70%     0.01%  swapper          [kernel.kallsyms]     [k] do_idle
     4.61%     0.00%  swapper          [kernel.kallsyms]     [k] start_secondary
     4.55%     4.51%  java             [kernel.kallsyms]     [k] down_read_trylock
     4.42%     0.00%  swapper          [kernel.kallsyms]     [k] cpuidle_enter
     4.41%     0.01%  swapper          [kernel.kallsyms]     [k] cpuidle_enter_state
     4.32%     4.32%  swapper          [kernel.kallsyms]     [k] mwait_idle_with_hints.constprop.0
     4.30%     0.15%  LocalJobRunner   [kernel.kallsyms]     [k] __alloc_pages
     4.25%     0.08%  LocalJobRunner   [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     4.13%     0.35%  LocalJobRunner   [kernel.kallsyms]     [k] get_page_from_freelist
     4.11%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] irqentry_exit
     4.10%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     4.08%     0.02%  java             [kernel.kallsyms]     [k] move_to_new_page
     4.05%     0.01%  java             [kernel.kallsyms]     [k] migrate_page
     4.04%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_da_write_begin
     3.87%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] task_work_run
     3.86%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] task_numa_work
     3.86%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] change_prot_numa
     3.48%     3.30%  LocalJobRunner   [kernel.kallsyms]     [k] change_protection
     3.46%     0.01%  java             [kernel.kallsyms]     [k] rmap_walk
     3.26%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] grab_cache_page_write_begin
     3.22%     0.05%  LocalJobRunner   [kernel.kallsyms]     [k] pagecache_get_page
     3.18%     3.16%  LocalJobRunner   [kernel.kallsyms]     [k] clear_page_erms
     3.13%     0.30%  java             [kernel.kallsyms]     [k] rmap_walk_anon
     2.84%     0.01%  java             [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     2.80%     0.01%  java             [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     2.67%     2.65%  java             [kernel.kallsyms]     [k] sync_regs
     2.42%     2.39%  java             [kernel.kallsyms]     [k] copy_page
     2.41%     2.38%  java             [kernel.kallsyms]     [k] up_read
     2.31%     0.04%  LocalJobRunner   [kernel.kallsyms]     [k] alloc_pages_vma
     2.29%     0.04%  java             [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     2.23%     0.06%  java             [kernel.kallsyms]     [k] do_syscall_64
     2.19%     0.01%  java             [kernel.kallsyms]     [k] try_to_migrate
     2.06%     0.04%  LocalJobRunner   [kernel.kallsyms]     [k] migrate_misplaced_page
     2.04%     0.08%  java             [kernel.kallsyms]     [k] __alloc_pages
     2.00%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_da_write_end
     1.97%     0.25%  java             [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     1.97%     0.11%  LocalJobRunner   [kernel.kallsyms]     [k] generic_write_end
     1.95%     0.19%  java             [kernel.kallsyms]     [k] get_page_from_freelist
     1.79%     0.18%  LocalJobRunner   [kernel.kallsyms]     [k] migrate_pages
     1.79%     0.03%  LocalJobRunner   [kernel.kallsyms]     [k] alloc_pages
     1.79%     0.23%  LocalJobRunner   [kernel.kallsyms]     [k] add_to_page_cache_lru
     1.68%     0.02%  java             [kernel.kallsyms]     [k] irqentry_exit
     1.66%     0.32%  java             [kernel.kallsyms]     [k] try_to_migrate_one
     1.65%     0.02%  java             [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     1.64%     0.21%  LocalJobRunner   [kernel.kallsyms]     [k] __mem_cgroup_charge
     1.59%     0.02%  java             [kernel.kallsyms]     [k] migrate_page_copy
     1.57%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     1.57%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] do_syscall_64
     1.56%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     1.56%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] do_syscall_64
     1.56%     0.19%  java             [kernel.kallsyms]     [k] migrate_page_states
     1.56%     0.02%  java             [kernel.kallsyms]     [k] __x64_sys_sched_yield
     1.56%     0.01%  java             [kernel.kallsyms]     [k] __put_page
     1.52%     0.04%  java             [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     1.51%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] ksys_read
     1.51%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] __x64_sys_read
     1.51%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] vfs_read
     1.51%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] ext4_file_read_iter
     1.51%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] generic_file_read_iter
     1.51%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] new_sync_read
     1.51%     0.02%  Sampler Reader   [kernel.kallsyms]     [k] filemap_read
     1.49%     0.08%  java             [kernel.kallsyms]     [k] do_sched_yield
     1.49%     0.04%  LocalJobRunner   [kernel.kallsyms]     [k] __mark_inode_dirty
     1.49%     1.48%  java             [kernel.kallsyms]     [k] clear_page_erms
     1.48%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] __x64_sys_read
     1.48%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] ksys_read
     1.48%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] vfs_read
