# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8728570975659
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    26.03%     0.25%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    24.17%     0.30%  java             [kernel.kallsyms]  [k] exc_page_fault
    22.05%     0.34%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    21.97%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    21.96%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    17.89%     0.67%  java             [kernel.kallsyms]  [k] handle_mm_fault
    16.76%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    15.39%     3.42%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    15.29%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    14.58%     0.22%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
    13.84%     0.29%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
    12.76%     1.28%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
    11.68%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
    11.68%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
    11.67%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
    11.67%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
    11.67%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
    11.67%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
    11.67%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     8.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     8.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     8.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     8.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     8.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     8.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     8.85%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     7.91%     0.18%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     7.84%     0.11%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     7.41%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     7.41%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     7.39%     0.02%  swapper          [kernel.kallsyms]  [k] do_idle
     7.31%     6.93%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     7.24%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     6.99%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     6.98%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     6.83%     6.83%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     6.59%     0.49%  java             [kernel.kallsyms]  [k] migrate_pages
     6.17%     0.53%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
