# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles'
# Event count (approx.): 375282052842
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    47.10%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    47.10%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    47.09%     0.00%  swapper          [kernel.kallsyms]  [k] do_idle
    46.84%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    46.83%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    46.49%    45.90%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    44.02%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    23.37%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
    23.37%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    14.22%     0.08%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_read
    14.22%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_read
    14.22%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_read_iter
    14.22%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_file_read_iter
    14.22%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_read
    14.22%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_read
    14.22%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_read
    12.48%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] add_to_page_cache_lru
    12.20%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_get_pages
    12.18%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ondemand_readahead
    12.18%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_async_ra
    12.17%     0.14%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     8.89%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] workingset_refault
     8.75%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     8.73%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     8.25%     0.00%  java             [kernel.kallsyms]  [k] do_syscall_64
     8.25%     0.00%  java             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     8.25%     0.00%  java             [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     8.25%     0.00%  java             [kernel.kallsyms]  [k] arch_do_signal_or_restart
     8.25%     0.00%  java             [kernel.kallsyms]  [k] get_signal
     8.25%     0.00%  java             [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     8.25%     0.00%  java             [kernel.kallsyms]  [k] do_exit
     8.25%     0.00%  java             [kernel.kallsyms]  [k] do_group_exit
     8.21%     0.00%  java             [kernel.kallsyms]  [k] exit_mmap
     8.21%     0.00%  java             [kernel.kallsyms]  [k] mmput
     8.18%     0.00%  java             [kernel.kallsyms]  [k] unmap_single_vma
     8.18%     0.00%  java             [kernel.kallsyms]  [k] unmap_vmas
     8.14%     1.71%  java             [kernel.kallsyms]  [k] unmap_page_range
     6.74%     1.39%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     6.40%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_write
     6.40%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     6.40%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_write_iter
     6.40%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_write
     6.40%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_write
     6.40%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_write
     6.33%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_perform_write
     5.75%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kcompactd
     5.75%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kthread
     5.75%     0.00%  kcompactd0       [kernel.kallsyms]  [k] ret_from_fork
     5.75%     0.00%  kcompactd0       [kernel.kallsyms]  [k] proactive_compact_node
     5.75%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compact_zone
     5.52%     0.05%  kcompactd0       [kernel.kallsyms]  [k] migrate_pages
     5.09%     0.00%  kcompactd1       [kernel.kallsyms]  [k] kcompactd
     5.09%     0.00%  kcompactd1       [kernel.kallsyms]  [k] kthread
     5.09%     0.00%  kcompactd1       [kernel.kallsyms]  [k] ret_from_fork
     5.09%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compact_zone
     5.09%     0.00%  kcompactd1       [kernel.kallsyms]  [k] proactive_compact_node
     4.87%     4.84%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     4.81%     0.13%  kcompactd1       [kernel.kallsyms]  [k] migrate_pages
     4.71%     0.00%  java             [kernel.kallsyms]  [k] tlb_flush_mmu
     4.45%     0.02%  java             [kernel.kallsyms]  [k] free_pages_and_swap_cache
     4.38%     0.92%  java             [kernel.kallsyms]  [k] release_pages
     3.12%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_begin
     3.08%     2.15%  pool-4-thread-1  [kernel.kallsyms]  [k] __add_to_page_cache_locked
     3.08%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     3.08%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     3.08%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     3.08%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     3.08%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     2.82%     2.81%  pool-4-thread-1  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     2.62%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_unlink
     2.62%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_unlinkat
     2.62%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] evict
     2.62%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_evict_inode
     2.62%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] iput
     2.62%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] iput.part.0
     2.60%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_inode_pages_final
     2.55%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_inode_pages_range
     2.51%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] grab_cache_page_write_begin
     2.50%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] pagecache_get_page
     2.41%     0.15%  java             [kernel.kallsyms]  [k] free_unref_page_list
     2.16%     1.96%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_spin_lock
     2.15%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     2.15%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_syscall_64
     2.12%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     2.12%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     2.12%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] arch_do_signal_or_restart
     2.11%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] get_signal
     2.11%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_exit
     2.11%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_group_exit
     2.11%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] exit_mmap
     2.11%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] mmput
     2.09%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] unmap_single_vma
     2.09%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] unmap_vmas
     2.07%     0.13%  java             [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     2.06%     0.42%  C2 CompilerThre  [kernel.kallsyms]  [k] unmap_page_range
     1.95%     0.35%  java             [kernel.kallsyms]  [k] free_pcppages_bulk
     1.88%     0.12%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_exc_page_fault
     1.77%     0.03%  kcompactd0       [kernel.kallsyms]  [k] move_to_new_page
     1.64%     0.00%  kcompactd1       [kernel.kallsyms]  [k] move_to_new_page
     1.63%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compaction_alloc
     1.61%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compaction_alloc
     1.56%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page
     1.55%     1.42%  java             [kernel.kallsyms]  [k] __free_one_page
     1.54%     0.00%  Thread-5         [kernel.kallsyms]  [k] do_syscall_64
     1.54%     0.00%  Thread-5         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.52%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] exc_page_fault
     1.51%     0.56%  java             [kernel.kallsyms]  [k] page_remove_rmap
     1.49%     0.08%  kcompactd1       [kernel.kallsyms]  [k] split_map_pages
     1.48%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_pages
     1.48%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] do_user_addr_fault
     1.48%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_write_end
     1.47%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_end
     1.47%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] __alloc_pages
     1.45%     0.08%  kcompactd0       [kernel.kallsyms]  [k] split_map_pages
     1.43%     0.15%  pool-4-thread-1  [kernel.kallsyms]  [k] handle_mm_fault
     1.42%     0.18%  pool-4-thread-1  [kernel.kallsyms]  [k] get_page_from_freelist
     1.39%     0.02%  kcompactd1       [kernel.kallsyms]  [k] migrate_page
     1.36%     0.02%  kcompactd1       [kernel.kallsyms]  [k] post_alloc_hook
     1.34%     0.00%  Thread-5         [kernel.kallsyms]  [k] __x64_sys_unlink
     1.33%     0.00%  kcompactd0       [kernel.kallsyms]  [k] post_alloc_hook
     1.33%     0.01%  Thread-5         [kernel.kallsyms]  [k] do_unlinkat
     1.31%     0.02%  C2 CompilerThre  [kernel.kallsyms]  [k] tlb_flush_mmu
     1.26%     0.00%  Thread-5         [kernel.kallsyms]  [k] evict
     1.26%     0.00%  Thread-5         [kernel.kallsyms]  [k] ext4_evict_inode
     1.26%     0.00%  Thread-5         [kernel.kallsyms]  [k] iput
     1.26%     0.00%  Thread-5         [kernel.kallsyms]  [k] iput.part.0
     1.26%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk
     1.25%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] free_pages_and_swap_cache
     1.24%     0.23%  C2 CompilerThre  [kernel.kallsyms]  [k] release_pages
     1.22%     0.01%  Thread-5         [kernel.kallsyms]  [k] truncate_inode_pages_range
     1.22%     0.00%  Thread-5         [kernel.kallsyms]  [k] truncate_inode_pages_final
     1.21%     0.05%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk_anon
     1.18%     1.17%  kcompactd0       [kernel.kallsyms]  [k] clear_page_erms
     1.18%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_end_io_rsv_work
     1.18%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] kthread
     1.18%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] process_one_work
     1.18%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ret_from_fork
     1.18%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] worker_thread
     1.18%     0.14%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_finish_bio
     1.18%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_release_io_end
     1.15%     1.15%  kcompactd1       [kernel.kallsyms]  [k] clear_page_erms
     1.01%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] __mark_inode_dirty
     1.01%     0.07%  java             [kernel.kallsyms]  [k] __mod_lruvec_state
     1.01%     0.03%  kworker/u96:1-e  [kernel.kallsyms]  [k] end_page_writeback
     0.98%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_dirty_inode
     0.97%     0.07%  kworker/u96:1-e  [kernel.kallsyms]  [k] test_clear_page_writeback
     0.94%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate
     0.93%     0.00%  VM Thread        [kernel.kallsyms]  [k] do_syscall_64
     0.93%     0.00%  VM Thread        [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.92%     0.00%  VM Thread        [kernel.kallsyms]  [k] __x64_sys_exit_group
     0.92%     0.00%  VM Thread        [kernel.kallsyms]  [k] do_exit
     0.92%     0.00%  VM Thread        [kernel.kallsyms]  [k] do_group_exit
     0.92%     0.13%  VM Thread        [kernel.kallsyms]  [k] unmap_page_range
     0.92%     0.00%  VM Thread        [kernel.kallsyms]  [k] exit_mmap
     0.92%     0.00%  VM Thread        [kernel.kallsyms]  [k] mmput
     0.92%     0.00%  VM Thread        [kernel.kallsyms]  [k] unmap_single_vma
     0.92%     0.00%  VM Thread        [kernel.kallsyms]  [k] unmap_vmas
     0.90%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_exceptional_pvec_entries.part.0
     0.89%     0.89%  kcompactd1       [kernel.kallsyms]  [k] copy_page
     0.87%     0.00%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk
     0.87%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] do_syscall_64
     0.87%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.86%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] __page_cache_alloc
     0.86%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.85%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.85%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] arch_do_signal_or_restart
     0.85%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] get_signal
     0.85%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] do_exit
     0.85%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] do_group_exit
     0.85%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] exit_mmap
     0.85%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] mmput
     0.85%     0.05%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_copy
     0.84%     0.03%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate_one
     0.84%     0.06%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk_anon
     0.83%     0.15%  C1 CompilerThre  [kernel.kallsyms]  [k] unmap_page_range
     0.83%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] unmap_single_vma
     0.83%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] unmap_vmas
     0.81%     0.17%  pool-4-thread-1  [kernel.kallsyms]  [k] __handle_mm_fault
     0.81%     0.10%  java             [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.80%     0.29%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_states
     0.80%     0.80%  kcompactd0       [kernel.kallsyms]  [k] copy_page
     0.79%     0.07%  Thread-5         [kernel.kallsyms]  [k] truncate_exceptional_pvec_entries.part.0
     0.77%     0.11%  pool-4-thread-1  [kernel.kallsyms]  [k] release_pages
     0.76%     0.10%  kworker/u96:1-e  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.75%     0.18%  java             [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.75%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __pagevec_release
     0.73%     0.07%  C2 CompilerThre  [kernel.kallsyms]  [k] free_unref_page_list
     0.73%     0.19%  java             [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.70%     0.69%  pool-4-thread-1  [kernel.kallsyms]  [k] clear_page_erms
     0.69%     0.01%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate
     0.68%     0.66%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_load
     0.66%     0.03%  kcompactd1       [kernel.kallsyms]  [k] migrate_page_copy
     0.65%     0.65%  kworker/u96:1-e  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.64%     0.03%  C2 CompilerThre  [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.64%     0.28%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.63%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] kthread
     0.63%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] ret_from_fork
     0.63%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] worker_thread
     0.63%     0.02%  kworker/u98:2-w  [kernel.kallsyms]  [k] ext4_writepages
     0.63%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.63%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] __writeback_single_inode
     0.63%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] do_writepages
     0.63%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] process_one_work
     0.63%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] wb_workfn
     0.63%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] wb_writeback
     0.63%     0.00%  kworker/u98:2-w  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.63%     0.63%  swapper          [unknown]          [.] 0000000000000000
     0.62%     0.08%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate_one
     0.61%     0.17%  C2 CompilerThre  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.60%     0.00%  VM Thread        [kernel.kallsyms]  [k] tlb_flush_mmu
     0.57%     0.21%  kcompactd1       [kernel.kallsyms]  [k] migrate_page_states
     0.57%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __put_page
