# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3216816959327
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ..................................  ...............................................................................................................................................................................................................
#
    47.80%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    47.76%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    36.27%     0.05%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    36.02%     0.07%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    35.70%     0.13%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    35.48%     0.54%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    27.15%     0.18%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    26.76%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    25.27%    24.44%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    24.43%     0.36%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    23.96%     0.59%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    22.91%     0.08%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    22.83%     0.11%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    21.17%     0.45%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    20.72%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    19.74%     0.09%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    18.65%     0.12%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    18.41%     0.80%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    13.54%     0.69%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.62%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
    10.23%     0.16%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.45%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.40%     0.06%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.32%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.28%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.67%     0.08%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     6.16%     0.76%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.54%     0.05%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.26%     0.60%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.82%     0.37%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     4.66%     2.34%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.08%     0.54%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     4.06%     0.18%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.86%     0.04%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     3.70%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     3.68%     0.07%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     3.62%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     3.36%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     3.29%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     3.23%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     2.98%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     2.98%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     2.98%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     2.97%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
     2.97%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node
     2.97%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_node_memcgs
     2.94%     0.05%  Executor task l  [kernel.kallsyms]                   [k] read_pages
     2.80%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_lruvec
     2.71%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_inactive_list
     2.70%     0.10%  Executor task l  [kernel.kallsyms]                   [k] copy_page_from_iter_atomic
     2.49%     1.01%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     2.36%     0.03%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     2.22%     0.13%  kswapd0          [kernel.kallsyms]                   [k] shrink_page_list
     2.01%     0.33%  Executor task l  [kernel.kallsyms]                   [k] rmqueue
     2.00%     0.25%  Executor task l  [kernel.kallsyms]                   [k] ext4_mpage_readpages
     1.97%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     1.82%     0.08%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_end
     1.75%     0.03%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     1.73%     1.68%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
     1.68%     1.03%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     1.64%     0.19%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     1.62%     0.93%  Executor task l  [kernel.kallsyms]                   [k] update_curr
     1.61%     0.00%  Executor task l  [kernel.kallsyms]                   [k] grab_cache_page_write_begin
     1.60%     0.03%  Executor task l  [kernel.kallsyms]                   [k] pagecache_get_page
     1.58%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __mark_inode_dirty
     1.54%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __block_write_begin_int
     1.52%     1.52%  Executor task l  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath.part.0
     1.49%     0.04%  Executor task l  [kernel.kallsyms]                   [k] generic_write_end
     1.43%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ext4_dirty_inode
     1.41%     1.23%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
     1.38%     0.01%  Executor task l  [kernel.kallsyms]                   [k] asm_common_interrupt
     1.37%     0.01%  Executor task l  [kernel.kallsyms]                   [k] common_interrupt
     1.36%     0.14%  Executor task l  [kernel.kallsyms]                   [k] lru_cache_add
     1.33%     0.91%  Executor task l  [kernel.kallsyms]                   [k] rmqueue_bulk
     1.30%     1.26%  Executor task l  [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     1.27%     0.11%  Executor task l  [kernel.kallsyms]                   [k] rcu_sched_clock_irq
     1.23%     0.01%  Executor task l  [kernel.kallsyms]                   [k] __ext4_mark_inode_dirty
     1.22%     0.13%  Executor task l  [kernel.kallsyms]                   [k] __pagevec_lru_add
     1.21%     0.76%  Executor task l  [kernel.kallsyms]                   [k] xas_load
     1.21%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __common_interrupt
     1.20%     0.26%  Executor task l  [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     1.18%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_edge_irq
