# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 7128166093653
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    36.28%     0.40%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    33.56%     0.43%  java             [kernel.kallsyms]  [k] exc_page_fault
    30.64%     0.51%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    25.23%     1.09%  java             [kernel.kallsyms]  [k] handle_mm_fault
    21.00%     4.76%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    20.18%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    20.16%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    11.98%     0.16%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
    11.39%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    10.58%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
    10.58%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
    10.57%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
    10.57%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
    10.57%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
    10.57%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
    10.57%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
    10.36%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     9.91%     0.66%  java             [kernel.kallsyms]  [k] migrate_pages
     9.76%     0.15%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     9.09%     0.21%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     8.30%     0.98%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     8.28%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     8.28%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     8.28%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     8.28%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     8.28%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     8.27%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     8.25%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     7.03%     6.81%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     5.06%     0.21%  LocalJobRunner   [kernel.kallsyms]  [k] add_to_page_cache_lru
     4.64%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     4.61%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     4.39%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     4.31%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_get_pages
     4.24%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     4.24%     0.36%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     4.11%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     4.10%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     4.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ondemand_readahead
     4.01%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     3.89%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     3.88%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_work_run
     3.88%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_work
     3.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] change_prot_numa
     3.72%     3.69%  java             [kernel.kallsyms]  [k] down_read_trylock
     3.71%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     3.71%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     3.70%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
     3.65%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     3.62%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     3.52%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     3.52%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     3.47%     3.28%  LocalJobRunner   [kernel.kallsyms]  [k] change_protection
