# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3213891240458
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ..................................  ...............................................................................................................................................................................................................
#
    46.75%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    46.70%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    35.19%     0.04%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    34.94%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    34.65%     0.11%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    34.46%     0.51%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    27.19%     0.15%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    26.81%     0.06%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    24.51%    23.70%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    24.37%     0.36%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    23.91%     0.70%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    22.27%     0.08%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    22.18%     0.14%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    20.95%     0.50%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    20.44%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    19.48%     0.07%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    18.31%     0.03%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    18.12%     0.63%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    13.58%     0.65%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.42%     0.11%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
    10.11%     0.08%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.52%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.47%     0.06%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.39%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.35%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.73%     0.07%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     6.15%     0.77%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
