# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3323105564853
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ...................................  ...............................................................................................................................................................................................................
#
    48.70%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    48.65%     0.05%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    36.87%     0.04%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    36.60%     0.11%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    36.27%     0.13%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    36.05%     0.53%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    26.66%     0.16%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    26.30%     0.06%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    25.44%    24.58%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    24.07%     0.32%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    23.65%     0.58%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    22.99%     0.09%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    22.90%     0.12%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    20.93%     0.48%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    20.44%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    19.48%     0.08%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    18.37%     0.11%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    18.13%     0.69%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    13.49%     0.58%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.16%     0.13%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    10.76%     0.19%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.66%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.60%     0.07%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.51%     0.02%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.47%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.82%     0.08%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     6.09%     0.75%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.95%     0.05%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     5.41%     0.56%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     5.35%     0.39%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     4.85%     2.31%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.48%     0.55%  Executor task l  [kernel.kallsyms]                    [k] __add_to_page_cache_locked
     4.22%     0.02%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     4.09%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     4.02%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     3.98%     0.17%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
     3.75%     0.02%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     3.69%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     3.67%     0.07%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_begin
     3.63%     0.04%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     2.90%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
