# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 863K of event 'cycles'
# Event count (approx.): 1645244014564
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                     
# ........  ........  ...............  ...................................  ...........................................................................................................................................................
#
    37.99%     0.11%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    37.32%     0.08%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    32.99%     0.44%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    32.24%     0.77%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    28.39%     0.65%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    27.74%     0.03%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    26.71%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    25.31%     0.11%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    25.15%     1.05%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    18.39%     0.84%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    16.90%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    16.86%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    11.17%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    11.05%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    10.88%     0.07%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    10.77%     0.18%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.48%     1.01%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     7.18%     0.66%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.52%     2.86%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     5.47%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     5.43%     0.07%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     5.37%     5.25%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     4.46%     0.03%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.80%     0.01%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     3.79%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     3.47%     1.51%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     3.47%     0.27%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.40%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_filp_open
     3.38%     0.02%  Executor task l  [kernel.kallsyms]                    [k] path_openat
     3.21%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     2.92%     0.03%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     2.88%     0.55%  Executor task l  [kernel.kallsyms]                    [k] __softirqentry_text_start
     2.81%     1.44%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     2.19%     1.91%  Executor task l  [kernel.kallsyms]                    [k] x86_pmu_disable_all
     2.03%     1.97%  Executor task l  [kernel.kallsyms]                    [k] ktime_get_update_offsets_now
     1.87%     0.16%  Executor task l  [kernel.kallsyms]                    [k] rcu_sched_clock_irq
     1.87%     1.13%  Executor task l  [kernel.kallsyms]                    [k] update_curr
     1.66%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     1.66%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
     1.66%     0.00%  kswapd0          [kernel.kallsyms]                    [k] ret_from_fork
     1.65%     0.00%  kswapd0          [kernel.kallsyms]                    [k] balance_pgdat
     1.64%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node
     1.64%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node_memcgs
     1.56%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_lruvec
     1.46%     0.13%  Executor task l  [kernel.kallsyms]                    [k] rcu_core
     1.42%     0.78%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_read_batch
     1.39%     0.01%  kswapd0          [kernel.kallsyms]                    [k] shrink_inactive_list
     1.37%     0.50%  Executor task l  [kernel.kallsyms]                    [k] rcu_pending
     1.31%     0.00%  swapper          [kernel.kallsyms]                    [k] cpu_startup_entry
     1.31%     0.00%  swapper          [kernel.kallsyms]                    [k] secondary_startup_64_no_verify
     1.31%     0.01%  swapper          [kernel.kallsyms]                    [k] do_idle
     1.25%     0.16%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_prepare
     1.24%     1.22%  Executor task l  [kernel.kallsyms]                    [k] __cgroup_account_cputime_field
     1.16%     0.01%  swapper          [kernel.kallsyms]                    [k] cpuidle_idle_call
     1.16%     1.04%  Executor task l  [kernel.kallsyms]                    [k] ktime_get
     1.15%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_open
     1.15%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     1.14%     0.01%  Executor task l  [kernel.kallsyms]                    [k] read_pages
     1.13%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     1.11%     1.00%  Executor task l  [kernel.kallsyms]                    [k] __update_load_avg_se
     1.06%     1.06%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_active
     1.04%     0.62%  Executor task l  [kernel.kallsyms]                    [k] update_rq_clock_task
     1.04%     0.02%  Executor task l  [kernel.kallsyms]                    [k] lookup_fast
     1.03%     0.06%  kswapd0          [kernel.kallsyms]                    [k] shrink_page_list
     1.03%     0.00%  G1 Refine#1      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     1.01%     0.98%  Executor task l  [kernel.kallsyms]                    [k] __d_lookup_rcu
     1.01%     0.00%  G1 Refine#1      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     1.00%     0.28%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_wait_on_overflow
     1.00%     0.01%  G1 Refine#0      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.98%     0.01%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
