# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2125542874070
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    39.08%     0.09%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    37.93%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    33.33%     0.39%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    32.64%     0.76%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    28.63%     0.61%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    28.01%     0.07%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    26.83%     0.05%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    25.38%     0.05%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    25.24%     0.96%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    18.66%     0.80%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    15.55%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    15.51%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     9.03%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     8.90%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     8.75%     0.06%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     8.64%     0.13%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     8.61%     0.95%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     7.32%     0.54%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     6.78%     3.10%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.59%     0.03%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.57%     4.42%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     4.56%     0.05%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     3.83%     0.48%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     3.80%     1.70%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     3.77%     0.03%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     3.16%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __x64_sys_openat
     3.16%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_sys_openat2
     3.15%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     3.06%     1.66%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     2.95%     0.50%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     2.83%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_filp_open
     2.81%     0.02%  Executor task l  [kernel.kallsyms]                   [k] path_openat
     2.53%     0.02%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     2.13%     1.94%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
     2.12%     0.00%  swapper          [kernel.kallsyms]                   [k] cpu_startup_entry
     2.12%     0.00%  swapper          [kernel.kallsyms]                   [k] secondary_startup_64_no_verify
     2.12%     0.01%  swapper          [kernel.kallsyms]                   [k] do_idle
     2.05%     1.98%  Executor task l  [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     2.02%     1.37%  Executor task l  [kernel.kallsyms]                   [k] update_curr
     1.93%     0.01%  swapper          [kernel.kallsyms]                   [k] cpuidle_idle_call
     1.92%     0.17%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     1.65%     0.00%  swapper          [kernel.kallsyms]                   [k] cpuidle_enter
     1.65%     0.04%  swapper          [kernel.kallsyms]                   [k] cpuidle_enter_state
     1.51%     0.15%  Executor task l  [kernel.kallsyms]                   [k] rcu_core
     1.50%     0.24%  Executor task l  [kernel.kallsyms]                   [k] rcu_sched_clock_irq
     1.45%     0.00%  Executor task l  [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     1.41%     0.05%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_loop
     1.32%     1.19%  Executor task l  [kernel.kallsyms]                   [k] ktime_get
     1.30%     0.08%  Executor task l  [kernel.kallsyms]                   [k] schedule
     1.24%     0.01%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     1.23%     0.23%  Executor task l  [kernel.kallsyms]                   [k] __schedule
     1.15%     0.84%  Executor task l  [kernel.kallsyms]                   [k] __cgroup_account_cputime_field
     1.11%     0.05%  swapper          [kernel.kallsyms]                   [k] asm_sysvec_call_function_single
     1.09%     0.01%  Executor task l  [kernel.kallsyms]                   [k] read_pages
     1.08%     0.39%  Executor task l  [kernel.kallsyms]                   [k] rcu_pending
     1.08%     0.58%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_read_batch
     1.06%     0.96%  Executor task l  [kernel.kallsyms]                   [k] __update_load_avg_se
     1.06%     0.00%  GC Thread#16     [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     1.05%     0.01%  swapper          [kernel.kallsyms]                   [k] sysvec_call_function_single
     1.05%     0.00%  GC Thread#16     [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     1.05%     0.00%  GC Thread#2      [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     1.05%     0.00%  GC Thread#2      [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     1.03%     0.00%  GC Thread#5      [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     1.03%     1.01%  Executor task l  [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     1.03%     0.00%  GC Thread#5      [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     1.03%     0.03%  swapper          [kernel.kallsyms]                   [k] __irq_exit_rcu
