# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 266K of event 'cycles'
# Event count (approx.): 5333163077093
#
# Children      Self  Command          Shared Object                       Symbol                                          
# ........  ........  ...............  ..................................  ................................................
#
     0.00%     0.00%  Thread-31        libc.so.6                           [.] 0x00000000000951b5
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                   [k] pick_next_task_idle
     0.00%     0.00%  ReadStage-163    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]                   [k] release_pages
     0.00%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  ReadStage-177    [kernel.kallsyms]                   [k] flush_tlb_func
     0.00%     0.00%  ReadStage-177    [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-177    [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-177    [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-177    [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-177    [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] native_flush_tlb_local
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                   [k] flush_tlb_func
     0.00%     0.00%  Thread-126       [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  Thread-126       [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  Thread-126       [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  Thread-126       [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] bio_integrity_prep
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] dma_pool_alloc
     0.00%     0.00%  Thread-74        [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  Thread-74        [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  Thread-74        [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] psi_memstall_enter
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] cpumask_next_wrap
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]                   [k] syscall_enter_from_user_mode
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] ext4_inode_block_valid
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] __check_block_validity.constprop.0
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                   [k] __mark_inode_dirty
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                   [k] __x64_sys_write
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                   [k] file_update_time
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                   [k] generic_update_time
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                   [k] ksys_write
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                   [k] new_sync_write
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                   [k] pipe_write
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                   [k] vfs_write
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] sync_regs
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] native_send_call_func_single_ipi
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] generic_exec_single
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] smp_call_function_single_async
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] trigger_load_balance
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] cpumask_next
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] __next_zones_zonelist
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] syscall_return_via_sysret
     0.00%     0.00%  Thread-20        [kernel.kallsyms]                   [k] native_write_msr
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] policy_nodemask
     0.00%     0.00%  Thread-121       [kernel.kallsyms]                   [k] up_read
     0.00%     0.00%  Thread-121       [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.00%     0.00%  Thread-121       [kernel.kallsyms]                   [k] exc_page_fault
     0.00%     0.00%  ReadStage-27     [JIT] tid 2176                      [.] 0x00007fc77307d78e
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] mem_cgroup_from_task
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] llist_reverse_order
     0.00%     0.00%  Thread-85        [kernel.kallsyms]                   [k] __update_load_avg_se
     0.00%     0.00%  Thread-85        [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] _mix_pool_bytes
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] __lock_text_start
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] __mix_pool_bytes
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] add_interrupt_randomness
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] perf_event_task_tick
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] scheduler_tick
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] tick_sched_handle
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] tick_sched_timer
     0.00%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] update_process_times
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] bio_add_page
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] __bio_try_merge_page
     0.00%     0.00%  ReadStage-109    [kernel.kallsyms]                   [k] bvec_alloc
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] memset_erms
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] bvec_alloc
     0.00%     0.00%  Native-Transpor  [JIT] tid 2176                      [.] 0x00007fc77279d23d
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] __radix_tree_lookup
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] idr_find
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] mem_cgroup_from_id
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] radix_tree_lookup
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] update_rq_clock
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] __ext4_get_inode_loc
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] __ext4_mark_inode_dirty
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] ext4_get_inode_loc
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] ext4_reserve_inode_write
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] hash_futex
     0.00%     0.00%  ReadStage-161    [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] page_mapping
     0.00%     0.00%  Thread-19        libc.so.6                           [.] 0x0000000000094ff7
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]                   [k] set_next_entity
     0.00%     0.00%  Thread-13        [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __run_timers.part.0
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] call_timer_fn
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] process_timeout
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] run_timer_softirq
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] error_entry
     0.00%     0.00%  Thread-13        [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  Thread-13        [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] sync_regs
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] llist_add_batch
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  Thread-9         [kernel.kallsyms]                   [k] iterate_groups
     0.00%     0.00%  Thread-3         [kernel.kallsyms]                   [k] native_write_msr
     0.00%     0.00%  Thread-3         [kernel.kallsyms]                   [k] cpufreq_driver_fast_switch
     0.00%     0.00%  Thread-3         [kernel.kallsyms]                   [k] intel_cpufreq_fast_switch
     0.00%     0.00%  Thread-3         [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] lock_page_lruvec_irqsave
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] attach_entity_load_avg
     0.00%     0.00%  ReadStage-116    [JIT] tid 2176                      [.] 0x00007fc7710006ac
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] cpus_share_cache
     0.00%     0.00%  Thread-103       [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  Thread-15        [kernel.kallsyms]                   [k] __handle_mm_fault
     0.00%     0.00%  Thread-15        [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.00%     0.00%  Thread-15        [kernel.kallsyms]                   [k] do_user_addr_fault
     0.00%     0.00%  Thread-15        [kernel.kallsyms]                   [k] exc_page_fault
     0.00%     0.00%  Thread-15        [kernel.kallsyms]                   [k] handle_mm_fault
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] down_read_trylock
     0.00%     0.00%  ReadStage-19     [kernel.kallsyms]                   [k] update_min_vruntime
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] fpregs_assert_state_consistent
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                   [k] bio_advance
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] __count_memcg_events
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] page_vma_mapped_walk
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] migrate_misplaced_page
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] migrate_pages
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] rmap_walk
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] rmap_walk_anon
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] try_to_migrate
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] try_to_migrate_one
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] cpumask_next
     0.00%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] pick_next_task_idle
     0.00%     0.00%  kworker/36:2-mm  [kernel.kallsyms]                   [k] pwq_dec_nr_in_flight
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __switch_to_asm
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] cpus_share_cache
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] wake_up_page_bit
