# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6807455796385
#
# Children      Self  Command          Shared Object             Symbol                                             
# ........  ........  ...............  ........................  ...................................................
#
     0.96%     0.00%  kcompactd0       [kernel.kallsyms]         [k] proactive_compact_node
     0.95%     0.95%  LocalJobRunner   libc.so.6                 [.] 0x00000000001b2eae
     0.94%     0.88%  java             [kernel.kallsyms]         [k] change_protection
     0.93%     0.01%  kcompactd0       [kernel.kallsyms]         [k] migrate_pages
     0.93%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] asm_exc_page_fault
     0.93%     0.05%  java             [kernel.kallsyms]         [k] find_vma
     0.92%     0.01%  java             [kernel.kallsyms]         [k] __mem_cgroup_uncharge
     0.91%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] ondemand_readahead
     0.91%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] page_cache_ra_unbounded
     0.91%     0.49%  java             [kernel.kallsyms]         [k] __count_memcg_events
     0.90%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_block_write_begin
     0.89%     0.88%  java             [kernel.kallsyms]         [k] vmacache_find
     0.89%     0.34%  LocalJobRunner   [kernel.kallsyms]         [k] __pagevec_lru_add
     0.88%     0.00%  kcompactd1       [kernel.kallsyms]         [k] kthread
     0.88%     0.00%  kcompactd1       [kernel.kallsyms]         [k] ret_from_fork
     0.88%     0.00%  kcompactd1       [kernel.kallsyms]         [k] kcompactd
     0.88%     0.00%  kcompactd1       [kernel.kallsyms]         [k] compact_zone
     0.87%     0.00%  kcompactd1       [kernel.kallsyms]         [k] proactive_compact_node
     0.87%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] cgroup_rstat_flush_irqsafe
     0.86%     0.01%  java             [kernel.kallsyms]         [k] tick_sched_timer
     0.85%     0.76%  java             [kernel.kallsyms]         [k] page_counter_charge
     0.84%     0.00%  kcompactd1       [kernel.kallsyms]         [k] migrate_pages
     0.84%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] move_to_new_page
     0.84%     0.76%  java             [kernel.kallsyms]         [k] cgroup_rstat_updated
     0.83%     0.01%  kswapd1          [kernel.kallsyms]         [k] shrink_lruvec
     0.83%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] migrate_page
     0.82%     0.09%  java             [kernel.kallsyms]         [k] uncharge_batch
     0.81%     0.07%  java             [kernel.kallsyms]         [k] update_process_times
     0.80%     0.00%  java             [kernel.kallsyms]         [k] tick_sched_handle
     0.79%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] __ext4_mark_inode_dirty
     0.75%     0.00%  VM Thread        [kernel.kallsyms]         [k] __x64_sys_mmap
     0.75%     0.00%  VM Thread        [kernel.kallsyms]         [k] ksys_mmap_pgoff
     0.75%     0.00%  VM Thread        [kernel.kallsyms]         [k] vm_mmap_pgoff
     0.75%     0.00%  VM Thread        [kernel.kallsyms]         [k] do_mmap
     0.75%     0.00%  VM Thread        [kernel.kallsyms]         [k] mmap_region
     0.75%     0.00%  VM Thread        [kernel.kallsyms]         [k] __do_munmap
     0.75%     0.01%  VM Thread        [kernel.kallsyms]         [k] asm_exc_page_fault
     0.75%     0.00%  VM Thread        [kernel.kallsyms]         [k] unmap_region
     0.74%     0.11%  LocalJobRunner   [kernel.kallsyms]         [k] cgroup_rstat_flush_locked
     0.74%     0.00%  VM Thread        [kernel.kallsyms]         [k] unmap_single_vma
     0.74%     0.00%  VM Thread        [kernel.kallsyms]         [k] unmap_vmas
     0.73%     0.12%  VM Thread        [kernel.kallsyms]         [k] unmap_page_range
     0.72%     0.34%  java             [kernel.kallsyms]         [k] numa_migrate_prep
     0.72%     0.11%  java             [kernel.kallsyms]         [k] __mem_cgroup_charge
     0.71%     0.71%  java             [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     0.71%     0.71%  java             libc.so.6                 [.] 0x00000000001b2383
     0.71%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.70%     0.01%  Sampler Reader   [kernel.kallsyms]         [k] exc_page_fault
     0.70%     0.00%  kswapd0          [kernel.kallsyms]         [k] kswapd
     0.70%     0.00%  kswapd0          [kernel.kallsyms]         [k] kthread
     0.70%     0.00%  kswapd0          [kernel.kallsyms]         [k] ret_from_fork
     0.70%     0.00%  kswapd0          [kernel.kallsyms]         [k] balance_pgdat
     0.70%     0.00%  kswapd0          [kernel.kallsyms]         [k] shrink_node
     0.69%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] hrtimer_interrupt
     0.69%     0.53%  LocalJobRunner   [kernel.kallsyms]         [k] try_charge_memcg
     0.68%     0.01%  java             [kernel.kallsyms]         [k] page_counter_uncharge
     0.67%     0.64%  java             [kernel.kallsyms]         [k] page_vma_mapped_walk
     0.66%     0.06%  java             [kernel.kallsyms]         [k] lock_page_lruvec_irq
     0.66%     0.10%  java             [kernel.kallsyms]         [k] pick_next_task_fair
     0.66%     0.01%  VM Thread        [kernel.kallsyms]         [k] exc_page_fault
     0.66%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] lru_cache_add_inactive_or_unevictable
     0.65%     0.05%  kswapd1          [kernel.kallsyms]         [k] shrink_page_list
     0.65%     0.00%  Sampler Reader   [kernel.kallsyms]         [k] do_user_addr_fault
     0.64%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] kthread
     0.64%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] ret_from_fork
     0.64%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] worker_thread
     0.64%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] process_one_work
     0.64%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] wb_workfn
     0.64%     0.08%  java             [kernel.kallsyms]         [k] remove_migration_pte
     0.64%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] wb_writeback
     0.64%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] __writeback_inodes_wb
     0.64%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] writeback_sb_inodes
     0.64%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] do_writepages
     0.64%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] __writeback_single_inode
     0.63%     0.05%  kworker/u98:2    [kernel.kallsyms]         [k] ext4_writepages
     0.63%     0.61%  java             [kernel.kallsyms]         [k] task_numa_fault
     0.62%     0.54%  java             [kernel.kallsyms]         [k] page_counter_cancel
     0.62%     0.02%  VM Thread        [kernel.kallsyms]         [k] do_user_addr_fault
     0.61%     0.61%  LocalJobRunner   [kernel.kallsyms]         [k] mem_cgroup_css_rstat_flush
     0.61%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.61%     0.10%  java             [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.60%     0.53%  LocalJobRunner   [kernel.kallsyms]         [k] rmqueue_bulk
     0.60%     0.00%  kswapd0          [kernel.kallsyms]         [k] shrink_lruvec
     0.59%     0.47%  java             [kernel.kallsyms]         [k] _raw_spin_lock
     0.59%     0.51%  LocalJobRunner   [kernel.kallsyms]         [k] get_mem_cgroup_from_mm
     0.58%     0.02%  VM Thread        [kernel.kallsyms]         [k] handle_mm_fault
     0.57%     0.02%  java             [kernel.kallsyms]         [k] scheduler_tick
     0.57%     0.06%  kcompactd1       [kernel.kallsyms]         [k] compaction_alloc
     0.56%     0.05%  kcompactd0       [kernel.kallsyms]         [k] compaction_alloc
     0.55%     0.01%  Sampler Reader   [kernel.kallsyms]         [k] handle_mm_fault
     0.54%     0.00%  kworker/u96:1-e  [kernel.kallsyms]         [k] kthread
     0.54%     0.00%  kworker/u96:1-e  [kernel.kallsyms]         [k] ret_from_fork
     0.54%     0.00%  kworker/u96:1-e  [kernel.kallsyms]         [k] worker_thread
     0.54%     0.00%  kworker/u96:1-e  [kernel.kallsyms]         [k] process_one_work
     0.54%     0.00%  kworker/u96:1-e  [kernel.kallsyms]         [k] ext4_end_io_rsv_work
     0.53%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] workingset_refault
     0.53%     0.51%  LocalJobRunner   [kernel.kallsyms]         [k] copy_page_to_iter
     0.53%     0.00%  kworker/u96:1-e  [kernel.kallsyms]         [k] ext4_release_io_end
     0.53%     0.15%  LocalJobRunner   [kernel.kallsyms]         [k] balance_dirty_pages_ratelimited
     0.53%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] mem_cgroup_flush_stats
     0.53%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] tick_sched_timer
     0.53%     0.15%  kworker/u96:1-e  [kernel.kallsyms]         [k] ext4_finish_bio
     0.53%     0.51%  LocalJobRunner   [kernel.kallsyms]         [k] __ptep_modify_prot_start
     0.52%     0.12%  VM Thread        [kernel.kallsyms]         [k] __handle_mm_fault
     0.51%     0.04%  Sampler Reader   [kernel.kallsyms]         [k] __handle_mm_fault
     0.51%     0.51%  LocalJobRunner   [kernel.kallsyms]         [k] copy_page
     0.51%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] page_cache_sync_ra
     0.51%     0.00%  VM Thread        [kernel.kallsyms]         [k] tlb_flush_mmu
     0.50%     0.01%  java             [kernel.kallsyms]         [k] syscall_exit_to_user_mode
     0.50%     0.04%  java             [kernel.kallsyms]         [k] switch_fpu_return
     0.49%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] update_process_times
     0.49%     0.04%  kswapd0          [kernel.kallsyms]         [k] shrink_page_list
     0.49%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] tick_sched_handle
     0.48%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] futex_wait
     0.48%     0.18%  LocalJobRunner   [kernel.kallsyms]         [k] __mod_lruvec_page_state
     0.47%     0.36%  java             [kernel.kallsyms]         [k] error_entry
     0.47%     0.18%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_mark_iloc_dirty
     0.46%     0.00%  VM Thread        [kernel.kallsyms]         [k] free_pages_and_swap_cache
     0.46%     0.36%  LocalJobRunner   [kernel.kallsyms]         [k] _raw_spin_lock
     0.46%     0.05%  java             [kernel.kallsyms]         [k] lru_cache_add
     0.46%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] __ext4_journal_start_sb
     0.46%     0.46%  java             [kernel.kallsyms]         [k] __restore_fpregs_from_fpstate
     0.45%     0.05%  LocalJobRunner   [kernel.kallsyms]         [k] create_empty_buffers
     0.45%     0.08%  VM Thread        [kernel.kallsyms]         [k] release_pages
     0.45%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] schedule
     0.45%     0.44%  LocalJobRunner   [kernel.kallsyms]         [k] __get_user_nocheck_1
     0.45%     0.09%  LocalJobRunner   [kernel.kallsyms]         [k] __block_commit_write.constprop.0.isra.0
     0.45%     0.08%  java             [kernel.kallsyms]         [k] yield_task_fair
     0.44%     0.20%  java             [kernel.kallsyms]         [k] charge_memcg
     0.44%     0.05%  LocalJobRunner   [kernel.kallsyms]         [k] futex_wake
     0.43%     0.07%  LocalJobRunner   [kernel.kallsyms]         [k] __schedule
     0.43%     0.20%  java             [kernel.kallsyms]         [k] update_curr
     0.43%     0.01%  java             [kernel.kallsyms]         [k] asm_sysvec_call_function
     0.43%     0.42%  kcompactd1       [kernel.kallsyms]         [k] isolate_freepages_block
     0.41%     0.41%  kcompactd0       [kernel.kallsyms]         [k] isolate_freepages_block
     0.41%     0.15%  LocalJobRunner   [kernel.kallsyms]         [k] kmem_cache_alloc
     0.41%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] page_cache_async_ra
     0.40%     0.16%  java             [kernel.kallsyms]         [k] __pagevec_lru_add
     0.40%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] jbd2__journal_start
     0.40%     0.19%  java             [kernel.kallsyms]         [k] update_load_avg
     0.39%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] futex_wait_queue_me
     0.39%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] alloc_page_buffers
     0.39%     0.39%  LocalJobRunner   [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     0.38%     0.13%  java             [kernel.kallsyms]         [k] __mod_lruvec_page_state
     0.38%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] try_to_wake_up
     0.38%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] __mod_lruvec_state
     0.37%     0.03%  LocalJobRunner   [kernel.kallsyms]         [k] alloc_buffer_head
     0.37%     0.02%  java             [kernel.kallsyms]         [k] __mod_lruvec_state
     0.37%     0.37%  java             libc.so.6                 [.] 0x00000000001b29bf
     0.37%     0.23%  LocalJobRunner   [kernel.kallsyms]         [k] __cond_resched
     0.36%     0.19%  LocalJobRunner   [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.36%     0.09%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_da_get_block_prep
     0.36%     0.00%  java             [kernel.kallsyms]         [k] sysvec_call_function
     0.36%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] wake_up_q
     0.36%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] mark_buffer_dirty
     0.35%     0.23%  java             [kernel.kallsyms]         [k] mpol_misplaced
     0.35%     0.04%  java             [kernel.kallsyms]         [k] task_tick_fair
     0.35%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] scheduler_tick
     0.35%     0.00%  java             [kernel.kallsyms]         [k] generic_smp_call_function_single_interrupt
     0.34%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] balance_dirty_pages
     0.34%     0.31%  LocalJobRunner   [kernel.kallsyms]         [k] filemap_get_read_batch
     0.34%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] mem_cgroup_wb_stats
     0.34%     0.06%  java             [kernel.kallsyms]         [k] ptep_clear_flush
     0.33%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] worker_thread
     0.33%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] kthread
     0.33%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ret_from_fork
     0.33%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] process_one_work
     0.33%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_end_io_rsv_work
     0.33%     0.00%  java             [kernel.kallsyms]         [k] __sysvec_call_function
     0.33%     0.00%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_release_io_end
     0.32%     0.08%  kworker/u96:0-e  [kernel.kallsyms]         [k] ext4_finish_bio
     0.32%     0.25%  java             [kernel.kallsyms]         [k] switch_mm_irqs_off
     0.32%     0.22%  LocalJobRunner   [kernel.kallsyms]         [k] __count_memcg_events
     0.31%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] migrate_page_copy
     0.31%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] migrate_page_states
     0.30%     0.05%  java             [kernel.kallsyms]         [k] free_unref_page
     0.30%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] alloc_misplaced_dst_page
     0.29%     0.00%  VM Thread        [kernel.kallsyms]         [k] __x64_sys_sched_yield
     0.29%     0.28%  LocalJobRunner   [kernel.kallsyms]         [k] down_read_trylock
     0.28%     0.28%  java             [kernel.kallsyms]         [k] propagate_protected_usage
     0.28%     0.00%  java             [kernel.kallsyms]         [k] flush_tlb_mm_range
     0.28%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] rmap_walk
     0.28%     0.01%  java             [kernel.kallsyms]         [k] native_flush_tlb_multi
     0.28%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] page_add_new_anon_rmap
     0.28%     0.21%  LocalJobRunner   [kernel.kallsyms]         [k] error_entry
     0.27%     0.01%  VM Thread        [kernel.kallsyms]         [k] do_sched_yield
     0.27%     0.00%  LocalJobRunner   [kernel.kallsyms]         [k] __put_page
     0.27%     0.00%  kswapd1          [kernel.kallsyms]         [k] try_to_release_page
     0.27%     0.04%  LocalJobRunner   [kernel.kallsyms]         [k] __set_page_dirty
     0.27%     0.00%  kworker/u98:2    [kernel.kallsyms]         [k] mpage_submit_page
     0.27%     0.00%  kswapd1          [kernel.kallsyms]         [k] ext4_releasepage
     0.27%     0.01%  LocalJobRunner   [kernel.kallsyms]         [k] ext4_reserve_inode_write
     0.27%     0.01%  java             [kernel.kallsyms]         [k] putback_lru_page
     0.26%     0.01%  kswapd1          [kernel.kallsyms]         [k] jbd2_journal_try_to_free_buffers
     0.26%     0.02%  LocalJobRunner   [kernel.kallsyms]         [k] __ext4_journal_stop
     0.26%     0.10%  java             [kernel.kallsyms]         [k] flush_smp_call_function_queue
     0.26%     0.02%  kworker/u96:1-e  [kernel.kallsyms]         [k] end_page_writeback
     0.26%     0.01%  Sampler Reader   [kernel.kallsyms]         [k] __alloc_pages
     0.26%     0.26%  java             libc.so.6                 [.] 0x00000000001b296f
     0.26%     0.13%  LocalJobRunner   [kernel.kallsyms]         [k] numa_migrate_prep
     0.26%     0.00%  java             [kernel.kallsyms]         [k] on_each_cpu_cond_mask
