# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 351K of event 'cycles'
# Event count (approx.): 9956675254661
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    52.00%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    52.00%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    52.00%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
    51.84%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    51.84%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    51.65%    48.08%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    50.21%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    10.81%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    10.81%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
     9.97%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     9.97%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     9.63%     0.04%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
     9.37%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     9.37%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     9.37%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     9.36%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     9.36%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     9.36%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     9.36%     0.04%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     9.23%     0.19%  java             [kernel.kallsyms]  [k] exc_page_fault
     7.81%     0.06%  java             [kernel.kallsyms]  [k] do_user_addr_fault
     6.88%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_read
     6.88%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_read
     6.88%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_read
     6.87%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_read
     6.87%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_read_iter
     6.87%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_file_read_iter
     6.87%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_read
     6.40%     0.11%  pool-4-thread-1  [kernel.kallsyms]  [k] add_to_page_cache_lru
     5.89%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_get_pages
     5.85%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_async_ra
     5.85%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ondemand_readahead
     5.85%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     4.78%     1.83%  localfetcher#1   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     4.72%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] asm_exc_page_fault
     4.49%     0.33%  java             [kernel.kallsyms]  [k] handle_mm_fault
     4.44%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] filemap_get_pages
     4.34%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ondemand_readahead
     4.32%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     4.23%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_async_ra
     4.11%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     4.11%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] do_syscall_64
     4.05%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __x64_sys_write
     4.05%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ksys_write
     4.05%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] vfs_write
     4.05%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     4.05%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_file_write_iter
     4.05%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] new_sync_write
     4.05%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] generic_perform_write
     4.04%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] workingset_refault
     3.99%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     3.93%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     3.80%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_write
     3.80%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_write
     3.80%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_write
     3.80%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_write
     3.79%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     3.79%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_write_iter
     3.79%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_perform_write
     3.57%     3.57%  swapper          [unknown]          [.] 0000000000000000
     3.32%     0.83%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     3.26%     1.61%  java             [kernel.kallsyms]  [k] __handle_mm_fault
     3.05%     0.11%  localfetcher#1   [kernel.kallsyms]  [k] add_to_page_cache_lru
     2.94%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] exc_page_fault
     2.87%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] do_user_addr_fault
     2.79%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] handle_mm_fault
     2.58%     0.17%  localfetcher#1   [kernel.kallsyms]  [k] __handle_mm_fault
     2.56%     2.55%  java             [kernel.kallsyms]  [k] down_read_trylock
     2.54%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     2.54%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
     2.29%     2.24%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     2.07%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_begin
     2.01%     0.02%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_da_write_begin
     2.00%     0.05%  localfetcher#1   [kernel.kallsyms]  [k] __alloc_pages
     2.00%     1.32%  pool-4-thread-1  [kernel.kallsyms]  [k] __add_to_page_cache_locked
     1.95%     0.22%  localfetcher#1   [kernel.kallsyms]  [k] get_page_from_freelist
     1.83%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] workingset_refault
     1.80%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     1.80%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     1.79%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     1.79%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     1.79%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     1.79%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     1.79%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.75%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     1.75%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     1.75%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     1.75%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     1.75%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     1.66%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] grab_cache_page_write_begin
     1.66%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] pagecache_get_page
     1.59%     0.31%  localfetcher#1   [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     1.59%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] grab_cache_page_write_begin
     1.58%     0.03%  InMemoryMerger   [kernel.kallsyms]  [k] pagecache_get_page
     1.55%     0.01%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     1.39%     1.37%  localfetcher#1   [kernel.kallsyms]  [k] clear_page_erms
     1.24%     1.23%  localfetcher#1   [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     1.23%     1.21%  pool-4-thread-1  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     1.22%     0.12%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     1.21%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     1.21%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     1.21%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     1.21%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     1.21%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     1.21%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     1.21%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     1.13%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     1.13%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     1.13%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     1.13%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     1.13%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     1.13%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     1.13%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     1.12%     1.11%  java             [kernel.kallsyms]  [k] up_read
     1.08%     0.08%  InMemoryMerger   [kernel.kallsyms]  [k] add_to_page_cache_lru
     1.05%     0.02%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_da_write_end
     1.04%     0.09%  localfetcher#1   [kernel.kallsyms]  [k] __mem_cgroup_charge
     1.03%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] alloc_pages
     1.02%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __page_cache_alloc
     1.02%     0.02%  InMemoryMerger   [kernel.kallsyms]  [k] generic_write_end
     1.00%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] alloc_pages_vma
     0.95%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     0.95%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     0.95%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     0.95%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     0.95%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     0.94%     0.61%  localfetcher#1   [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.94%     0.92%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.92%     0.04%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     0.90%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_end
     0.88%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_write_end
