# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 53K of event 'cycles'
# Event count (approx.): 3158128405979
#
# Children      Self  Command          Shared Object      Symbol                                          
# ........  ........  ...............  .................  ................................................
#
     0.35%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] iput
     0.35%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] iput.part.0
     0.35%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_inode_pages_final
     0.35%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] create_empty_buffers
     0.35%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_inode_pages_range
     0.33%     0.30%  pool-4-thread-1  [kernel.kallsyms]  [k] rmqueue_bulk
     0.32%     0.04%  java             [kernel.kallsyms]  [k] free_unref_page_list
     0.31%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] mark_buffer_dirty
     0.30%     0.30%  pool-4-thread-1  [kernel.kallsyms]  [k] mark_page_accessed
     0.29%     0.11%  pool-4-thread-1  [kernel.kallsyms]  [k] kmem_cache_alloc
     0.28%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_page_buffers
     0.27%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] mpage_submit_page
     0.27%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] mpage_submit_page
     0.27%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_buffer_head
     0.26%     0.02%  java             [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.25%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_reserve_inode_write
     0.24%     0.23%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_load
     0.24%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_journal_stop
     0.24%     0.05%  java             [kernel.kallsyms]  [k] free_pcppages_bulk
     0.23%     0.17%  pool-4-thread-1  [kernel.kallsyms]  [k] start_this_handle
     0.23%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] balance_dirty_pages_ratelimited
     0.23%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] jbd2_journal_stop
     0.22%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] migrate_misplaced_page
     0.22%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.22%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] __writeback_single_inode
     0.22%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] do_writepages
     0.22%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] kthread
     0.22%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] process_one_work
     0.22%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] ret_from_fork
     0.22%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] wb_workfn
     0.22%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] wb_writeback
     0.22%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] worker_thread
     0.22%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.22%     0.18%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_spin_lock
     0.22%     0.01%  kworker/u98:2-f  [kernel.kallsyms]  [k] ext4_writepages
     0.21%     0.00%  kcompactd0       [kernel.kallsyms]  [k] move_to_new_page
     0.21%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.21%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] do_syscall_64
     0.21%     0.04%  kworker/u98:1-f  [kernel.kallsyms]  [k] ext4_bio_write_page
     0.21%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] __set_page_dirty
     0.21%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.21%     0.13%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.20%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.20%     0.00%  kcompactd1       [kernel.kallsyms]  [k] move_to_new_page
     0.20%     0.04%  kworker/u97:13-  [kernel.kallsyms]  [k] ext4_bio_write_page
     0.19%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] migrate_pages
     0.19%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.19%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.19%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compaction_alloc
     0.19%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] arch_do_signal_or_restart
     0.19%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] get_signal
     0.19%     0.02%  kswapd1          [kernel.kallsyms]  [k] __remove_mapping
     0.19%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] do_exit
     0.19%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] do_group_exit
     0.18%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] exit_mmap
     0.18%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] mmput
     0.18%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_inode_csum_set
     0.18%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page
     0.18%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __mem_cgroup_charge
     0.18%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] unmap_single_vma
     0.18%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] unmap_vmas
     0.18%     0.18%  java             [kernel.kallsyms]  [k] __free_one_page
     0.18%     0.03%  Readahead Threa  [kernel.kallsyms]  [k] unmap_page_range
     0.18%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_get_inode_loc
     0.18%     0.18%  pool-4-thread-1  [kernel.kallsyms]  [k] sync_regs
     0.18%     0.12%  pool-4-thread-1  [kernel.kallsyms]  [k] lru_gen_add_page
     0.17%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_page
     0.17%     0.00%  kcompactd0       [kernel.kallsyms]  [k] split_map_pages
     0.17%     0.00%  kcompactd0       [kernel.kallsyms]  [k] post_alloc_hook
     0.16%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_get_inode_loc
     0.16%     0.01%  kswapd0          [kernel.kallsyms]  [k] __remove_mapping
     0.16%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_inode_csum
     0.16%     0.07%  java             [kernel.kallsyms]  [k] page_remove_rmap
     0.15%     0.15%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_read_lock
     0.15%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] read_pages
     0.15%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.15%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] PageHuge
     0.14%     0.14%  kcompactd0       [kernel.kallsyms]  [k] clear_page_erms
     0.14%     0.08%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_store
     0.14%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] crypto_shash_update
     0.14%     0.00%  kworker/u98:2-f  [kernel.kallsyms]  [k] mpage_submit_page
     0.14%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] release_pages
     0.14%     0.09%  kworker/u96:1-e  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.14%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compaction_alloc
     0.14%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.13%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_es_insert_delayed_block
     0.13%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] charge_memcg
     0.13%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] stop_this_handle
     0.13%     0.00%  kswapd1          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.12%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_readahead
     0.12%     0.00%  kcompactd1       [kernel.kallsyms]  [k] split_map_pages
     0.12%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] xa_get_order
     0.12%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.12%     0.00%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
     0.12%     0.12%  pool-4-thread-1  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.12%     0.00%  kcompactd1       [kernel.kallsyms]  [k] post_alloc_hook
     0.12%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.12%     0.01%  java             [kernel.kallsyms]  [k] exc_page_fault
     0.12%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_exceptional_pvec_entries.part.0
     0.12%     0.12%  kcompactd0       [kernel.kallsyms]  [k] copy_page
     0.11%     0.00%  kswapd0          [kernel.kallsyms]  [k] try_to_release_page
     0.11%     0.00%  kswapd0          [kernel.kallsyms]  [k] ext4_releasepage
     0.11%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] tlb_flush_mmu
     0.11%     0.00%  kswapd0          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.11%     0.11%  kcompactd1       [kernel.kallsyms]  [k] clear_page_erms
     0.11%     0.01%  kswapd0          [kernel.kallsyms]  [k] jbd2_journal_try_to_free_buffers
     0.11%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] irqentry_exit
     0.11%     0.03%  kworker/u98:1-f  [kernel.kallsyms]  [k] __test_set_page_writeback
     0.11%     0.02%  kworker/u98:2-f  [kernel.kallsyms]  [k] ext4_bio_write_page
     0.11%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.11%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] task_work_run
     0.11%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] crc32c_pcl_intel_update
     0.11%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] change_prot_numa
     0.11%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] task_numa_work
     0.11%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk
     0.11%     0.03%  Readahead Threa  [kernel.kallsyms]  [k] release_pages
     0.11%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.10%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.10%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __pagevec_release
     0.10%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk_anon
     0.10%     0.02%  kworker/u97:13-  [kernel.kallsyms]  [k] __test_set_page_writeback
     0.10%     0.01%  kswapd1          [kernel.kallsyms]  [k] page_cache_delete
     0.10%     0.01%  kworker/u97:13-  [kernel.kallsyms]  [k] mpage_prepare_extent_to_map
     0.10%     0.10%  kcompactd1       [kernel.kallsyms]  [k] copy_page
     0.10%     0.06%  kswapd0          [kernel.kallsyms]  [k] isolate_pages
     0.09%     0.02%  java             [kernel.kallsyms]  [k] __mod_lruvec_state
     0.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] balance_dirty_pages
     0.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_wb_stats
     0.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.09%     0.00%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk
     0.09%     0.08%  pool-4-thread-1  [kernel.kallsyms]  [k] change_protection
     0.09%     0.00%  kswapd1          [kernel.kallsyms]  [k] try_to_release_page
     0.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] tick_sched_timer
     0.09%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_syscall_64
     0.09%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.09%     0.00%  kswapd1          [kernel.kallsyms]  [k] ext4_releasepage
     0.09%     0.00%  kswapd1          [kernel.kallsyms]  [k] jbd2_journal_try_to_free_buffers
     0.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __getblk_gfp
     0.09%     0.00%  java             [kernel.kallsyms]  [k] do_user_addr_fault
     0.09%     0.01%  kswapd0          [kernel.kallsyms]  [k] page_cache_delete
     0.09%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.08%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.08%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] arch_do_signal_or_restart
     0.08%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] get_signal
     0.08%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_exit
     0.08%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] do_group_exit
     0.08%     0.02%  C2 CompilerThre  [kernel.kallsyms]  [k] unmap_page_range
     0.08%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] exit_mmap
     0.08%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] mmput
     0.08%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] unmap_single_vma
     0.08%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] unmap_vmas
     0.08%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.08%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_page_copy
     0.08%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_copy
     0.08%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] ___slab_alloc
     0.08%     0.00%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk_anon
     0.08%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] try_charge_memcg
     0.08%     0.02%  kcompactd1       [kernel.kallsyms]  [k] migrate_page_states
     0.08%     0.08%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_start
     0.08%     0.01%  kswapd0          [kernel.kallsyms]  [k] free_unref_page_list
     0.08%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] update_process_times
     0.08%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.08%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] __find_get_block
     0.08%     0.03%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_states
     0.08%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] tick_sched_handle
     0.08%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_es_lookup_extent
     0.08%     0.05%  kswapd1          [kernel.kallsyms]  [k] isolate_pages
     0.08%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate
     0.08%     0.00%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate
     0.08%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     0.07%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_reserve_space
