# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 12092075625321
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    26.01%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    26.01%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    26.01%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
    25.89%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    25.89%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    25.77%    25.29%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    24.74%     0.15%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    24.14%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    23.51%     0.43%  java             [kernel.kallsyms]  [k] exc_page_fault
    20.56%     0.21%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    14.02%     0.56%  java             [kernel.kallsyms]  [k] handle_mm_fault
    11.90%     3.47%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    10.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    10.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
     8.22%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     7.37%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     7.37%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     7.18%     0.07%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     6.98%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     6.98%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     6.98%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     6.98%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     6.98%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     6.98%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     6.98%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     6.75%     0.17%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     6.28%     0.22%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     5.64%     0.87%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     5.04%     5.02%  java             [kernel.kallsyms]  [k] down_read_trylock
     4.98%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     4.98%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     4.98%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     4.98%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     4.98%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     4.98%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     4.97%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     4.77%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     4.77%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     4.77%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     4.77%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     4.77%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     4.77%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     4.76%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     4.75%     4.71%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     4.23%     0.08%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     4.07%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     4.07%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
     3.88%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] filemap_get_pages
     3.83%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ondemand_readahead
     3.82%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     3.78%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_async_ra
     3.63%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     3.62%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
