# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 38K of event 'cycles'
# Event count (approx.): 2055269892992
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    71.02%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    71.02%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    71.02%     0.00%  swapper          [kernel.kallsyms]  [k] do_idle
    70.95%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    70.95%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    70.80%    63.10%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    68.95%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    20.66%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    20.66%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
    13.64%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_read
    13.64%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_read
    13.64%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_read
    13.63%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_read_iter
    13.63%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_file_read_iter
    13.63%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_read
    13.63%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_read
    12.36%     0.21%  pool-4-thread-1  [kernel.kallsyms]  [k] add_to_page_cache_lru
    11.55%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_get_pages
    11.50%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_async_ra
    11.50%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ondemand_readahead
    11.49%     0.12%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     8.30%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] workingset_refault
     7.95%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     7.94%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     7.70%     7.70%  swapper          [unknown]          [.] 0000000000000000
     6.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_write
     6.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_write
     6.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     6.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_write_iter
     6.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_write
     6.36%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_write
     6.36%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_perform_write
     6.33%     1.45%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     4.44%     4.41%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     3.51%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_begin
     3.48%     2.33%  pool-4-thread-1  [kernel.kallsyms]  [k] __add_to_page_cache_locked
     2.79%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] grab_cache_page_write_begin
     2.78%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] pagecache_get_page
     2.52%     2.49%  pool-4-thread-1  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     2.07%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     2.07%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     2.07%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     2.07%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     2.07%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.73%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_exc_page_fault
     1.63%     1.57%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_spin_lock
     1.54%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] exc_page_fault
     1.49%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] do_user_addr_fault
     1.45%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_end
     1.43%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_write_end
     1.43%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] __alloc_pages
     1.40%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_pages
     1.37%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] handle_mm_fault
