# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2154631645293
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    37.76%     0.12%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    36.63%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    32.24%     0.39%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    31.54%     0.76%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    27.72%     0.50%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    27.22%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    26.17%     0.06%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    24.81%     0.10%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    24.64%     1.05%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    18.14%     0.85%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    16.46%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    16.42%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
     9.75%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
     9.63%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
     9.48%     0.06%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
     9.39%     0.14%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.27%     0.96%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     7.06%     0.60%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.47%     2.87%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.72%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     4.70%     4.53%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     4.69%     0.06%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     3.97%     0.02%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.57%     1.70%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     3.48%     0.27%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.37%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     3.37%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     3.16%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     3.01%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_filp_open
     2.99%     0.01%  Executor task l  [kernel.kallsyms]                    [k] path_openat
     2.90%     0.55%  Executor task l  [kernel.kallsyms]                    [k] __softirqentry_text_start
     2.65%     1.20%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     2.63%     0.02%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     2.19%     1.97%  Executor task l  [kernel.kallsyms]                    [k] x86_pmu_disable_all
     2.01%     1.95%  Executor task l  [kernel.kallsyms]                    [k] ktime_get_update_offsets_now
     1.97%     1.14%  Executor task l  [kernel.kallsyms]                    [k] update_curr
     1.95%     0.00%  swapper          [kernel.kallsyms]                    [k] cpu_startup_entry
     1.95%     0.00%  swapper          [kernel.kallsyms]                    [k] secondary_startup_64_no_verify
     1.95%     0.01%  swapper          [kernel.kallsyms]                    [k] do_idle
     1.87%     0.18%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_prepare
     1.76%     0.19%  Executor task l  [kernel.kallsyms]                    [k] rcu_sched_clock_irq
     1.75%     0.01%  swapper          [kernel.kallsyms]                    [k] cpuidle_idle_call
     1.60%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     1.60%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
     1.60%     0.00%  kswapd0          [kernel.kallsyms]                    [k] ret_from_fork
