# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 51K of event 'cycles'
# Event count (approx.): 2785486427946
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    79.75%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    79.75%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    79.75%     0.00%  swapper          [kernel.kallsyms]  [k] do_idle
    79.65%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    79.64%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    79.43%    72.29%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    76.88%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    13.72%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
    13.72%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     8.88%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_write
     8.88%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_write
     8.88%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_write
     8.88%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_write_iter
     8.88%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_write
     8.88%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     8.87%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_perform_write
     7.16%     7.16%  swapper          [unknown]          [.] 0000000000000000
     4.78%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_begin
     4.33%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_read
     4.33%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_read
     4.33%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_read
     4.33%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_read
     4.33%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_read_iter
     4.33%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_file_read_iter
     4.33%     0.08%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_read
     4.31%     0.25%  pool-4-thread-1  [kernel.kallsyms]  [k] add_to_page_cache_lru
     3.79%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] grab_cache_page_write_begin
     3.77%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] pagecache_get_page
     3.48%     2.79%  pool-4-thread-1  [kernel.kallsyms]  [k] __add_to_page_cache_locked
     2.87%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     2.87%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     2.87%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     2.87%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     2.87%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     2.66%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_get_pages
     2.61%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_async_ra
     2.61%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ondemand_readahead
     2.60%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     2.49%     2.46%  pool-4-thread-1  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     2.14%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_end
     2.10%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_write_end
     1.69%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_pages
     1.66%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] __alloc_pages
     1.65%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] __mark_inode_dirty
     1.59%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_dirty_inode
     1.57%     0.31%  pool-4-thread-1  [kernel.kallsyms]  [k] get_page_from_freelist
     1.11%     0.00%  java             [kernel.kallsyms]  [k] do_syscall_64
     1.11%     0.00%  java             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.11%     0.00%  java             [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     1.10%     0.00%  java             [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     1.10%     0.00%  java             [kernel.kallsyms]  [k] arch_do_signal_or_restart
     1.10%     0.00%  java             [kernel.kallsyms]  [k] get_signal
     1.10%     0.00%  java             [kernel.kallsyms]  [k] do_exit
     1.10%     0.00%  java             [kernel.kallsyms]  [k] do_group_exit
     1.10%     0.00%  java             [kernel.kallsyms]  [k] exit_mmap
     1.10%     0.00%  java             [kernel.kallsyms]  [k] mmput
     1.10%     0.00%  java             [kernel.kallsyms]  [k] unmap_single_vma
     1.10%     0.00%  java             [kernel.kallsyms]  [k] unmap_vmas
     1.09%     0.19%  java             [kernel.kallsyms]  [k] unmap_page_range
     0.97%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_exc_page_fault
     0.95%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_block_write_begin
     0.83%     0.82%  pool-4-thread-1  [kernel.kallsyms]  [k] clear_page_erms
     0.77%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_mark_inode_dirty
     0.77%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] exc_page_fault
     0.70%     0.00%  java             [kernel.kallsyms]  [k] tlb_flush_mmu
     0.69%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] do_user_addr_fault
     0.68%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __page_cache_alloc
     0.67%     0.01%  java             [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.65%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kcompactd
     0.65%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kthread
     0.65%     0.00%  kcompactd0       [kernel.kallsyms]  [k] ret_from_fork
     0.65%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compact_zone
     0.65%     0.00%  kcompactd0       [kernel.kallsyms]  [k] proactive_compact_node
     0.64%     0.14%  java             [kernel.kallsyms]  [k] release_pages
     0.62%     0.01%  kcompactd0       [kernel.kallsyms]  [k] migrate_pages
     0.60%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] handle_mm_fault
     0.53%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_journal_start_sb
     0.53%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] lru_cache_add
     0.51%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] kthread
     0.51%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ret_from_fork
     0.51%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] worker_thread
     0.51%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_end_io_rsv_work
     0.51%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] process_one_work
     0.50%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_release_io_end
     0.50%     0.06%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_finish_bio
     0.49%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] jbd2__journal_start
     0.48%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     0.48%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     0.48%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     0.48%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     0.48%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     0.48%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_unlink
     0.48%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_unlinkat
     0.48%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] evict
     0.48%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_evict_inode
     0.48%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] iput
     0.48%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] iput.part.0
     0.48%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_inode_pages_final
     0.48%     0.11%  pool-4-thread-1  [kernel.kallsyms]  [k] __pagevec_lru_add
     0.47%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_inode_pages_range
     0.47%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     0.46%     0.09%  pool-4-thread-1  [kernel.kallsyms]  [k] __block_commit_write.constprop.0.isra.0
     0.46%     0.00%  kswapd0          [kernel.kallsyms]  [k] evict_pages
     0.44%     0.16%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_mark_iloc_dirty
     0.44%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_get_block_prep
     0.42%     0.42%  pool-4-thread-1  [kernel.kallsyms]  [k] __get_user_nocheck_1
     0.42%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     0.42%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     0.42%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     0.42%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     0.42%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     0.42%     0.16%  pool-4-thread-1  [kernel.kallsyms]  [k] __handle_mm_fault
     0.42%     0.00%  kswapd1          [kernel.kallsyms]  [k] evict_pages
     0.42%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     0.39%     0.04%  java             [kernel.kallsyms]  [k] free_unref_page_list
     0.39%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] kthread
     0.39%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] process_one_work
     0.39%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] ret_from_fork
     0.39%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] worker_thread
     0.39%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.39%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] __writeback_single_inode
     0.39%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] do_writepages
     0.39%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] wb_workfn
     0.39%     0.00%  kworker/u98:1-f  [kernel.kallsyms]  [k] wb_writeback
