# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3311408271920
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                           
# ........  ........  ...............  ...................................  .................................................................................................................................................................
#
    48.24%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    48.20%     0.06%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    36.78%     0.04%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    36.53%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    36.22%     0.11%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    36.02%     0.53%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    26.33%     0.16%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    25.95%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    24.69%    23.86%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    23.69%     0.31%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    23.27%     0.65%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    22.36%     0.06%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    22.30%     0.17%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    20.44%     0.52%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    19.92%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    19.00%     0.06%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    17.86%     0.04%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    17.67%     0.58%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    13.36%     0.65%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.87%     0.11%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    11.49%     0.13%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.39%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.34%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.25%     0.01%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.22%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.62%     0.08%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     6.55%     0.07%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     6.04%     0.69%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.27%     0.42%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     5.19%     0.59%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     4.97%     0.75%  Executor task l  [kernel.kallsyms]                    [k] __add_to_page_cache_locked
     4.60%     2.38%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.34%     0.18%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
