# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3263404247363
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ...................................  ...............................................................................................................................................................................................................
#
    47.48%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    47.43%     0.04%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    35.77%     0.03%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    35.53%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    35.16%     0.12%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    34.96%     0.51%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    26.76%     0.16%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    26.40%     0.06%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    24.83%    24.02%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    24.18%     0.32%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    23.74%     0.57%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    22.39%     0.05%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    22.33%     0.10%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    21.02%     0.48%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    20.54%     0.04%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    19.60%     0.08%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    18.49%     0.12%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    18.25%     0.76%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    13.60%     0.63%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    11.68%     0.11%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    10.31%     0.11%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.57%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.51%     0.07%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.42%     0.02%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.39%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.76%     0.07%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     6.21%     0.81%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.70%     0.37%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     5.60%     0.04%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     5.29%     0.62%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     4.70%     0.03%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     4.67%     2.33%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.55%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     4.47%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     4.21%     0.02%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     4.20%     0.62%  Executor task l  [kernel.kallsyms]                    [k] __add_to_page_cache_locked
     4.17%     0.19%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
     4.15%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     4.09%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     3.72%     0.08%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_begin
     3.18%     0.03%  Executor task l  [kernel.kallsyms]                    [k] alloc_pages_vma
     2.98%     0.04%  Executor task l  [kernel.kallsyms]                    [k] read_pages
     2.90%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     2.90%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
     2.90%     0.00%  kswapd0          [kernel.kallsyms]                    [k] ret_from_fork
     2.90%     0.00%  kswapd0          [kernel.kallsyms]                    [k] balance_pgdat
     2.89%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node
     2.89%     0.01%  kswapd0          [kernel.kallsyms]                    [k] shrink_node_memcgs
     2.74%     0.10%  Executor task l  [kernel.kallsyms]                    [k] copy_page_from_iter_atomic
     2.72%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_lruvec
     2.65%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_inactive_list
     2.28%     0.92%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     2.27%     2.27%  Executor task l  [kernel.kallsyms]                    [k] native_queued_spin_lock_slowpath.part.0
     2.16%     0.10%  kswapd0          [kernel.kallsyms]                    [k] shrink_page_list
     2.09%     0.32%  Executor task l  [kernel.kallsyms]                    [k] rmqueue
     2.01%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     2.00%     0.24%  Executor task l  [kernel.kallsyms]                    [k] ext4_mpage_readpages
     1.82%     0.07%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_end
     1.80%     1.16%  Executor task l  [kernel.kallsyms]                    [k] update_curr
     1.77%     0.02%  Executor task l  [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     1.76%     1.71%  Executor task l  [kernel.kallsyms]                    [k] clear_page_rep
     1.62%     0.00%  Executor task l  [kernel.kallsyms]                    [k] grab_cache_page_write_begin
     1.61%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __mark_inode_dirty
     1.60%     0.03%  Executor task l  [kernel.kallsyms]                    [k] pagecache_get_page
     1.56%     0.20%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     1.55%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __block_write_begin_int
     1.51%     0.32%  Executor task l  [kernel.kallsyms]                    [k] _raw_spin_lock_irqsave
     1.49%     0.04%  Executor task l  [kernel.kallsyms]                    [k] generic_write_end
     1.49%     0.90%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     1.46%     0.03%  Executor task l  [kernel.kallsyms]                    [k] ext4_dirty_inode
     1.45%     0.00%  Executor task l  [kernel.kallsyms]                    [k] asm_common_interrupt
     1.45%     1.23%  Executor task l  [kernel.kallsyms]                    [k] x86_pmu_disable_all
     1.44%     0.01%  Executor task l  [kernel.kallsyms]                    [k] common_interrupt
     1.37%     0.94%  Executor task l  [kernel.kallsyms]                    [k] rmqueue_bulk
     1.31%     0.14%  Executor task l  [kernel.kallsyms]                    [k] lru_cache_add
     1.30%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages_slowpath.constprop.0
     1.29%     1.25%  Executor task l  [kernel.kallsyms]                    [k] ktime_get_update_offsets_now
     1.28%     0.03%  Executor task l  [kernel.kallsyms]                    [k] __common_interrupt
     1.26%     0.27%  Executor task l  [kernel.kallsyms]                    [k] _raw_spin_lock_irq
     1.26%     0.03%  Executor task l  [kernel.kallsyms]                    [k] handle_edge_irq
     1.25%     0.13%  Executor task l  [kernel.kallsyms]                    [k] rcu_sched_clock_irq
     1.25%     0.01%  Executor task l  [kernel.kallsyms]                    [k] __ext4_mark_inode_dirty
     1.18%     0.78%  Executor task l  [kernel.kallsyms]                    [k] xas_load
     1.18%     0.03%  Executor task l  [kernel.kallsyms]                    [k] mem_cgroup_charge
     1.16%     0.13%  Executor task l  [kernel.kallsyms]                    [k] __pagevec_lru_add
     1.15%     0.02%  Executor task l  [kernel.kallsyms]                    [k] handle_irq_event
     1.10%     0.63%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_read_batch
     1.09%     0.00%  Executor task l  [kernel.kallsyms]                    [k] try_to_free_pages
     1.09%     0.00%  Executor task l  [kernel.kallsyms]                    [k] shrink_node_memcgs
     1.09%     0.00%  Executor task l  [kernel.kallsyms]                    [k] do_try_to_free_pages
     1.09%     0.00%  Executor task l  [kernel.kallsyms]                    [k] shrink_node
     1.09%     0.00%  Executor task l  [kernel.kallsyms]                    [k] shrink_zones
     1.08%     0.00%  Executor task l  [kernel.kallsyms]                    [k] shrink_lruvec
     1.08%     0.00%  Executor task l  [kernel.kallsyms]                    [k] shrink_inactive_list
     1.08%     0.03%  Executor task l  [kernel.kallsyms]                    [k] __handle_irq_event_percpu
