# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3319588309588
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ..................................  ...............................................................................................................................................................................................................
#
    48.73%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    48.68%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    37.37%     0.04%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    37.09%     0.07%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    36.72%     0.11%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    36.51%     0.54%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    26.11%     0.16%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    25.74%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    25.36%    24.51%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    23.52%     0.30%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    23.13%     0.64%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    23.02%     0.05%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    22.97%     0.13%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    20.36%     0.42%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    19.94%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    19.03%     0.09%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    17.93%     0.09%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    17.71%     0.71%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    13.09%     0.64%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    12.55%     0.12%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
    11.14%     0.21%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.29%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.24%     0.07%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.16%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.12%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.50%     0.07%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     6.02%     0.05%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.90%     0.73%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.54%     0.40%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     5.17%     0.57%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     4.60%     2.28%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.57%     0.57%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     4.45%     0.03%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     4.31%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     4.30%     0.20%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     4.23%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.00%     0.02%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     3.94%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     3.89%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     3.58%     0.08%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     2.98%     0.04%  Executor task l  [kernel.kallsyms]                   [k] read_pages
     2.97%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     2.97%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     2.97%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     2.97%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
