# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 983K of event 'cycles'
# Event count (approx.): 2351790646267
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    31.62%     0.08%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    30.73%     0.06%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    27.12%     0.32%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    26.58%     0.68%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    23.30%     0.54%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    22.76%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    21.80%     0.04%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    20.61%     0.04%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    20.51%     0.79%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    15.11%     0.66%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    12.11%     0.03%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    12.08%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     7.28%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     7.17%     0.04%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     7.04%     0.05%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     6.95%     0.11%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     6.91%     0.80%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     6.63%     0.04%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     6.41%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     6.32%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     5.84%     0.57%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     5.69%     0.05%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     5.56%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     5.47%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
