# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3604389546817
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ..................................  ...............................................................................................................................................................................................................
#
    47.08%     0.04%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    47.04%     0.05%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    35.44%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    35.16%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    34.89%     0.10%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    34.70%     0.51%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    26.22%     0.15%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    25.37%     0.06%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    24.47%    23.65%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    23.02%     0.31%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    22.61%     0.61%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    22.13%     0.06%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    22.07%     0.16%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    19.92%     0.47%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    19.45%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    18.52%     0.05%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    17.46%     0.03%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    17.26%     0.55%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    12.89%     0.59%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.81%     0.10%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
    10.45%     0.20%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     9.44%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     9.38%     0.08%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     9.28%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     9.24%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.59%     0.07%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     6.18%     0.09%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     5.99%     0.70%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.21%     0.26%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
