# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10K of event 'cycles'
# Event count (approx.): 1982639265364
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
     4.54%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compact_zone
     4.54%     0.00%  kcompactd1       [kernel.kallsyms]  [k] kcompactd
     4.54%     0.00%  kcompactd1       [kernel.kallsyms]  [k] kthread
     4.54%     0.00%  kcompactd1       [kernel.kallsyms]  [k] proactive_compact_node
     4.54%     0.00%  kcompactd1       [kernel.kallsyms]  [k] ret_from_fork
     4.52%     0.03%  kcompactd1       [kernel.kallsyms]  [k] migrate_pages
     3.97%     0.00%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk
     3.85%     0.04%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk_file
     3.58%     0.02%  postgres         [kernel.kallsyms]  [k] schedule
     3.56%     0.06%  postgres         [kernel.kallsyms]  [k] __schedule
     3.54%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compact_zone
     3.54%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kcompactd
     3.54%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kthread
     3.54%     0.00%  kcompactd0       [kernel.kallsyms]  [k] proactive_compact_node
     3.54%     0.00%  kcompactd0       [kernel.kallsyms]  [k] ret_from_fork
     3.51%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_pages
     3.50%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_file_write_iter
     3.50%     0.00%  postgres         [kernel.kallsyms]  [k] new_sync_write
     3.50%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_write
     3.49%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_buffered_write_iter
     3.48%     0.00%  postgres         [kernel.kallsyms]  [k] generic_perform_write
     3.46%     0.02%  postgres         [kernel.kallsyms]  [k] workingset_refault
     3.41%     0.00%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     3.40%     0.00%  postgres         [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     3.30%     1.30%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     3.26%     0.01%  postgres         [kernel.kallsyms]  [k] __x64_sys_pwrite64
     3.12%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk
     3.10%     0.01%  postgres         [kernel.kallsyms]  [k] __x64_sys_futex
     3.10%     0.00%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate
     3.09%     0.03%  postgres         [kernel.kallsyms]  [k] do_futex
     2.97%     0.11%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate_one
     2.92%     0.07%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk_file
     2.89%     2.87%  kcompactd1       [kernel.kallsyms]  [k] page_vma_mapped_walk
     2.71%     0.01%  postgres         [kernel.kallsyms]  [k] ext4_da_write_begin
     2.64%     0.00%  postgres         [kernel.kallsyms]  [k] try_to_unmap
     2.63%     0.04%  postgres         [kernel.kallsyms]  [k] pagecache_get_page
     2.57%     0.00%  postgres         [kernel.kallsyms]  [k] grab_cache_page_write_begin
     2.37%     0.03%  postgres         [kernel.kallsyms]  [k] tlb_flush_mmu
     2.10%     1.69%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock
     2.06%     0.09%  postgres         [kernel.kallsyms]  [k] free_pages_and_swap_cache
     2.04%     0.02%  postgres         [kernel.kallsyms]  [k] try_to_wake_up
     2.01%     1.05%  postgres         [kernel.kallsyms]  [k] page_remove_rmap
     2.00%     0.03%  postgres         [kernel.kallsyms]  [k] futex_wake
     2.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate
     1.97%     1.71%  postgres         [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     1.93%     0.00%  postgres         [kernel.kallsyms]  [k] wake_up_q
     1.93%     1.15%  postgres         [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     1.89%     0.87%  postgres         [kernel.kallsyms]  [k] release_pages
     1.85%     0.12%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate_one
     1.82%     1.06%  postgres         [kernel.kallsyms]  [k] ttwu_do_activate
     1.80%     0.00%  postgres         [kernel.kallsyms]  [k] schedule_hrtimeout_range
     1.80%     0.00%  postgres         [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     1.69%     0.05%  postgres         [kernel.kallsyms]  [k] get_page_from_freelist
     1.68%     0.74%  postgres         [kernel.kallsyms]  [k] pick_next_task_fair
     1.67%     1.54%  kcompactd0       [kernel.kallsyms]  [k] page_vma_mapped_walk
     1.52%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.52%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_syscall_64
     1.47%     1.47%  postgres         [kernel.kallsyms]  [k] clear_page_erms
     1.46%     0.14%  postgres         [kernel.kallsyms]  [k] free_pgd_range
     1.46%     0.00%  postgres         [kernel.kallsyms]  [k] free_pgtables
     1.42%     0.00%  postgres         [kernel.kallsyms]  [k] dequeue_task
     1.42%     0.02%  postgres         [kernel.kallsyms]  [k] dequeue_task_fair
     1.42%     0.26%  postgres         [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     1.40%     0.01%  postgres         [kernel.kallsyms]  [k] dequeue_entity
     1.39%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_epoll_wait
     1.39%     0.00%  postgres         [kernel.kallsyms]  [k] do_epoll_wait
     1.32%     0.30%  postgres         [kernel.kallsyms]  [k] ___pte_free_tlb
     1.29%     0.00%  postgres         [kernel.kallsyms]  [k] add_to_page_cache_lru
     1.29%     0.00%  postgres         [kernel.kallsyms]  [k] ondemand_readahead
     1.29%     0.00%  postgres         [kernel.kallsyms]  [k] page_cache_ra_unbounded
     1.17%     0.04%  postgres         [kernel.kallsyms]  [k] filemap_map_pages
     1.13%     0.00%  postgres         [kernel.kallsyms]  [k] page_cache_sync_ra
     1.12%     1.12%  postgres         [unknown]          [.] 0000000000000000
     1.11%     0.22%  postgres         [kernel.kallsyms]  [k] try_to_unmap_one
     1.08%     0.06%  postgres         [kernel.kallsyms]  [k] __add_to_page_cache_locked
     1.07%     1.07%  postgres         [kernel.kallsyms]  [k] xas_load
     1.07%     0.02%  postgres         [kernel.kallsyms]  [k] futex_wait
     1.03%     1.02%  postgres         [kernel.kallsyms]  [k] next_uptodate_page
     1.02%     0.10%  postgres         [kernel.kallsyms]  [k] free_unref_page_list
     1.00%     0.02%  postgres         [kernel.kallsyms]  [k] xas_store
     0.96%     0.00%  postgres         [kernel.kallsyms]  [k] workingset_update_node
     0.96%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_remove_page
     0.96%     0.00%  postgres         [kernel.kallsyms]  [k] swap_readpage
     0.96%     0.04%  kcompactd0       [kernel.kallsyms]  [k] remove_migration_pte
     0.94%     0.01%  postgres         [kernel.kallsyms]  [k] futex_wait_queue_me
     0.93%     0.93%  swapper          [kernel.kallsyms]  [k] rcu_idle_enter
     0.93%     0.00%  postgres         [kernel.kallsyms]  [k] newidle_balance
     0.92%     0.00%  postgres         [kernel.kallsyms]  [k] load_balance
     0.90%     0.01%  postgres         [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.88%     0.09%  postgres         [kernel.kallsyms]  [k] free_pcppages_bulk
     0.84%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.84%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.79%     0.03%  postgres         [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.78%     0.00%  postgres         [kernel.kallsyms]  [k] io_schedule_timeout
     0.78%     0.00%  postgres         [kernel.kallsyms]  [k] schedule_timeout
     0.78%     0.00%  kcompactd1       [kernel.kallsyms]  [k] remove_migration_pte
     0.78%     0.00%  postgres         [kernel.kallsyms]  [k] blk_io_schedule
     0.78%     0.03%  postgres         [kernel.kallsyms]  [k] __mod_lruvec_state
     0.76%     0.00%  postgres         [kernel.kallsyms]  [k] enqueue_task
     0.76%     0.70%  postgres         [kernel.kallsyms]  [k] update_curr
     0.74%     0.01%  postgres         [kernel.kallsyms]  [k] psi_task_change
     0.70%     0.00%  postgres         [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.68%     0.08%  postgres         [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.68%     0.60%  postgres         [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.66%     0.00%  postgres         [kernel.kallsyms]  [k] task_work_run
     0.63%     0.00%  postgres         [kernel.kallsyms]  [k] irqentry_exit
     0.63%     0.00%  postgres         [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.63%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sys_sendto
     0.63%     0.00%  postgres         [kernel.kallsyms]  [k] task_numa_work
     0.63%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_sendto
     0.62%     0.00%  postgres         [kernel.kallsyms]  [k] change_prot_numa
     0.62%     0.62%  postgres         [kernel.kallsyms]  [k] native_sched_clock
     0.62%     0.00%  postgres         [kernel.kallsyms]  [k] sched_clock_cpu
     0.62%     0.62%  postgres         [kernel.kallsyms]  [k] change_protection
     0.61%     0.61%  postgres         [kernel.kallsyms]  [k] __free_one_page
     0.60%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     0.60%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     0.60%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     0.60%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     0.60%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     0.60%     0.02%  postgres         [kernel.kallsyms]  [k] update_cfs_group
     0.60%     0.56%  postgres         [kernel.kallsyms]  [k] PageHuge
     0.58%     0.58%  postgres         [kernel.kallsyms]  [k] reweight_entity
     0.53%     0.52%  postgres         [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.51%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sys_recvfrom
     0.51%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_recvfrom
     0.51%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_recvmsg
     0.51%     0.51%  tclsh8.6         [unknown]          [.] 0000000000000000
     0.51%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_read_generic
     0.51%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_recvmsg
     0.51%     0.49%  postgres         [kernel.kallsyms]  [k] _find_next_bit
     0.49%     0.45%  postgres         [kernel.kallsyms]  [k] free_swap_cache
     0.48%     0.48%  swapper          [unknown]          [.] 0000000000000000
     0.47%     0.47%  tclsh8.6         [kernel.kallsyms]  [k] kfree_skbmem
     0.46%     0.03%  postgres         [kernel.kallsyms]  [k] __get_user_nocheck_1
     0.44%     0.01%  postgres         [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.44%     0.00%  postgres         [kernel.kallsyms]  [k] find_busiest_group
     0.43%     0.02%  kcompactd0       [kernel.kallsyms]  [k] ptep_clear_flush
     0.43%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_pselect6
     0.43%     0.00%  postgres         [kernel.kallsyms]  [k] do_pselect.constprop.0
     0.43%     0.00%  postgres         [kernel.kallsyms]  [k] core_sys_select
     0.43%     0.00%  postgres         [kernel.kallsyms]  [k] do_select
     0.42%     0.41%  postgres         [kernel.kallsyms]  [k] psi_group_change
     0.41%     0.03%  kcompactd0       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.40%     0.40%  postgres         [kernel.kallsyms]  [k] kthread_is_per_cpu
     0.39%     0.39%  kcompactd0       [kernel.kallsyms]  [k] _raw_spin_lock
     0.39%     0.01%  kcompactd0       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.38%     0.00%  kcompactd0       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.37%     0.35%  swapper          [kernel.kallsyms]  [k] poll_idle
     0.36%     0.00%  kcompactd1       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.36%     0.00%  kcompactd1       [kernel.kallsyms]  [k] ptep_clear_flush
     0.36%     0.35%  kcompactd0       [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.36%     0.03%  kcompactd1       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.35%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __schedule
     0.35%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule
     0.34%     0.33%  kcompactd1       [kernel.kallsyms]  [k] _raw_spin_lock
     0.33%     0.33%  kcompactd1       [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.33%     0.00%  kcompactd1       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.32%     0.00%  postgres         [kernel.kallsyms]  [k] psi_task_switch
     0.31%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.31%     0.28%  postgres         [kernel.kallsyms]  [k] vma_interval_tree_subtree_search
     0.30%     0.29%  tclsh8.6         [kernel.kallsyms]  [k] psi_task_switch
     0.30%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] irqentry_exit
     0.30%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.30%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_sysvec_reschedule_ipi
     0.30%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sysvec_reschedule_ipi
     0.29%     0.00%  kcompactd1       [kernel.kallsyms]  [k] move_to_new_page
     0.27%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_futex
     0.27%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_futex
     0.26%     0.26%  tclsh8.6         [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.26%     0.24%  postgres         [kernel.kallsyms]  [k] lock_page_memcg
     0.25%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_write
     0.25%     0.00%  postgres         [kernel.kallsyms]  [k] ksys_write
     0.25%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] _raw_spin_lock
     0.25%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_page
     0.24%     0.19%  postgres         [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.23%     0.15%  postgres         [kernel.kallsyms]  [k] mark_page_accessed
     0.21%     0.08%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.20%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_sync_file
     0.20%     0.09%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] ext4_writepages
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] __writeback_single_inode
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] do_writepages
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] kthread
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] process_one_work
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] ret_from_fork
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] wb_workfn
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] wb_writeback
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] worker_thread
     0.20%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.19%     0.00%  postgres         [kernel.kallsyms]  [k] file_write_and_wait_range
     0.19%     0.01%  kcompactd0       [kernel.kallsyms]  [k] move_to_new_page
     0.19%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] mpage_prepare_extent_to_map
     0.18%     0.12%  kcompactd0       [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.18%     0.00%  swapper          [kernel.kallsyms]  [k] schedule_idle
     0.18%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compaction_alloc
     0.18%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page
     0.17%     0.14%  postgres         [kernel.kallsyms]  [k] __cond_resched
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] __common_interrupt
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] asm_common_interrupt
     0.17%     0.00%  postgres         [kernel.kallsyms]  [k] common_interrupt
     0.17%     0.02%  swapper          [kernel.kallsyms]  [k] __schedule
     0.17%     0.01%  postgres         [kernel.kallsyms]  [k] handle_edge_irq
     0.17%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.16%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] mpage_submit_page
     0.16%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.16%     0.01%  postgres         [kernel.kallsyms]  [k] nvme_process_cq
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] handle_irq_event
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] nvme_irq
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] arch_tlbbatch_flush
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.16%     0.01%  postgres         [kernel.kallsyms]  [k] ext4_writepages
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] do_writepages
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] filemap_fdatawrite_wbc
     0.16%     0.03%  postgres         [kernel.kallsyms]  [k] rmqueue_bulk
     0.16%     0.00%  kworker/u97:0-e  [kernel.kallsyms]  [k] mpage_process_page_bufs
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] page_cache_async_ra
     0.15%     0.15%  postgres         [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] pageout
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.14%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_finish_mmu
     0.14%     0.00%  postgres         [kernel.kallsyms]  [k] __softirqentry_text_start
     0.14%     0.10%  postgres         [kernel.kallsyms]  [k] unlock_page_memcg
     0.14%     0.12%  kcompactd1       [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.14%     0.00%  postgres         [kernel.kallsyms]  [k] __sys_sendto
     0.14%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_sendto
     0.14%     0.14%  postgres         [kernel.kallsyms]  [k] vm_normal_page
     0.14%     0.01%  kworker/u97:0-e  [kernel.kallsyms]  [k] ext4_bio_write_page
     0.14%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] futex_wake
     0.14%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] futex_wait
     0.13%     0.01%  postgres         [kernel.kallsyms]  [k] irq_exit_rcu
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_da_write_end
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] blk_mq_end_request
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] nvme_complete_rq
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] generic_write_end
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] shmem_writepage
     0.13%     0.01%  postgres         [kernel.kallsyms]  [k] __x64_sys_openat
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] blk_update_request
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] sock_sendmsg
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_read
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] ksys_read
     0.13%     0.01%  postgres         [kernel.kallsyms]  [k] free_swap_slot
     0.13%     0.00%  postgres         [kernel.kallsyms]  [k] __swap_entry_free
     0.12%     0.01%  postgres         [kernel.kallsyms]  [k] bio_endio
     0.12%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] futex_wait_setup
     0.12%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_select
     0.12%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compaction_alloc
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_fsync
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_fsync_range
     0.12%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_sendmsg
     0.12%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_sendmsg
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] try_to_unmap_flush_dirty
     0.12%     0.12%  kcompactd1       [kernel.kallsyms]  [k] copy_page
     0.12%     0.09%  kcompactd0       [kernel.kallsyms]  [k] PageHuge
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.12%     0.01%  postgres         [kernel.kallsyms]  [k] ext4_block_write_begin
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] swap_free
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] __submit_bio
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] submit_bio
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] submit_bio_noacct
     0.11%     0.07%  swapper          [kernel.kallsyms]  [k] menu_select
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] swapcache_free_entries
     0.11%     0.01%  postgres         [kernel.kallsyms]  [k] xas_find
     0.11%     0.08%  kcompactd1       [kernel.kallsyms]  [k] migrate_page_states
     0.11%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_page_copy
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_call_function_single
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] migrate_misplaced_page
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] do_sys_openat2
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] asm_common_interrupt
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] common_interrupt
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] irq_exit_rcu
     0.10%     0.03%  postgres         [kernel.kallsyms]  [k] select_task_rq_fair
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] __common_interrupt
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] handle_edge_irq
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_exc_page_fault
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] exc_page_fault
     0.10%     0.03%  postgres         [kernel.kallsyms]  [k] futex_wait_setup
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] __softirqentry_text_start
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_process_cq
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] handle_irq_event
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_irq
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_user_addr_fault
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] run_rebalance_domains
