# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles'
# Event count (approx.): 975626552031
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    48.03%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    48.03%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    48.03%     0.00%  swapper          [kernel.kallsyms]  [k] do_idle
    47.48%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    46.24%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    46.24%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    46.23%    46.11%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    45.42%     0.00%  postgres         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    45.41%     0.00%  postgres         [kernel.kallsyms]  [k] do_syscall_64
    43.61%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_exit_group
    43.61%     0.00%  postgres         [kernel.kallsyms]  [k] do_exit
    43.61%     0.00%  postgres         [kernel.kallsyms]  [k] do_group_exit
    43.61%     0.00%  postgres         [kernel.kallsyms]  [k] exit_mmap
    43.61%     0.00%  postgres         [kernel.kallsyms]  [k] mmput
    41.24%     0.00%  postgres         [kernel.kallsyms]  [k] unmap_single_vma
    41.24%     0.00%  postgres         [kernel.kallsyms]  [k] unmap_vmas
    39.87%    33.33%  postgres         [kernel.kallsyms]  [k] unmap_page_range
     4.89%     4.46%  postgres         [kernel.kallsyms]  [k] page_remove_rmap
     2.21%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compact_zone
     2.21%     0.00%  kcompactd1       [kernel.kallsyms]  [k] kcompactd
     2.21%     0.00%  kcompactd1       [kernel.kallsyms]  [k] kthread
     2.21%     0.00%  kcompactd1       [kernel.kallsyms]  [k] proactive_compact_node
     2.21%     0.00%  kcompactd1       [kernel.kallsyms]  [k] ret_from_fork
     2.18%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_pages
     1.90%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_finish_mmu
     1.78%     1.78%  swapper          [kernel.kallsyms]  [k] tsc_verify_tsc_adjust
     1.57%     0.00%  postgres         [kernel.kallsyms]  [k] free_pages_and_swap_cache
     1.49%     1.49%  postgres         [kernel.kallsyms]  [k] free_swap_cache
     1.47%     0.60%  postgres         [kernel.kallsyms]  [k] release_pages
     1.41%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compaction_alloc
     1.41%     1.41%  kcompactd1       [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     1.38%     0.00%  kcompactd1       [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     1.38%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compact_lock_irqsave
     1.38%     0.00%  kcompactd1       [kernel.kallsyms]  [k] isolate_freepages_block
     1.38%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_syscall_64
     1.38%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.36%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_sendmsg
     1.36%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sys_sendto
     1.36%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_sendto
     1.36%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_sendmsg
     1.34%     1.34%  tclsh8.6         [kernel.kallsyms]  [k] reweight_entity
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up_common
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up_common_lock
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up_sync_key
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] autoremove_wake_function
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] default_wake_function
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] enqueue_entity
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] enqueue_task
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] enqueue_task_fair
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] ep_poll_callback
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_def_readable
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] try_to_wake_up
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] ttwu_do_activate
     1.34%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] update_cfs_group
     1.27%     1.27%  postgres         [kernel.kallsyms]  [k] sync_regs
     1.20%     1.14%  postgres         [kernel.kallsyms]  [k] set_page_dirty
     1.13%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_flush_mmu
     0.91%     0.91%  postgres         [kernel.kallsyms]  [k] __wrgsbase_inactive
     0.90%     0.03%  postgres         [kernel.kallsyms]  [k] free_unref_page_list
     0.87%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_futex
     0.87%     0.00%  postgres         [kernel.kallsyms]  [k] do_futex
     0.86%     0.86%  postgres         [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.86%     0.00%  postgres         [kernel.kallsyms]  [k] __schedule
     0.86%     0.00%  postgres         [kernel.kallsyms]  [k] find_busiest_group
     0.86%     0.00%  postgres         [kernel.kallsyms]  [k] futex_wait
     0.86%     0.00%  postgres         [kernel.kallsyms]  [k] futex_wait_queue_me
     0.86%     0.00%  postgres         [kernel.kallsyms]  [k] load_balance
     0.86%     0.00%  postgres         [kernel.kallsyms]  [k] newidle_balance
     0.86%     0.00%  postgres         [kernel.kallsyms]  [k] pick_next_task_fair
     0.86%     0.00%  postgres         [kernel.kallsyms]  [k] schedule
     0.85%     0.05%  postgres         [kernel.kallsyms]  [k] free_pcppages_bulk
     0.85%     0.00%  postgres         [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.72%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.72%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.72%     0.00%  postgres         [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.72%     0.00%  postgres         [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.72%     0.00%  postgres         [kernel.kallsyms]  [k] hrtimer_interrupt
     0.69%     0.69%  postgres         [kernel.kallsyms]  [k] __free_one_page
     0.68%     0.00%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk
     0.68%     0.00%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk_file
     0.65%     0.65%  postgres         [kernel.kallsyms]  [k] rb_next
     0.60%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_file_read_iter
     0.60%     0.00%  postgres         [kernel.kallsyms]  [k] filemap_read
     0.60%     0.00%  postgres         [kernel.kallsyms]  [k] generic_file_read_iter
     0.60%     0.00%  postgres         [kernel.kallsyms]  [k] new_sync_read
     0.60%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_read
     0.60%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_pread64
     0.58%     0.00%  postgres         [kernel.kallsyms]  [k] filemap_get_pages
     0.58%     0.00%  postgres         [kernel.kallsyms]  [k] ondemand_readahead
     0.58%     0.00%  postgres         [kernel.kallsyms]  [k] page_cache_ra_unbounded
     0.58%     0.00%  postgres         [kernel.kallsyms]  [k] page_cache_sync_ra
     0.54%     0.00%  postgres         [kernel.kallsyms]  [k] read_pages
     0.54%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     0.54%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     0.54%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     0.54%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     0.54%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     0.54%     0.54%  postgres         [kernel.kallsyms]  [k] __blk_rq_map_sg
     0.54%     0.00%  postgres         [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.54%     0.00%  postgres         [kernel.kallsyms]  [k] blk_finish_plug
     0.54%     0.00%  postgres         [kernel.kallsyms]  [k] blk_flush_plug_list
     0.54%     0.00%  postgres         [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.54%     0.00%  postgres         [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.54%     0.00%  postgres         [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.54%     0.00%  postgres         [kernel.kallsyms]  [k] nvme_queue_rq
     0.48%     0.00%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate
     0.46%     0.10%  postgres         [kernel.kallsyms]  [k] free_pgd_range
     0.46%     0.00%  postgres         [kernel.kallsyms]  [k] free_pgtables
     0.43%     0.08%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate_one
     0.36%     0.10%  postgres         [kernel.kallsyms]  [k] ___pte_free_tlb
     0.34%     0.33%  postgres         [kernel.kallsyms]  [k] vm_normal_page
     0.30%     0.30%  postgres         [kernel.kallsyms]  [k] mark_page_accessed
     0.26%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_remove_page
