# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 12793486998245
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    28.11%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    28.11%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    28.10%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
    27.97%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    27.97%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    27.83%    26.84%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    26.40%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    22.33%     0.14%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    21.27%     0.33%  java             [kernel.kallsyms]  [k] exc_page_fault
    18.71%     0.19%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    12.73%     0.59%  java             [kernel.kallsyms]  [k] handle_mm_fault
    10.59%     3.22%  java             [kernel.kallsyms]  [k] __handle_mm_fault
     9.32%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     9.31%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
     8.47%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     7.79%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     7.79%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     7.45%     0.07%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     7.43%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     7.43%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     7.43%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     7.43%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     7.43%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     7.43%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     7.43%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     7.02%     0.17%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     6.53%     0.19%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     5.90%     0.81%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     4.74%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     4.74%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     4.74%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     4.73%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     4.73%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     4.73%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     4.72%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     4.46%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     4.46%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
     4.45%     4.42%  java             [kernel.kallsyms]  [k] down_read_trylock
     4.44%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] filemap_get_pages
     4.39%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ondemand_readahead
     4.38%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     4.38%     4.35%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     4.35%     0.08%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     4.33%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     4.33%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     4.33%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     4.32%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     4.32%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     4.32%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     4.32%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_async_ra
     4.32%     0.10%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     3.77%     0.32%  java             [kernel.kallsyms]  [k] migrate_pages
     3.64%     0.06%  localfetcher#1   [kernel.kallsyms]  [k] add_to_page_cache_lru
     3.46%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.46%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] do_syscall_64
     3.44%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __x64_sys_write
     3.44%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ksys_write
     3.44%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] vfs_write
     3.44%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] new_sync_write
     3.44%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     3.44%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_file_write_iter
     3.44%     0.01%  InMemoryMerger   [kernel.kallsyms]  [k] generic_perform_write
     3.23%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     3.21%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     3.15%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     3.13%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     3.12%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     3.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_work_run
     3.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_work
     3.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] change_prot_numa
     2.97%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_read
     2.97%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_read
     2.97%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_read
     2.97%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_read
     2.97%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_read_iter
     2.97%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_file_read_iter
     2.97%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_read
     2.90%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] asm_exc_page_fault
     2.90%     1.07%  localfetcher#1   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     2.82%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] add_to_page_cache_lru
     2.72%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     2.67%     0.04%  localfetcher#1   [kernel.kallsyms]  [k] workingset_refault
     2.62%     0.29%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     2.60%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_get_pages
     2.58%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_async_ra
     2.58%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ondemand_readahead
     2.58%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     2.57%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     2.56%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     2.51%     2.32%  LocalJobRunner   [kernel.kallsyms]  [k] change_protection
     2.28%     0.41%  localfetcher#1   [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     2.26%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     2.06%     2.05%  java             [kernel.kallsyms]  [k] up_read
     1.94%     1.93%  LocalJobRunner   [kernel.kallsyms]  [k] clear_page_erms
     1.93%     0.01%  localfetcher#1   [kernel.kallsyms]  [k] exc_page_fault
     1.89%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages_vma
     1.89%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] do_user_addr_fault
     1.86%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] workingset_refault
     1.83%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     1.83%     0.02%  localfetcher#1   [kernel.kallsyms]  [k] handle_mm_fault
     1.83%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     1.79%     0.02%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_da_write_begin
     1.78%     1.77%  localfetcher#1   [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     1.77%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] grab_cache_page_write_begin
     1.77%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] pagecache_get_page
     1.71%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     1.71%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     1.71%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     1.71%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     1.71%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.62%     0.10%  localfetcher#1   [kernel.kallsyms]  [k] __handle_mm_fault
     1.57%     0.37%  pool-4-thread-1  [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     1.47%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_write
     1.47%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_write
     1.47%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vfs_write
     1.47%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     1.47%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_file_write_iter
     1.47%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] new_sync_write
     1.47%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_perform_write
     1.46%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] grab_cache_page_write_begin
     1.45%     0.02%  InMemoryMerger   [kernel.kallsyms]  [k] pagecache_get_page
     1.45%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] __mem_cgroup_charge
     1.37%     0.04%  java             [kernel.kallsyms]  [k] __alloc_pages
     1.32%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     1.32%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     1.32%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     1.32%     0.02%  java             [kernel.kallsyms]  [k] find_vma
     1.32%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     1.32%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     1.30%     1.30%  java             [kernel.kallsyms]  [k] vmacache_find
     1.29%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     1.21%     0.00%  java             [kernel.kallsyms]  [k] rmap_walk
     1.20%     1.19%  java             [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     1.19%     0.00%  java             [kernel.kallsyms]  [k] move_to_new_page
     1.18%     0.00%  java             [kernel.kallsyms]  [k] migrate_page
     1.11%     1.10%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     1.11%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] __alloc_pages
     1.10%     0.09%  java             [kernel.kallsyms]  [k] rmap_walk_anon
     1.10%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_end
     1.09%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] add_to_page_cache_lru
     1.08%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_write_end
     1.05%     0.13%  localfetcher#1   [kernel.kallsyms]  [k] get_page_from_freelist
     1.04%     0.11%  java             [kernel.kallsyms]  [k] get_page_from_freelist
     1.03%     0.36%  LocalJobRunner   [kernel.kallsyms]  [k] charge_memcg
     1.03%     0.10%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     1.02%     0.08%  InMemoryMerger   [kernel.kallsyms]  [k] add_to_page_cache_lru
     1.00%     1.00%  swapper          [unknown]          [.] 0000000000000000
     0.98%     0.97%  java             [kernel.kallsyms]  [k] sync_regs
     0.95%     0.01%  java             [kernel.kallsyms]  [k] alloc_pages_vma
     0.89%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.89%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] do_syscall_64
     0.89%     0.63%  java             [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.87%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     0.87%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     0.87%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     0.87%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] ksys_read
     0.87%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] __x64_sys_read
     0.87%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     0.87%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] vfs_read
     0.87%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     0.87%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] ext4_file_read_iter
     0.86%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] generic_file_read_iter
     0.86%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] new_sync_read
     0.86%     0.01%  Sampler Reader   [kernel.kallsyms]  [k] filemap_read
     0.86%     0.02%  InMemoryMerger   [kernel.kallsyms]  [k] ext4_da_write_end
