# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8227356844881
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    25.90%     0.23%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    24.22%     0.27%  java             [kernel.kallsyms]  [k] exc_page_fault
    22.11%     0.31%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    20.51%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    20.49%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    18.04%     0.71%  java             [kernel.kallsyms]  [k] handle_mm_fault
    17.47%     0.17%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    16.02%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    15.95%     3.39%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    15.28%     0.23%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
    14.52%     0.36%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
    13.54%     1.34%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
    10.25%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
    10.25%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
    10.24%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
    10.24%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
    10.24%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
    10.24%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
    10.22%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     9.56%     0.23%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     9.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     9.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     9.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     9.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     9.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     9.01%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     9.01%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     8.62%     0.21%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     7.45%     7.21%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     7.32%     0.59%  java             [kernel.kallsyms]  [k] migrate_pages
     6.88%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     6.88%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
