# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3313094038832
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                           
# ........  ........  ...............  ...................................  .................................................................................................................................................................
#
    47.49%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    47.45%     0.06%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    36.07%     0.04%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    35.83%     0.05%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    35.52%     0.14%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    35.31%     0.52%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    26.07%     0.15%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    25.71%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    24.61%    23.81%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    23.51%     0.32%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    23.08%     0.69%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    22.38%     0.06%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    22.32%     0.14%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    20.30%     0.56%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    19.74%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    18.86%     0.06%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    17.72%     0.03%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    17.55%     0.62%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    13.15%     0.62%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    12.13%     0.11%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
    10.80%     0.21%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.32%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
