# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles'
# Event count (approx.): 1465725164165
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
     3.02%     0.00%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     3.01%     0.00%  postgres         [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     3.01%     0.00%  postgres         [kernel.kallsyms]  [k] workingset_refault
     3.00%     0.00%  postgres         [kernel.kallsyms]  [k] add_to_page_cache_lru
     2.99%     0.06%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     2.93%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compact_zone
     2.93%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kcompactd
     2.93%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kthread
     2.93%     0.00%  kcompactd0       [kernel.kallsyms]  [k] proactive_compact_node
     2.93%     0.00%  kcompactd0       [kernel.kallsyms]  [k] ret_from_fork
     2.92%     2.91%  postgres         [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     2.91%     1.11%  postgres         [kernel.kallsyms]  [k] release_pages
     2.91%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_pages
     2.64%     0.00%  kcompactd1       [kernel.kallsyms]  [k] compact_zone
     2.64%     0.00%  kcompactd1       [kernel.kallsyms]  [k] kcompactd
     2.64%     0.00%  kcompactd1       [kernel.kallsyms]  [k] kthread
     2.64%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_pages
     2.64%     0.00%  kcompactd1       [kernel.kallsyms]  [k] proactive_compact_node
     2.64%     0.00%  kcompactd1       [kernel.kallsyms]  [k] ret_from_fork
     2.62%     1.93%  postgres         [kernel.kallsyms]  [k] page_remove_rmap
     2.60%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk
     2.47%     0.02%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk_file
     2.33%     0.00%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk
     2.28%     0.02%  kcompactd1       [kernel.kallsyms]  [k] rmap_walk_file
     2.06%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate
     2.01%     1.98%  kcompactd0       [kernel.kallsyms]  [k] page_vma_mapped_walk
     1.98%     0.02%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate_one
     1.86%     1.86%  postgres         [kernel.kallsyms]  [k] available_idle_cpu
     1.73%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_poll
     1.73%     1.62%  tclsh8.6         [kernel.kallsyms]  [k] do_sys_poll
     1.64%     0.17%  postgres         [kernel.kallsyms]  [k] free_unref_page_list
     1.63%     1.54%  postgres         [kernel.kallsyms]  [k] pagecache_get_page
     1.57%     0.00%  postgres         [kernel.kallsyms]  [k] read_pages
     1.57%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_mpage_readpages
     1.57%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_readahead
     1.57%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_map_blocks
     1.55%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_ext_map_blocks
     1.55%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_find_extent
     1.54%     0.00%  postgres         [kernel.kallsyms]  [k] free_pgtables
     1.54%     0.00%  postgres         [kernel.kallsyms]  [k] __find_get_block
     1.54%     0.00%  postgres         [kernel.kallsyms]  [k] __getblk_gfp
     1.54%     0.00%  postgres         [kernel.kallsyms]  [k] __read_extent_tree_block
     1.51%     0.06%  postgres         [kernel.kallsyms]  [k] free_pgd_range
     1.48%     0.19%  postgres         [kernel.kallsyms]  [k] free_pcppages_bulk
     1.48%     0.00%  postgres         [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     1.43%     0.18%  postgres         [kernel.kallsyms]  [k] ___pte_free_tlb
     1.30%     0.00%  postgres         [kernel.kallsyms]  [k] ttwu_do_activate
     1.30%     0.00%  postgres         [kernel.kallsyms]  [k] enqueue_task
     1.27%     0.01%  postgres         [kernel.kallsyms]  [k] psi_task_change
     1.25%     1.25%  postgres         [kernel.kallsyms]  [k] psi_flags_change
     1.25%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sys_sendto
     1.25%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_sendto
     1.25%     0.00%  swapper          [kernel.kallsyms]  [k] __common_interrupt
     1.25%     0.00%  swapper          [kernel.kallsyms]  [k] asm_common_interrupt
     1.25%     0.00%  swapper          [kernel.kallsyms]  [k] common_interrupt
     1.25%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_sendmsg
     1.24%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_process_cq
     1.24%     0.00%  swapper          [kernel.kallsyms]  [k] __handle_irq_event_percpu
     1.24%     0.00%  swapper          [kernel.kallsyms]  [k] handle_edge_irq
     1.24%     0.00%  swapper          [kernel.kallsyms]  [k] handle_irq_event
     1.24%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_irq
     1.24%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] unix_stream_sendmsg
     1.24%     0.00%  swapper          [kernel.kallsyms]  [k] blk_mq_end_request
     1.24%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_complete_rq
     1.24%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_pci_complete_rq
     1.24%     1.24%  swapper          [kernel.kallsyms]  [k] blk_mq_free_request
     1.21%     1.21%  postgres         [kernel.kallsyms]  [k] mark_wake_futex
     1.16%     1.16%  tclsh8.6         [kernel.kallsyms]  [k] maybe_add_creds
     1.15%     0.00%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate
     1.12%     0.00%  postgres         [kernel.kallsyms]  [k] lru_add_drain
     1.12%     0.00%  postgres         [kernel.kallsyms]  [k] lru_add_drain_cpu
     1.12%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_remove_page
     1.12%     0.05%  kcompactd1       [kernel.kallsyms]  [k] try_to_migrate_one
     1.12%     0.03%  postgres         [kernel.kallsyms]  [k] pagevec_lru_move_fn
     1.12%     0.07%  kcompactd1       [kernel.kallsyms]  [k] remove_migration_pte
     1.07%     1.00%  postgres         [kernel.kallsyms]  [k] __activate_page
     1.06%     1.05%  postgres         [kernel.kallsyms]  [k] __free_one_page
     1.02%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_exc_page_fault
     1.02%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] exc_page_fault
     1.01%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_user_addr_fault
     0.99%     0.01%  postgres         [kernel.kallsyms]  [k] get_page_from_freelist
     0.99%     0.00%  postgres         [kernel.kallsyms]  [k] __alloc_pages
     0.99%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_pages
     0.97%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] handle_mm_fault
     0.97%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] __handle_mm_fault
     0.96%     0.96%  postgres         [kernel.kallsyms]  [k] clear_page_erms
     0.95%     0.02%  postgres         [kernel.kallsyms]  [k] __mod_zone_page_state
     0.93%     0.00%  postgres         [kernel.kallsyms]  [k] asm_exc_page_fault
     0.93%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] migrate_misplaced_page
     0.93%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] migrate_pages
     0.91%     0.00%  postgres         [kernel.kallsyms]  [k] __page_cache_alloc
     0.91%     0.00%  postgres         [kernel.kallsyms]  [k] exc_page_fault
     0.90%     0.88%  kcompactd1       [kernel.kallsyms]  [k] _raw_spin_lock
     0.90%     0.01%  postgres         [kernel.kallsyms]  [k] do_user_addr_fault
     0.88%     0.83%  kcompactd1       [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.88%     0.01%  postgres         [kernel.kallsyms]  [k] handle_mm_fault
     0.79%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] lru_cache_add
     0.79%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] putback_lru_page
     0.79%     0.79%  tclsh8.6         [kernel.kallsyms]  [k] mem_cgroup_update_lru_size
     0.79%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __pagevec_lru_add
     0.76%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_finish_mmu
     0.71%     0.64%  postgres         [kernel.kallsyms]  [k] free_swap_cache
     0.69%     0.45%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock
     0.55%     0.50%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.55%     0.03%  postgres         [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.49%     0.01%  postgres         [kernel.kallsyms]  [k] __count_memcg_events
     0.47%     0.05%  kcompactd0       [kernel.kallsyms]  [k] remove_migration_pte
     0.47%     0.40%  postgres         [kernel.kallsyms]  [k] lock_page_memcg
     0.44%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     0.44%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     0.44%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     0.44%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     0.44%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     0.37%     0.02%  postgres         [kernel.kallsyms]  [k] __handle_mm_fault
     0.36%     0.00%  postgres         [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.36%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.33%     0.02%  postgres         [kernel.kallsyms]  [k] vfs_statx
     0.31%     0.28%  postgres         [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.29%     0.01%  postgres         [kernel.kallsyms]  [k] schedule
     0.29%     0.01%  postgres         [kernel.kallsyms]  [k] futex_wait
     0.29%     0.28%  postgres         [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.29%     0.02%  kcompactd1       [kernel.kallsyms]  [k] ptep_clear_flush
     0.28%     0.17%  postgres         [kernel.kallsyms]  [k] unlock_page_memcg
     0.28%     0.18%  postgres         [kernel.kallsyms]  [k] mark_page_accessed
     0.28%     0.22%  kcompactd0       [kernel.kallsyms]  [k] _raw_spin_lock
     0.27%     0.02%  postgres         [kernel.kallsyms]  [k] __schedule
     0.27%     0.02%  kcompactd1       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.25%     0.05%  kcompactd1       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.24%     0.20%  postgres         [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.23%     0.23%  swapper          [unknown]          [.] 0000000000000000
     0.22%     0.22%  postgres         [kernel.kallsyms]  [k] vm_normal_page
     0.21%     0.00%  postgres         [kernel.kallsyms]  [k] futex_wait_queue_me
     0.20%     0.07%  postgres         [kernel.kallsyms]  [k] set_page_dirty
     0.19%     0.19%  kcompactd1       [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.19%     0.00%  kcompactd1       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.19%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_write
     0.19%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_pwrite64
     0.19%     0.00%  postgres         [kernel.kallsyms]  [k] generic_perform_write
     0.19%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_buffered_write_iter
     0.19%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_file_write_iter
     0.19%     0.00%  postgres         [kernel.kallsyms]  [k] new_sync_write
     0.18%     0.00%  postgres         [kernel.kallsyms]  [k] user_path_at_empty
     0.17%     0.02%  kcompactd1       [kernel.kallsyms]  [k] compaction_alloc
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_read
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] ksys_read
     0.16%     0.16%  postgres         [unknown]          [.] 0000000000000000
     0.16%     0.00%  postgres         [kernel.kallsyms]  [k] __mem_cgroup_uncharge_list
     0.16%     0.01%  postgres         [kernel.kallsyms]  [k] filename_lookup
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] path_lookupat
     0.15%     0.12%  postgres         [kernel.kallsyms]  [k] uncharge_page
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.15%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.14%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.14%     0.12%  postgres         [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.14%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __x64_sys_futex
     0.14%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] do_futex
     0.13%     0.05%  postgres         [kernel.kallsyms]  [k] mod_lruvec_page_state.constprop.0
     0.13%     0.09%  postgres         [kernel.kallsyms]  [k] PageHuge
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.12%     0.01%  postgres         [kernel.kallsyms]  [k] vfs_getattr_nosec
     0.12%     0.00%  kcompactd0       [kernel.kallsyms]  [k] move_to_new_page
     0.12%     0.12%  postgres         [kernel.kallsyms]  [k] page_mapping
     0.12%     0.00%  postgres         [kernel.kallsyms]  [k] walk_component
     0.12%     0.02%  kcompactd0       [kernel.kallsyms]  [k] ptep_clear_flush
     0.12%     0.01%  postgres         [kernel.kallsyms]  [k] filemap_map_pages
     0.12%     0.10%  kcompactd0       [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] _raw_spin_lock
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_call_function_single
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] __sys_sendto
     0.11%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_sendto
     0.11%     0.02%  postgres         [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.11%     0.02%  postgres         [kernel.kallsyms]  [k] ext4_file_getattr
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] rmap_walk
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] rmap_walk_anon
     0.11%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] try_to_migrate
     0.11%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] schedule
     0.11%     0.10%  tclsh8.6         [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.11%     0.03%  postgres         [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.11%     0.09%  swapper          [kernel.kallsyms]  [k] poll_idle
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] sock_sendmsg
     0.10%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] try_to_migrate_one
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page
     0.10%     0.01%  postgres         [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.10%     0.00%  kcompactd0       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.10%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] __schedule
     0.10%     0.01%  postgres         [kernel.kallsyms]  [k] dequeue_task_fair
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] dequeue_task
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_da_write_begin
     0.10%     0.00%  postgres         [kernel.kallsyms]  [k] unix_stream_sendmsg
     0.10%     0.00%  swapper          [kernel.kallsyms]  [k] schedule_idle
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.10%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] ptep_clear_flush
     0.09%     0.02%  swapper          [kernel.kallsyms]  [k] __schedule
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] hrtimer_interrupt
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] dequeue_entity
     0.09%     0.00%  kcompactd1       [kernel.kallsyms]  [k] post_alloc_hook
     0.09%     0.00%  kcompactd1       [kernel.kallsyms]  [k] split_map_pages
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] __sysvec_call_function_single
     0.09%     0.09%  postgres         [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] tick_sched_timer
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.09%     0.03%  postgres         [kernel.kallsyms]  [k] ext4_getattr
     0.09%     0.00%  kcompactd1       [kernel.kallsyms]  [k] migrate_page
     0.09%     0.00%  kcompactd1       [kernel.kallsyms]  [k] move_to_new_page
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.09%     0.01%  postgres         [kernel.kallsyms]  [k] __mod_lruvec_state
     0.09%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] futex_wake
     0.09%     0.06%  postgres         [kernel.kallsyms]  [k] __d_lookup_rcu
     0.09%     0.00%  postgres         [kernel.kallsyms]  [k] lookup_fast
     0.09%     0.09%  kcompactd0       [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.09%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compaction_alloc
     0.09%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.09%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.08%     0.08%  kcompactd0       [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.08%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __put_page
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] tick_sched_handle
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] update_process_times
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] grab_cache_page_write_begin
     0.08%     0.03%  postgres         [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.08%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up_common
     0.08%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up_common_lock
     0.08%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up_sync_key
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] pick_next_task_fair
     0.08%     0.07%  tclsh8.6         [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_openat
     0.08%     0.02%  postgres         [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.08%     0.01%  postgres         [kernel.kallsyms]  [k] newidle_balance
     0.08%     0.00%  postgres         [kernel.kallsyms]  [k] task_work_run
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] do_sys_openat2
     0.07%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] try_to_wake_up
     0.07%     0.00%  postgres         [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.07%     0.07%  kcompactd1       [kernel.kallsyms]  [k] clear_page_erms
     0.07%     0.06%  postgres         [kernel.kallsyms]  [k] xas_load
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] ep_poll_callback
     0.07%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sock_def_readable
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] __read_swap_cache_async
     0.06%     0.01%  postgres         [kernel.kallsyms]  [k] get_futex_key
     0.06%     0.00%  swapper          [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __wake_up
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] autoremove_wake_function
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] default_wake_function
     0.06%     0.01%  swapper          [kernel.kallsyms]  [k] irq_exit_rcu
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] __do_fault
     0.06%     0.02%  postgres         [kernel.kallsyms]  [k] workingset_activation
     0.06%     0.04%  postgres         [kernel.kallsyms]  [k] flush_tlb_func
     0.06%     0.00%  swapper          [kernel.kallsyms]  [k] hrtimer_interrupt
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.06%     0.01%  postgres         [kernel.kallsyms]  [k] futex_wait_setup
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] do_filp_open
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] load_balance
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] sock_def_readable
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] migrate_misplaced_page
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] migrate_pages
     0.06%     0.04%  postgres         [kernel.kallsyms]  [k] generic_fillattr
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_epoll_wait
     0.06%     0.01%  tclsh8.6         [kernel.kallsyms]  [k] newidle_balance
     0.06%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] pick_next_task_fair
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_common
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_common_lock
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] __wake_up_sync_key
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] default_wake_function
     0.06%     0.00%  postgres         [kernel.kallsyms]  [k] pollwake
     0.05%     0.00%  swapper          [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] shmem_fault
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] shmem_getpage_gfp
     0.05%     0.05%  kcompactd1       [kernel.kallsyms]  [k] copy_page
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] get_user_pages_fast
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] path_openat
     0.05%     0.00%  swapper          [kernel.kallsyms]  [k] tick_sched_handle
     0.05%     0.00%  swapper          [kernel.kallsyms]  [k] tick_sched_timer
     0.05%     0.00%  swapper          [kernel.kallsyms]  [k] __softirqentry_text_start
     0.05%     0.05%  kcompactd0       [kernel.kallsyms]  [k] copy_page
     0.05%     0.03%  kcompactd1       [kernel.kallsyms]  [k] page_remove_rmap
     0.05%     0.00%  kcompactd0       [kernel.kallsyms]  [k] free_pcppages_bulk
     0.05%     0.00%  kcompactd0       [kernel.kallsyms]  [k] free_unref_page
     0.05%     0.00%  kcompactd0       [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.05%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_select
     0.05%     0.05%  kcompactd0       [kernel.kallsyms]  [k] clear_page_erms
     0.05%     0.00%  kcompactd0       [kernel.kallsyms]  [k] post_alloc_hook
     0.05%     0.00%  kcompactd0       [kernel.kallsyms]  [k] split_map_pages
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] do_epoll_wait
     0.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] ttwu_do_activate
     0.05%     0.00%  postgres         [kernel.kallsyms]  [k] scheduler_tick
     0.05%     0.01%  postgres         [kernel.kallsyms]  [k] xas_find
     0.05%     0.00%  swapper          [kernel.kallsyms]  [k] update_process_times
     0.05%     0.01%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.05%     0.05%  kcompactd1       [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] __sysvec_call_function
     0.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.05%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] sysvec_call_function
     0.05%     0.03%  swapper          [kernel.kallsyms]  [k] menu_select
     0.05%     0.05%  kcompactd1       [kernel.kallsyms]  [k] PageHuge
     0.05%     0.02%  postgres         [kernel.kallsyms]  [k] update_curr
     0.05%     0.05%  postgres         [kernel.kallsyms]  [k] workingset_age_nonresident
     0.04%     0.00%  tclsh8.6         [kernel.kallsyms]  [k] futex_wait
